0.0445593107,0.0593295683,0.0584354478,0.0102807256,0.0000080274
0.0445593107,0.0593295683,0.0544134452,0.1748337287,0.0023515831
0.0445593107,0.0593295683,0.0538817341,0.1126301976,0.0009764173
0.0445593107,0.0593295683,0.0502412419,0.0135517794,0.0000141334
0.0445593107,0.0593295683,0.0579755552,0.2511793825,0.0048294955
0.0445593107,0.0593295683,0.0463350562,0.0649176774,0.0003273697
0.0445593107,0.0593295683,0.0500509683,0.0122672891,0.0000115770
0.0445593107,0.0593295683,0.0567216000,0.0251587963,0.0000484089
0.0445593107,0.0593295683,0.0486478333,0.1988066569,0.0030640979
0.0445593107,0.0593295683,0.0568066980,0.0124152619,0.0000117501
0.0445593107,0.0593295683,0.0534847614,0.0946311449,0.0006895650
0.0445593107,0.0593295683,0.0461147603,0.0284398617,0.0000627500
0.0445593107,0.0593295683,0.0468807122,0.1014793603,0.0007997832
0.0445593107,0.0593295683,0.0461422906,0.0085987002,0.0000056999
0.0445593107,0.0593295683,0.0525217652,0.0719801320,0.0003993832
0.0445593107,0.0593295683,0.0527768458,0.0382606857,0.0001126966
0.0445593107,0.0593295683,0.0528550638,0.0173371507,0.0000230812
0.0445593107,0.0593295683,0.0514397168,0.0931950893,0.0006706289
0.0445593107,0.0593295683,0.0493206495,0.0120344953,0.0000111507
0.0445593107,0.0593295683,0.0583839108,0.1497736826,0.0017157325
0.0445593107,0.0593295683,0.0559727124,0.0199494224,0.0000304460
0.0445593107,0.0593295683,0.0591696685,0.1567814895,0.0018778539
0.0445593107,0.0593295683,0.0489669558,0.3392216637,0.0089188041
0.0445593107,0.0593295683,0.0571385284,0.0411179664,0.0001293776
0.0445593107,0.0593295683,0.0573983238,0.0069184924,0.0000036277
0.0445593107,0.0593295683,0.0446634470,0.1300097026,0.0013163379
0.0445593107,0.0593295683,0.0454282503,0.0346055275,0.0000930271
0.0445593107,0.0593295683,0.0469567892,0.0444276928,0.0001531296
0.0445593107,0.0593295683,0.0554347077,0.0306900412,0.0000722078
0.0445593107,0.0593295683,0.0518662303,0.0202315302,0.0000314928
0.0445593107,0.0593295683,0.0543720858,0.0083996151,0.0000053810
0.0445593107,0.0593295683,0.0469451225,0.0148119115,0.0000169614
0.0445593107,0.0593295683,0.0471914079,0.1867493743,0.0027084684
0.0445593107,0.0593295683,0.0561749859,0.0501144292,0.0001925199
0.0445593107,0.0593295683,0.0579708751,0.2274078621,0.0039585282
0.0445593107,0.0593295683,0.0511793935,0.0224087481,0.0000386851
0.0445593107,0.0593295683,0.0526637567,0.1202810367,0.0011154800
0.0445593107,0.0593295683,0.0583920534,0.1778940771,0.0024206455
0.0445593107,0.0593295683,0.0504390139,0.1824324756,0.0025742041
0.0445593107,0.0593295683,0.0465857462,0.2640921307,0.0054210705
0.0445593107,0.0593295683,0.0578322515,0.0149388767,0.0000170046
0.0445593107,0.0593295683,0.0529717055,0.0321980150,0.0000797598
0.0445593107,0.0593295683,0.0589957748,0.0199560386,0.0000303307
0.0445593107,0.0593295683,0.0466851843,0.0496663071,0.0001914681
0.0445593107,0.0593295683,0.0560904578,0.0646600187,0.0003206447
0.0445593107,0.0593295683,0.0551954923,0.0536357460,0.0002208566
0.0445593107,0.0593295683,0.0511470685,0.0605946524,0.0002834906
0.0445593107,0.0593295683,0.0464364313,0.1191599832,0.0011034609
0.0445593107,0.0593295683,0.0487504069,0.2373177223,0.0043658940
0.0445593107,0.0593295683,0.0592733030,0.0969786215,0.0007181672
0.0445593107,0.0593295683,0.0458833597,0.0113635957,0.0000099798
0.0445593107,0.0593295683,0.0539646442,0.0340289295,0.0000889791
0.0445593107,0.0593295683,0.0515663278,0.1645309995,0.0020906162
0.0445593107,0.0593295683,0.0515246965,0.0104868981,0.0000084353
0.0445593107,0.0593295683,0.0552073213,0.0386694131,0.0001147331
0.0445593107,0.0593295683,0.0503980696,0.0080908298,0.0000050174
0.0445593107,0.0593295683,0.0537765142,0.0670369537,0.0003457930
0.0445593107,0.0593295683,0.0592518326,0.0531561646,0.0002156320
0.0445593107,0.0593295683,0.0523961186,0.0946255219,0.0006905028
0.0445593107,0.0593295683,0.0507277937,0.3279228910,0.0083157749
0.0445593107,0.0593295683,0.0551488312,0.1371047746,0.0014444865
0.0445593107,0.0593295683,0.0542225750,0.0824298060,0.0005226136
0.0445593107,0.0593295683,0.0475627059,0.0301580707,0.0000704502
0.0445593107,0.0593295683,0.0547664352,0.0090297882,0.0000062192
0.0445593107,0.0593295683,0.0561137304,0.0107433553,0.0000087988
0.0445593107,0.0593295683,0.0554312959,0.1235644143,0.0011727202
0.0445593107,0.0593295683,0.0576935025,0.0222511749,0.0000377971
0.0445593107,0.0593295683,0.0490530638,0.0596751247,0.0002756858
0.0445593107,0.0593295683,0.0481461376,0.0359030271,0.0000998174
0.0445593107,0.0593295683,0.0511231005,0.0274432893,0.0000580614
0.0445593107,0.0593295683,0.0593035725,0.0801316929,0.0004902192
0.0445593107,0.0593295683,0.0554974877,0.0389433781,0.0001163183
0.0445593107,0.0593295683,0.0485618347,0.1181572721,0.0010821642
0.0445593107,0.0593295683,0.0520237795,0.2229048538,0.0038353709
0.0445593107,0.0593295683,0.0587450510,0.0331051485,0.0000836281
0.0445593107,0.0593295683,0.0541296450,0.1590546463,0.0019469529
0.0445593107,0.0593295683,0.0539697916,0.0891018179,0.0006108969
0.0445593107,0.0593295683,0.0454876178,0.0095317991,0.0000070156
0.0445593107,0.0593295683,0.0522436221,0.1861748601,0.0026745644
0.0445593107,0.0593295683,0.0535460215,0.2299127101,0.0040719617
0.0445593107,0.0593295683,0.0507790549,0.0464636747,0.0001667007
0.0445593107,0.0593295683,0.0480990362,0.0460953953,0.0001646234
0.0445593107,0.0593295683,0.0480764919,0.3095819165,0.0074363666
0.0445593107,0.0593295683,0.0524922642,0.1627009200,0.0020418325
0.0445593107,0.0593295683,0.0449335762,0.0130396722,0.0000131669
