m_phi,θ_squared,N_phi
0.0632248,2.09337e-07,5.56569e-06
0.0632248,2.01741e-07,5.36374e-06
0.0632248,1.9442e-07,5.16911e-06
0.0632248,1.87366e-07,4.98154e-06
0.0632248,1.80567e-07,4.80078e-06
0.0632248,1.74015e-07,4.62657e-06
0.0632248,1.677e-07,4.45869e-06
0.0632248,1.61615e-07,4.2969e-06
0.0632248,1.55751e-07,4.14098e-06
0.0632248,1.50099e-07,3.99072e-06
0.0632248,1.44652e-07,3.84591e-06
0.0632248,1.39404e-07,3.70636e-06
0.0632248,1.34345e-07,3.57187e-06
0.0632248,1.2947e-07,3.44226e-06
0.0632248,1.24772e-07,3.31735e-06
0.0636257,0.000408793,0.0108657
0.0636257,0.000393959,0.0104714
0.0636257,0.000379664,0.0100915
0.0636257,0.000365887,0.00972528
0.0636257,0.00035261,0.00937238
0.0636257,0.000339815,0.00903229
0.0636257,0.000327485,0.00870454
0.0636257,0.000315602,0.00838869
0.0636257,0.00030415,0.00808429
0.0636257,0.000293113,0.00779094
0.0636257,0.000282477,0.00750824
0.0636257,0.000272227,0.00723579
0.0636257,0.000262349,0.00697323
0.0636257,0.000252829,0.0067202
0.0636257,0.000243655,0.00647635
0.0636257,0.000234814,0.00624134
0.0636257,0.000226293,0.00601487
0.0636257,0.000218082,0.00579661
0.0636257,0.000210168,0.00558627
0.0636257,0.000202542,0.00538357
0.0636257,0.000195193,0.00518822
0.0636257,0.00018811,0.00499996
0.0636257,0.000181284,0.00481853
0.0636257,0.000174706,0.00464368
0.0636257,0.000168366,0.00447518
0.0636257,0.000162257,0.00431279
0.0636257,0.000156369,0.00415629
0.0636257,0.000150695,0.00400548
0.0636257,0.000145227,0.00386013
0.0636257,0.000139957,0.00372006
0.0636257,0.000134879,0.00358508
0.0636257,0.000129984,0.00345499
0.0636257,0.000125268,0.00332962
0.0636257,0.000120722,0.0032088
0.0636257,0.000116342,0.00309236
0.0636257,0.00011212,0.00298015
0.0636257,0.000108052,0.00287201
0.0636257,0.000104131,0.0027678
0.0636257,0.000100352,0.00266736
0.0636257,9.67109e-05,0.00257058
0.0636257,9.32017e-05,0.0024773
0.0636257,8.98197e-05,0.00238741
0.0636257,8.65605e-05,0.00230078
0.0636257,8.34195e-05,0.00221729
0.0636257,8.03925e-05,0.00213683
0.0636257,7.74754e-05,0.00205929
0.0636257,7.46641e-05,0.00198457
0.0636257,7.19548e-05,0.00191256
0.0636257,6.93438e-05,0.00184316
0.0636257,6.68276e-05,0.00177628
0.0636257,6.44027e-05,0.00171182
0.0636257,6.20657e-05,0.00164971
0.0636257,5.98136e-05,0.00158984
0.0636257,5.76432e-05,0.00153215
0.0636257,5.55515e-05,0.00147656
0.0636257,5.35357e-05,0.00142298
0.0636257,5.15931e-05,0.00137134
0.0636257,4.9721e-05,0.00132158
0.0636257,4.79168e-05,0.00127363
0.0636257,4.61781e-05,0.00122741
0.0636257,4.45024e-05,0.00118287
0.0636257,4.28876e-05,0.00113995
0.0636257,4.13314e-05,0.00109859
0.0636257,3.98316e-05,0.00105872
0.0636257,3.83863e-05,0.00102031
0.0636257,3.69934e-05,0.000983284
0.0636257,3.5651e-05,0.000947604
0.0636257,3.43574e-05,0.000913219
0.0636257,3.31107e-05,0.000880081
0.0636257,3.19092e-05,0.000848146
0.0636257,3.07513e-05,0.00081737
0.0636257,2.96355e-05,0.000787711
0.0636257,2.85601e-05,0.000759128
0.0636257,2.75238e-05,0.000731582
0.0636257,2.6525e-05,0.000705035
0.0636257,2.55625e-05,0.000679452
0.0636257,2.4635e-05,0.000654797
0.0636257,2.37411e-05,0.000631037
0.0636257,2.28796e-05,0.000608139
0.0636257,2.20494e-05,0.000586072
0.0636257,2.12493e-05,0.000564806
0.0636257,2.04782e-05,0.000544311
0.0636257,1.97351e-05,0.00052456
0.0636257,1.9019e-05,0.000505525
0.0636257,1.83289e-05,0.000487182
0.0636257,1.76638e-05,0.000469504
0.0636257,1.70228e-05,0.000452467
0.0636257,1.64052e-05,0.000436049
0.0636257,1.58099e-05,0.000420226
0.0636257,1.52362e-05,0.000404978
0.0636257,1.46833e-05,0.000390283
0.0636257,1.41505e-05,0.000376121
0.0636257,1.3637e-05,0.000362473
0.0636257,1.31422e-05,0.00034932
0.0636257,1.26653e-05,0.000336644
0.0636257,1.22057e-05,0.000324429
0.0636257,1.17628e-05,0.000312656
0.0636257,1.1336e-05,0.000301311
0.0636257,1.09247e-05,0.000290378
0.0636257,1.05283e-05,0.000279841
0.0636257,1.01462e-05,0.000269687
0.0636257,9.77805e-06,0.000259901
0.0636257,9.42324e-06,0.00025047
0.0636257,9.08131e-06,0.000241381
0.0636257,8.75178e-06,0.000232622
0.0636257,8.43421e-06,0.000224181
0.0636257,8.12816e-06,0.000216047
0.0636257,7.83322e-06,0.000208207
0.0636257,7.54898e-06,0.000200652
0.0636257,7.27506e-06,0.000193371
0.0636257,7.01107e-06,0.000186354
0.0636257,6.75667e-06,0.000179592
0.0636257,6.51149e-06,0.000173075
0.0636257,6.27521e-06,0.000166795
0.0636257,6.04751e-06,0.000160743
0.0636257,5.82807e-06,0.00015491
0.0636257,5.61659e-06,0.000149289
0.0636257,5.41278e-06,0.000143872
0.0636257,5.21637e-06,0.000138651
0.0636257,5.02709e-06,0.00013362
0.0636257,4.84468e-06,0.000128771
0.0636257,4.66888e-06,0.000124099
0.0636257,4.49946e-06,0.000119596
0.0636257,4.33619e-06,0.000115256
0.0636257,4.17885e-06,0.000111074
0.0636257,4.02721e-06,0.000107043
0.0636257,3.88108e-06,0.000103159
0.0636257,3.74025e-06,9.94158e-05
0.0636257,3.60453e-06,9.58084e-05
0.0636257,3.47374e-06,9.23319e-05
0.0636257,3.34769e-06,8.89815e-05
0.0636257,3.22621e-06,8.57527e-05
0.0636257,3.10914e-06,8.2641e-05
0.0636257,2.99632e-06,7.96423e-05
0.0636257,2.8876e-06,7.67523e-05
0.0636257,2.78282e-06,7.39673e-05
0.0636257,2.68184e-06,7.12833e-05
0.0636257,2.58453e-06,6.86967e-05
0.0636257,2.49074e-06,6.62039e-05
0.0636257,2.40036e-06,6.38016e-05
0.0636257,2.31326e-06,6.14865e-05
0.0636257,2.22932e-06,5.92554e-05
0.0636257,2.14843e-06,5.71052e-05
0.0636257,2.07047e-06,5.50331e-05
0.0636257,1.99534e-06,5.30361e-05
0.0636257,1.92294e-06,5.11116e-05
0.0636257,1.85316e-06,4.9257e-05
0.0636257,1.78592e-06,4.74696e-05
0.0636257,1.72111e-06,4.57471e-05
0.0636257,1.65866e-06,4.40871e-05
0.0636257,1.59847e-06,4.24874e-05
0.0636257,1.54047e-06,4.09457e-05
0.0636257,1.48457e-06,3.94599e-05
0.0636257,1.4307e-06,3.8028e-05
0.0636257,1.37879e-06,3.66481e-05
0.0636257,1.32876e-06,3.53183e-05
0.0636257,1.28054e-06,3.40367e-05
0.0636257,1.23407e-06,3.28017e-05
0.0636257,1.18929e-06,3.16114e-05
0.0636257,1.14614e-06,3.04644e-05
0.0636257,1.10455e-06,2.93589e-05
0.0636257,1.06447e-06,2.82936e-05
0.0636257,1.02584e-06,2.72669e-05
0.0636257,9.8862e-07,2.62775e-05
0.0636257,9.52746e-07,2.5324e-05
0.0636257,9.18175e-07,2.44051e-05
0.0636257,8.84857e-07,2.35195e-05
0.0636257,8.52749e-07,2.26661e-05
0.0636257,8.21806e-07,2.18436e-05
0.0636257,7.91986e-07,2.1051e-05
0.0636257,7.63247e-07,2.02871e-05
0.0636257,7.35552e-07,1.9551e-05
0.0636257,7.08861e-07,1.88415e-05
0.0636257,6.83139e-07,1.81578e-05
0.0636257,6.58351e-07,1.7499e-05
0.0636257,6.34462e-07,1.6864e-05
0.0636257,6.11439e-07,1.62521e-05
0.0636257,5.89252e-07,1.56623e-05
0.0636257,5.67871e-07,1.5094e-05
0.0636257,5.47265e-07,1.45463e-05
0.0636257,5.27406e-07,1.40185e-05
0.0636257,5.08269e-07,1.35098e-05
0.0636257,4.89826e-07,1.30196e-05
0.0636257,4.72052e-07,1.25471e-05
0.0636257,4.54923e-07,1.20918e-05
0.0636257,4.38415e-07,1.16531e-05
0.0636257,4.22507e-07,1.12302e-05
0.0636257,4.07175e-07,1.08227e-05
0.0636257,3.924e-07,1.043e-05
0.0636257,3.78162e-07,1.00515e-05
0.0636257,3.6444e-07,9.6868e-06
0.0636257,3.51215e-07,9.3353e-06
0.0636257,3.38471e-07,8.99656e-06
0.0636257,3.26189e-07,8.67011e-06
0.0636257,3.14353e-07,8.3555e-06
0.0636257,3.02946e-07,8.05231e-06
0.0636257,2.91953e-07,7.76012e-06
0.0636257,2.8136e-07,7.47853e-06
0.0636257,2.7115e-07,7.20717e-06
0.0636257,2.61311e-07,6.94564e-06
0.0636257,2.51829e-07,6.69361e-06
0.0636257,2.42691e-07,6.45073e-06
0.0636257,2.33885e-07,6.21665e-06
0.0636257,2.25398e-07,5.99107e-06
0.0636257,2.17219e-07,5.77368e-06
0.0636257,2.09337e-07,5.56417e-06
0.0636257,2.01741e-07,5.36227e-06
0.0636257,1.9442e-07,5.16769e-06
0.0636257,1.87366e-07,4.98018e-06
0.0636257,1.80567e-07,4.79946e-06
0.0636257,1.74015e-07,4.62531e-06
0.0636257,1.677e-07,4.45747e-06
0.0636257,1.61615e-07,4.29573e-06
0.0636257,1.55751e-07,4.13985e-06
0.0636257,1.50099e-07,3.98963e-06
0.0636257,1.44652e-07,3.84486e-06
0.0636257,1.39404e-07,3.70535e-06
0.0636257,1.34345e-07,3.57089e-06
0.0636257,1.2947e-07,3.44132e-06
0.0636257,1.24772e-07,3.31644e-06
0.0640291,0.000408793,0.0108627
0.0640291,0.000393959,0.0104685
0.0640291,0.000379664,0.0100887
0.0640291,0.000365887,0.00972258
0.0640291,0.00035261,0.00936979
0.0640291,0.000339815,0.00902979
0.0640291,0.000327485,0.00870213
0.0640291,0.000315602,0.00838636
0.0640291,0.00030415,0.00808205
0.0640291,0.000293113,0.00778878
0.0640291,0.000282477,0.00750616
0.0640291,0.000272227,0.00723379
0.0640291,0.000262349,0.0069713
0.0640291,0.000252829,0.00671834
0.0640291,0.000243655,0.00647455
0.0640291,0.000234814,0.00623961
0.0640291,0.000226293,0.0060132
0.0640291,0.000218082,0.005795
0.0640291,0.000210168,0.00558473
0.0640291,0.000202542,0.00538208
0.0640291,0.000195193,0.00518678
0.0640291,0.00018811,0.00499857
0.0640291,0.000181284,0.00481719
0.0640291,0.000174706,0.00464239
0.0640291,0.000168366,0.00447394
0.0640291,0.000162257,0.00431159
0.0640291,0.000156369,0.00415514
0.0640291,0.000150695,0.00400437
0.0640291,0.000145227,0.00385906
0.0640291,0.000139957,0.00371903
0.0640291,0.000134879,0.00358408
0.0640291,0.000129984,0.00345403
0.0640291,0.000125268,0.00332869
0.0640291,0.000120722,0.00320791
0.0640291,0.000116342,0.00309151
0.0640291,0.00011212,0.00297933
0.0640291,0.000108052,0.00287122
0.0640291,0.000104131,0.00276703
0.0640291,0.000100352,0.00266663
0.0640291,9.67109e-05,0.00256986
0.0640291,9.32017e-05,0.00247661
0.0640291,8.98197e-05,0.00238675
0.0640291,8.65605e-05,0.00230014
0.0640291,8.34195e-05,0.00221668
0.0640291,8.03925e-05,0.00213624
0.0640291,7.74754e-05,0.00205872
0.0640291,7.46641e-05,0.00198402
0.0640291,7.19548e-05,0.00191203
0.0640291,6.93438e-05,0.00184265
0.0640291,6.68276e-05,0.00177578
0.0640291,6.44027e-05,0.00171135
0.0640291,6.20657e-05,0.00164925
0.0640291,5.98136e-05,0.0015894
0.0640291,5.76432e-05,0.00153173
0.0640291,5.55515e-05,0.00147615
0.0640291,5.35357e-05,0.00142259
0.0640291,5.15931e-05,0.00137096
0.0640291,4.9721e-05,0.00132122
0.0640291,4.79168e-05,0.00127328
0.0640291,4.61781e-05,0.00122707
0.0640291,4.45024e-05,0.00118255
0.0640291,4.28876e-05,0.00113964
0.0640291,4.13314e-05,0.00109828
0.0640291,3.98316e-05,0.00105843
0.0640291,3.83863e-05,0.00102002
0.0640291,3.69934e-05,0.000983011
0.0640291,3.5651e-05,0.000947341
0.0640291,3.43574e-05,0.000912966
0.0640291,3.31107e-05,0.000879837
0.0640291,3.19092e-05,0.000847911
0.0640291,3.07513e-05,0.000817144
0.0640291,2.96355e-05,0.000787493
0.0640291,2.85601e-05,0.000758917
0.0640291,2.75238e-05,0.000731379
0.0640291,2.6525e-05,0.00070484
0.0640291,2.55625e-05,0.000679264
0.0640291,2.4635e-05,0.000654616
0.0640291,2.37411e-05,0.000630862
0.0640291,2.28796e-05,0.000607971
0.0640291,2.20494e-05,0.00058591
0.0640291,2.12493e-05,0.000564649
0.0640291,2.04782e-05,0.00054416
0.0640291,1.97351e-05,0.000524414
0.0640291,1.9019e-05,0.000505385
0.0640291,1.83289e-05,0.000487047
0.0640291,1.76638e-05,0.000469374
0.0640291,1.70228e-05,0.000452342
0.0640291,1.64052e-05,0.000435928
0.0640291,1.58099e-05,0.00042011
0.0640291,1.52362e-05,0.000404865
0.0640291,1.46833e-05,0.000390174
0.0640291,1.41505e-05,0.000376016
0.0640291,1.3637e-05,0.000362372
0.0640291,1.31422e-05,0.000349223
0.0640291,1.26653e-05,0.000336551
0.0640291,1.22057e-05,0.000324339
0.0640291,1.17628e-05,0.00031257
0.0640291,1.1336e-05,0.000301228
0.0640291,1.09247e-05,0.000290297
0.0640291,1.05283e-05,0.000279763
0.0640291,1.01462e-05,0.000269612
0.0640291,9.77805e-06,0.000259829
0.0640291,9.42324e-06,0.0002504
0.0640291,9.08131e-06,0.000241314
0.0640291,8.75178e-06,0.000232558
0.0640291,8.43421e-06,0.000224119
0.0640291,8.12816e-06,0.000215987
0.0640291,7.83322e-06,0.000208149
0.0640291,7.54898e-06,0.000200596
0.0640291,7.27506e-06,0.000193317
0.0640291,7.01107e-06,0.000186303
0.0640291,6.75667e-06,0.000179542
0.0640291,6.51149e-06,0.000173027
0.0640291,6.27521e-06,0.000166749
0.0640291,6.04751e-06,0.000160698
0.0640291,5.82807e-06,0.000154867
0.0640291,5.61659e-06,0.000149248
0.0640291,5.41278e-06,0.000143832
0.0640291,5.21637e-06,0.000138613
0.0640291,5.02709e-06,0.000133583
0.0640291,4.84468e-06,0.000128736
0.0640291,4.66888e-06,0.000124064
0.0640291,4.49946e-06,0.000119563
0.0640291,4.33619e-06,0.000115224
0.0640291,4.17885e-06,0.000111043
0.0640291,4.02721e-06,0.000107014
0.0640291,3.88108e-06,0.000103131
0.0640291,3.74025e-06,9.93883e-05
0.0640291,3.60453e-06,9.57819e-05
0.0640291,3.47374e-06,9.23063e-05
0.0640291,3.34769e-06,8.89568e-05
0.0640291,3.22621e-06,8.57289e-05
0.0640291,3.10914e-06,8.26181e-05
0.0640291,2.99632e-06,7.96202e-05
0.0640291,2.8876e-06,7.67311e-05
0.0640291,2.78282e-06,7.39468e-05
0.0640291,2.68184e-06,7.12635e-05
0.0640291,2.58453e-06,6.86776e-05
0.0640291,2.49074e-06,6.61856e-05
0.0640291,2.40036e-06,6.37839e-05
0.0640291,2.31326e-06,6.14695e-05
0.0640291,2.22932e-06,5.9239e-05
0.0640291,2.14843e-06,5.70894e-05
0.0640291,2.07047e-06,5.50178e-05
0.0640291,1.99534e-06,5.30214e-05
0.0640291,1.92294e-06,5.10975e-05
0.0640291,1.85316e-06,4.92433e-05
0.0640291,1.78592e-06,4.74565e-05
0.0640291,1.72111e-06,4.57345e-05
0.0640291,1.65866e-06,4.40749e-05
0.0640291,1.59847e-06,4.24756e-05
0.0640291,1.54047e-06,4.09343e-05
0.0640291,1.48457e-06,3.9449e-05
0.0640291,1.4307e-06,3.80175e-05
0.0640291,1.37879e-06,3.6638e-05
0.0640291,1.32876e-06,3.53085e-05
0.0640291,1.28054e-06,3.40273e-05
0.0640291,1.23407e-06,3.27926e-05
0.0640291,1.18929e-06,3.16027e-05
0.0640291,1.14614e-06,3.04559e-05
0.0640291,1.10455e-06,2.93508e-05
0.0640291,1.06447e-06,2.82857e-05
0.0640291,1.02584e-06,2.72594e-05
0.0640291,9.8862e-07,2.62702e-05
0.0640291,9.52746e-07,2.5317e-05
0.0640291,9.18175e-07,2.43983e-05
0.0640291,8.84857e-07,2.3513e-05
0.0640291,8.52749e-07,2.26598e-05
0.0640291,8.21806e-07,2.18375e-05
0.0640291,7.91986e-07,2.10451e-05
0.0640291,7.63247e-07,2.02815e-05
0.0640291,7.35552e-07,1.95455e-05
0.0640291,7.08861e-07,1.88363e-05
0.0640291,6.83139e-07,1.81528e-05
0.0640291,6.58351e-07,1.74941e-05
0.0640291,6.34462e-07,1.68593e-05
0.0640291,6.11439e-07,1.62475e-05
0.0640291,5.89252e-07,1.5658e-05
0.0640291,5.67871e-07,1.50898e-05
0.0640291,5.47265e-07,1.45423e-05
0.0640291,5.27406e-07,1.40146e-05
0.0640291,5.08269e-07,1.3506e-05
0.0640291,4.89826e-07,1.3016e-05
0.0640291,4.72052e-07,1.25437e-05
0.0640291,4.54923e-07,1.20885e-05
0.0640291,4.38415e-07,1.16498e-05
0.0640291,4.22507e-07,1.12271e-05
0.0640291,4.07175e-07,1.08197e-05
0.0640291,3.924e-07,1.04271e-05
0.0640291,3.78162e-07,1.00487e-05
0.0640291,3.6444e-07,9.68412e-06
0.0640291,3.51215e-07,9.33272e-06
0.0640291,3.38471e-07,8.99407e-06
0.0640291,3.26189e-07,8.6677e-06
0.0640291,3.14353e-07,8.35318e-06
0.0640291,3.02946e-07,8.05008e-06
0.0640291,2.91953e-07,7.75797e-06
0.0640291,2.8136e-07,7.47646e-06
0.0640291,2.7115e-07,7.20517e-06
0.0640291,2.61311e-07,6.94372e-06
0.0640291,2.51829e-07,6.69176e-06
0.0640291,2.42691e-07,6.44894e-06
0.0640291,2.33885e-07,6.21493e-06
0.0640291,2.25398e-07,5.98941e-06
0.0640291,2.17219e-07,5.77208e-06
0.0640291,2.09337e-07,5.56263e-06
0.0640291,2.01741e-07,5.36078e-06
0.0640291,1.9442e-07,5.16626e-06
0.0640291,1.87366e-07,4.9788e-06
0.0640291,1.80567e-07,4.79813e-06
0.0640291,1.74015e-07,4.62403e-06
0.0640291,1.677e-07,4.45624e-06
0.0640291,1.61615e-07,4.29454e-06
0.0640291,1.55751e-07,4.1387e-06
0.0640291,1.50099e-07,3.98853e-06
0.0640291,1.44652e-07,3.8438e-06
0.0640291,1.39404e-07,3.70432e-06
0.0640291,1.34345e-07,3.5699e-06
0.0640291,1.2947e-07,3.44036e-06
0.0640291,1.24772e-07,3.31553e-06
0.0644351,0.000393959,0.0104656
0.0644351,0.000379664,0.0100858
0.0644351,0.000365887,0.00971985
0.0644351,0.00035261,0.00936715
0.0644351,0.000339815,0.00902726
0.0644351,0.000327485,0.00869969
0.0644351,0.000315602,0.00838401
0.0644351,0.00030415,0.00807978
0.0644351,0.000293113,0.0077866
0.0644351,0.000282477,0.00750405
0.0644351,0.000272227,0.00723176
0.0644351,0.000262349,0.00696934
0.0644351,0.000252829,0.00671645
0.0644351,0.000243655,0.00647274
0.0644351,0.000234814,0.00623786
0.0644351,0.000226293,0.00601151
0.0644351,0.000218082,0.00579338
0.0644351,0.000210168,0.00558316
0.0644351,0.000202542,0.00538057
0.0644351,0.000195193,0.00518532
0.0644351,0.00018811,0.00499717
0.0644351,0.000181284,0.00481584
0.0644351,0.000174706,0.00464109
0.0644351,0.000168366,0.00447268
0.0644351,0.000162257,0.00431038
0.0644351,0.000156369,0.00415398
0.0644351,0.000150695,0.00400324
0.0644351,0.000145227,0.00385798
0.0644351,0.000139957,0.00371799
0.0644351,0.000134879,0.00358308
0.0644351,0.000129984,0.00345306
0.0644351,0.000125268,0.00332776
0.0644351,0.000120722,0.00320701
0.0644351,0.000116342,0.00309064
0.0644351,0.00011212,0.00297849
0.0644351,0.000108052,0.00287041
0.0644351,0.000104131,0.00276625
0.0644351,0.000100352,0.00266588
0.0644351,9.67109e-05,0.00256914
0.0644351,9.32017e-05,0.00247592
0.0644351,8.98197e-05,0.00238608
0.0644351,8.65605e-05,0.00229949
0.0644351,8.34195e-05,0.00221605
0.0644351,8.03925e-05,0.00213564
0.0644351,7.74754e-05,0.00205815
0.0644351,7.46641e-05,0.00198346
0.0644351,7.19548e-05,0.00191149
0.0644351,6.93438e-05,0.00184213
0.0644351,6.68276e-05,0.00177529
0.0644351,6.44027e-05,0.00171087
0.0644351,6.20657e-05,0.00164879
0.0644351,5.98136e-05,0.00158896
0.0644351,5.76432e-05,0.0015313
0.0644351,5.55515e-05,0.00147573
0.0644351,5.35357e-05,0.00142219
0.0644351,5.15931e-05,0.00137058
0.0644351,4.9721e-05,0.00132085
0.0644351,4.79168e-05,0.00127292
0.0644351,4.61781e-05,0.00122673
0.0644351,4.45024e-05,0.00118221
0.0644351,4.28876e-05,0.00113932
0.0644351,4.13314e-05,0.00109797
0.0644351,3.98316e-05,0.00105813
0.0644351,3.83863e-05,0.00101974
0.0644351,3.69934e-05,0.000982735
0.0644351,3.5651e-05,0.000947075
0.0644351,3.43574e-05,0.000912709
0.0644351,3.31107e-05,0.00087959
0.0644351,3.19092e-05,0.000847673
0.0644351,3.07513e-05,0.000816914
0.0644351,2.96355e-05,0.000787272
0.0644351,2.85601e-05,0.000758704
0.0644351,2.75238e-05,0.000731174
0.0644351,2.6525e-05,0.000704642
0.0644351,2.55625e-05,0.000679073
0.0644351,2.4635e-05,0.000654432
0.0644351,2.37411e-05,0.000630685
0.0644351,2.28796e-05,0.0006078
0.0644351,2.20494e-05,0.000585745
0.0644351,2.12493e-05,0.000564491
0.0644351,2.04782e-05,0.000544007
0.0644351,1.97351e-05,0.000524267
0.0644351,1.9019e-05,0.000505243
0.0644351,1.83289e-05,0.00048691
0.0644351,1.76638e-05,0.000469242
0.0644351,1.70228e-05,0.000452215
0.0644351,1.64052e-05,0.000435806
0.0644351,1.58099e-05,0.000419992
0.0644351,1.52362e-05,0.000404752
0.0644351,1.46833e-05,0.000390065
0.0644351,1.41505e-05,0.000375911
0.0644351,1.3637e-05,0.00036227
0.0644351,1.31422e-05,0.000349125
0.0644351,1.26653e-05,0.000336456
0.0644351,1.22057e-05,0.000324248
0.0644351,1.17628e-05,0.000312482
0.0644351,1.1336e-05,0.000301143
0.0644351,1.09247e-05,0.000290216
0.0644351,1.05283e-05,0.000279685
0.0644351,1.01462e-05,0.000269536
0.0644351,9.77805e-06,0.000259756
0.0644351,9.42324e-06,0.00025033
0.0644351,9.08131e-06,0.000241246
0.0644351,8.75178e-06,0.000232493
0.0644351,8.43421e-06,0.000224056
0.0644351,8.12816e-06,0.000215926
0.0644351,7.83322e-06,0.000208091
0.0644351,7.54898e-06,0.00020054
0.0644351,7.27506e-06,0.000193263
0.0644351,7.01107e-06,0.00018625
0.0644351,6.75667e-06,0.000179492
0.0644351,6.51149e-06,0.000172979
0.0644351,6.27521e-06,0.000166702
0.0644351,6.04751e-06,0.000160653
0.0644351,5.82807e-06,0.000154824
0.0644351,5.61659e-06,0.000149206
0.0644351,5.41278e-06,0.000143791
0.0644351,5.21637e-06,0.000138574
0.0644351,5.02709e-06,0.000133545
0.0644351,4.84468e-06,0.0001287
0.0644351,4.66888e-06,0.00012403
0.0644351,4.49946e-06,0.000119529
0.0644351,4.33619e-06,0.000115192
0.0644351,4.17885e-06,0.000111012
0.0644351,4.02721e-06,0.000106984
0.0644351,3.88108e-06,0.000103102
0.0644351,3.74025e-06,9.93604e-05
0.0644351,3.60453e-06,9.5755e-05
0.0644351,3.47374e-06,9.22804e-05
0.0644351,3.34769e-06,8.89319e-05
0.0644351,3.22621e-06,8.57048e-05
0.0644351,3.10914e-06,8.25949e-05
0.0644351,2.99632e-06,7.95979e-05
0.0644351,2.8876e-06,7.67095e-05
0.0644351,2.78282e-06,7.3926e-05
0.0644351,2.68184e-06,7.12435e-05
0.0644351,2.58453e-06,6.86584e-05
0.0644351,2.49074e-06,6.6167e-05
0.0644351,2.40036e-06,6.3766e-05
0.0644351,2.31326e-06,6.14522e-05
0.0644351,2.22932e-06,5.92223e-05
0.0644351,2.14843e-06,5.70734e-05
0.0644351,2.07047e-06,5.50024e-05
0.0644351,1.99534e-06,5.30065e-05
0.0644351,1.92294e-06,5.10831e-05
0.0644351,1.85316e-06,4.92295e-05
0.0644351,1.78592e-06,4.74432e-05
0.0644351,1.72111e-06,4.57216e-05
0.0644351,1.65866e-06,4.40625e-05
0.0644351,1.59847e-06,4.24637e-05
0.0644351,1.54047e-06,4.09228e-05
0.0644351,1.48457e-06,3.94379e-05
0.0644351,1.4307e-06,3.80068e-05
0.0644351,1.37879e-06,3.66277e-05
0.0644351,1.32876e-06,3.52986e-05
0.0644351,1.28054e-06,3.40178e-05
0.0644351,1.23407e-06,3.27834e-05
0.0644351,1.18929e-06,3.15938e-05
0.0644351,1.14614e-06,3.04474e-05
0.0644351,1.10455e-06,2.93425e-05
0.0644351,1.06447e-06,2.82778e-05
0.0644351,1.02584e-06,2.72517e-05
0.0644351,9.8862e-07,2.62628e-05
0.0644351,9.52746e-07,2.53099e-05
0.0644351,9.18175e-07,2.43915e-05
0.0644351,8.84857e-07,2.35064e-05
0.0644351,8.52749e-07,2.26534e-05
0.0644351,8.21806e-07,2.18314e-05
0.0644351,7.91986e-07,2.10392e-05
0.0644351,7.63247e-07,2.02758e-05
0.0644351,7.35552e-07,1.95401e-05
0.0644351,7.08861e-07,1.8831e-05
0.0644351,6.83139e-07,1.81477e-05
0.0644351,6.58351e-07,1.74892e-05
0.0644351,6.34462e-07,1.68546e-05
0.0644351,6.11439e-07,1.6243e-05
0.0644351,5.89252e-07,1.56536e-05
0.0644351,5.67871e-07,1.50856e-05
0.0644351,5.47265e-07,1.45382e-05
0.0644351,5.27406e-07,1.40106e-05
0.0644351,5.08269e-07,1.35022e-05
0.0644351,4.89826e-07,1.30123e-05
0.0644351,4.72052e-07,1.25401e-05
0.0644351,4.54923e-07,1.20851e-05
0.0644351,4.38415e-07,1.16466e-05
0.0644351,4.22507e-07,1.1224e-05
0.0644351,4.07175e-07,1.08167e-05
0.0644351,3.924e-07,1.04242e-05
0.0644351,3.78162e-07,1.00459e-05
0.0644351,3.6444e-07,9.6814e-06
0.0644351,3.51215e-07,9.3301e-06
0.0644351,3.38471e-07,8.99154e-06
0.0644351,3.26189e-07,8.66527e-06
0.0644351,3.14353e-07,8.35084e-06
0.0644351,3.02946e-07,8.04782e-06
0.0644351,2.91953e-07,7.75579e-06
0.0644351,2.8136e-07,7.47436e-06
0.0644351,2.7115e-07,7.20315e-06
0.0644351,2.61311e-07,6.94177e-06
0.0644351,2.51829e-07,6.68988e-06
0.0644351,2.42691e-07,6.44713e-06
0.0644351,2.33885e-07,6.21318e-06
0.0644351,2.25398e-07,5.98773e-06
0.0644351,2.17219e-07,5.77046e-06
0.0644351,2.09337e-07,5.56107e-06
0.0644351,2.01741e-07,5.35928e-06
0.0644351,1.9442e-07,5.16481e-06
0.0644351,1.87366e-07,4.9774e-06
0.0644351,1.80567e-07,4.79679e-06
0.0644351,1.74015e-07,4.62273e-06
0.0644351,1.677e-07,4.45499e-06
0.0644351,1.61615e-07,4.29333e-06
0.0644351,1.55751e-07,4.13754e-06
0.0644351,1.50099e-07,3.98741e-06
0.0644351,1.44652e-07,3.84272e-06
0.0644351,1.39404e-07,3.70328e-06
0.0644351,1.34345e-07,3.5689e-06
0.0644351,1.2947e-07,3.4394e-06
0.0644351,1.24772e-07,3.3146e-06
0.0648437,0.000393959,0.0104626
0.0648437,0.000379664,0.010083
0.0648437,0.000365887,0.00971709
0.0648437,0.00035261,0.00936449
0.0648437,0.000339815,0.00902469
0.0648437,0.000327485,0.00869721
0.0648437,0.000315602,0.00838162
0.0648437,0.00030415,0.00807749
