m_phi,θ_squared,N_phi
0.0315445,4.02721e-06,0.000108798
0.0315445,3.88108e-06,0.00010485
0.0315445,3.74025e-06,0.000101045
0.0315445,3.60453e-06,9.73786e-05
0.0315445,3.47374e-06,9.38451e-05
0.0315445,3.34769e-06,9.04398e-05
0.0315445,3.22621e-06,8.71581e-05
0.0315445,3.10914e-06,8.39954e-05
0.0315445,2.99632e-06,8.09475e-05
0.0315445,2.8876e-06,7.80102e-05
0.0315445,2.78282e-06,7.51795e-05
0.0315445,2.68184e-06,7.24515e-05
0.0315445,2.58453e-06,6.98225e-05
0.0315445,2.49074e-06,6.72889e-05
0.0315445,2.40036e-06,6.48473e-05
0.0315445,2.31326e-06,6.24942e-05
0.0315445,2.22932e-06,6.02265e-05
0.0315445,2.14843e-06,5.80411e-05
0.0315445,2.07047e-06,5.5935e-05
0.0315445,1.99534e-06,5.39053e-05
0.0315445,1.92294e-06,5.19493e-05
0.0315445,1.85316e-06,5.00643e-05
0.0315445,1.78592e-06,4.82476e-05
0.0315445,1.72111e-06,4.64969e-05
0.0315445,1.65866e-06,4.48097e-05
0.0315445,1.59847e-06,4.31837e-05
0.0315445,1.54047e-06,4.16167e-05
0.0315445,1.48457e-06,4.01066e-05
0.0315445,1.4307e-06,3.86513e-05
0.0315445,1.37879e-06,3.72488e-05
0.0315445,1.32876e-06,3.58971e-05
0.0315445,1.28054e-06,3.45946e-05
0.0315445,1.23407e-06,3.33393e-05
0.0315445,1.18929e-06,3.21295e-05
0.0315445,1.14614e-06,3.09636e-05
0.0315445,1.10455e-06,2.98401e-05
0.0315445,1.06447e-06,2.87573e-05
0.0315445,1.02584e-06,2.77138e-05
0.0315445,9.8862e-07,2.67082e-05
0.0315445,9.52746e-07,2.5739e-05
0.0315445,9.18175e-07,2.4805e-05
0.0315445,8.84857e-07,2.3905e-05
0.0315445,8.52749e-07,2.30375e-05
0.0315445,8.21806e-07,2.22016e-05
0.0315445,7.91986e-07,2.1396e-05
0.0315445,7.63247e-07,2.06196e-05
0.0315445,7.35552e-07,1.98714e-05
0.0315445,7.08861e-07,1.91503e-05
0.0315445,6.83139e-07,1.84554e-05
0.0315445,6.58351e-07,1.77857e-05
0.0315445,6.34462e-07,1.71404e-05
0.0315445,6.11439e-07,1.65184e-05
0.0315445,5.89252e-07,1.5919e-05
0.0315445,5.67871e-07,1.53414e-05
0.0315445,5.47265e-07,1.47847e-05
0.0315445,5.27406e-07,1.42482e-05
0.0315445,5.08269e-07,1.37312e-05
0.0315445,4.89826e-07,1.32329e-05
0.0315445,4.72052e-07,1.27528e-05
0.0315445,4.54923e-07,1.229e-05
0.0315445,4.38415e-07,1.18441e-05
0.0315445,4.22507e-07,1.14143e-05
0.0315445,4.07175e-07,1.10001e-05
0.0315445,3.924e-07,1.06009e-05
0.0315445,3.78162e-07,1.02163e-05
0.0315445,3.6444e-07,9.84556e-06
0.0315445,3.51215e-07,9.4883e-06
0.0315445,3.38471e-07,9.144e-06
0.0315445,3.26189e-07,8.8122e-06
0.0315445,3.14353e-07,8.49244e-06
0.0315445,3.02946e-07,8.18428e-06
0.0315445,2.91953e-07,7.8873e-06
0.0315445,2.8136e-07,7.6011e-06
0.0315445,2.7115e-07,7.32528e-06
0.0315445,2.61311e-07,7.05948e-06
0.0315445,2.51829e-07,6.80331e-06
0.0315445,2.42691e-07,6.55645e-06
0.0315445,2.33885e-07,6.31854e-06
0.0315445,2.25398e-07,6.08926e-06
0.0315445,2.17219e-07,5.8683e-06
0.0315445,2.09337e-07,5.65536e-06
0.0315445,2.01741e-07,5.45015e-06
0.0317445,0.000738473,0.019949
0.0317445,0.000711677,0.0192251
0.0317445,0.000685853,0.0185275
0.0317445,0.000660966,0.0178552
0.0317445,0.000636982,0.0172073
0.0317445,0.000613868,0.0165829
0.0317445,0.000591593,0.0159812
0.0317445,0.000570126,0.0154013
0.0317445,0.000549438,0.0148424
0.0317445,0.000529501,0.0143038
0.0317445,0.000510288,0.0137848
0.0317445,0.000491771,0.0132846
0.0317445,0.000473927,0.0128026
0.0317445,0.00045673,0.012338
0.0317445,0.000440156,0.0118903
0.0317445,0.000424185,0.0114588
0.0317445,0.000408793,0.011043
0.0317445,0.000393959,0.0106423
0.0317445,0.000379664,0.0102562
0.0317445,0.000365887,0.009884
0.0317445,0.00035261,0.00952535
0.0317445,0.000339815,0.00917971
0.0317445,0.000327485,0.00884661
0.0317445,0.000315602,0.0085256
0.0317445,0.00030415,0.00821624
0.0317445,0.000293113,0.0079181
0.0317445,0.000282477,0.00763078
0.0317445,0.000272227,0.00735389
0.0317445,0.000262349,0.00708704
0.0317445,0.000252829,0.00682988
0.0317445,0.000243655,0.00658205
0.0317445,0.000234814,0.00634321
0.0317445,0.000226293,0.00611304
0.0317445,0.000218082,0.00589122
0.0317445,0.000210168,0.00567745
0.0317445,0.000202542,0.00547143
0.0317445,0.000195193,0.0052729
0.0317445,0.00018811,0.00508156
0.0317445,0.000181284,0.00489717
0.0317445,0.000174706,0.00471947
0.0317445,0.000168366,0.00454822
0.0317445,0.000162257,0.00438318
0.0317445,0.000156369,0.00422413
0.0317445,0.000150695,0.00407085
0.0317445,0.000145227,0.00392314
0.0317445,0.000139957,0.00378078
0.0317445,0.000134879,0.00364359
0.0317445,0.000129984,0.00351138
0.0317445,0.000125268,0.00338396
0.0317445,0.000120722,0.00326117
0.0317445,0.000116342,0.00314283
0.0317445,0.00011212,0.00302879
0.0317445,0.000108052,0.00291889
0.0317445,0.000104131,0.00281297
0.0317445,0.000100352,0.0027109
0.0317445,9.67109e-05,0.00261253
0.0317445,9.32017e-05,0.00251773
0.0317445,8.98197e-05,0.00242637
0.0317445,8.65605e-05,0.00233833
0.0317445,8.34195e-05,0.00225348
0.0317445,8.03925e-05,0.00217171
0.0317445,7.74754e-05,0.0020929
0.0317445,7.46641e-05,0.00201696
0.0317445,7.19548e-05,0.00194377
0.0317445,6.93438e-05,0.00187324
0.0317445,6.68276e-05,0.00180527
0.0317445,6.44027e-05,0.00173976
0.0317445,6.20657e-05,0.00167663
0.0317445,5.98136e-05,0.00161579
0.0317445,5.76432e-05,0.00155716
0.0317445,5.55515e-05,0.00150066
0.0317445,5.35357e-05,0.0014462
0.0317445,5.15931e-05,0.00139373
0.0317445,4.9721e-05,0.00134315
0.0317445,4.79168e-05,0.00129442
0.0317445,4.61781e-05,0.00124745
0.0317445,4.45024e-05,0.00120218
0.0317445,4.28876e-05,0.00115856
0.0317445,4.13314e-05,0.00111652
0.0317445,3.98316e-05,0.001076
0.0317445,3.83863e-05,0.00103696
0.0317445,3.69934e-05,0.000999332
0.0317445,3.5651e-05,0.00096307
0.0317445,3.43574e-05,0.000928123
0.0317445,3.31107e-05,0.000894445
0.0317445,3.19092e-05,0.000861989
0.0317445,3.07513e-05,0.000830711
0.0317445,2.96355e-05,0.000800567
0.0317445,2.85601e-05,0.000771518
0.0317445,2.75238e-05,0.000743522
0.0317445,2.6525e-05,0.000716542
0.0317445,2.55625e-05,0.000690542
0.0317445,2.4635e-05,0.000665484
0.0317445,2.37411e-05,0.000641336
0.0317445,2.28796e-05,0.000618065
0.0317445,2.20494e-05,0.000595637
0.0317445,2.12493e-05,0.000574024
0.0317445,2.04782e-05,0.000553195
0.0317445,1.97351e-05,0.000533121
0.0317445,1.9019e-05,0.000513776
0.0317445,1.83289e-05,0.000495133
0.0317445,1.76638e-05,0.000477167
0.0317445,1.70228e-05,0.000459852
0.0317445,1.64052e-05,0.000443166
0.0317445,1.58099e-05,0.000427085
0.0317445,1.52362e-05,0.000411587
0.0317445,1.46833e-05,0.000396652
0.0317445,1.41505e-05,0.000382259
0.0317445,1.3637e-05,0.000368389
0.0317445,1.31422e-05,0.000355021
0.0317445,1.26653e-05,0.000342139
0.0317445,1.22057e-05,0.000329724
0.0317445,1.17628e-05,0.000317759
0.0317445,1.1336e-05,0.000306229
0.0317445,1.09247e-05,0.000295117
0.0317445,1.05283e-05,0.000284408
0.0317445,1.01462e-05,0.000274088
0.0317445,9.77805e-06,0.000264142
0.0317445,9.42324e-06,0.000254558
0.0317445,9.08131e-06,0.000245321
0.0317445,8.75178e-06,0.000236419
0.0317445,8.43421e-06,0.00022784
0.0317445,8.12816e-06,0.000219573
0.0317445,7.83322e-06,0.000211605
0.0317445,7.54898e-06,0.000203927
0.0317445,7.27506e-06,0.000196527
0.0317445,7.01107e-06,0.000189396
0.0317445,6.75667e-06,0.000182523
0.0317445,6.51149e-06,0.0001759
0.0317445,6.27521e-06,0.000169517
0.0317445,6.04751e-06,0.000163366
0.0317445,5.82807e-06,0.000157438
0.0317445,5.61659e-06,0.000151725
0.0317445,5.41278e-06,0.00014622
0.0317445,5.21637e-06,0.000140914
0.0317445,5.02709e-06,0.000135801
0.0317445,4.84468e-06,0.000130873
0.0317445,4.66888e-06,0.000126124
0.0317445,4.49946e-06,0.000121548
0.0317445,4.33619e-06,0.000117137
0.0317445,4.17885e-06,0.000112887
0.0317445,4.02721e-06,0.00010879
0.0317445,3.88108e-06,0.000104843
0.0317445,3.74025e-06,0.000101038
0.0317445,3.60453e-06,9.73721e-05
0.0317445,3.47374e-06,9.38388e-05
0.0317445,3.34769e-06,9.04338e-05
0.0317445,3.22621e-06,8.71522e-05
0.0317445,3.10914e-06,8.39898e-05
0.0317445,2.99632e-06,8.09421e-05
0.0317445,2.8876e-06,7.8005e-05
0.0317445,2.78282e-06,7.51745e-05
0.0317445,2.68184e-06,7.24467e-05
0.0317445,2.58453e-06,6.98179e-05
0.0317445,2.49074e-06,6.72844e-05
0.0317445,2.40036e-06,6.48429e-05
0.0317445,2.31326e-06,6.249e-05
0.0317445,2.22932e-06,6.02225e-05
0.0317445,2.14843e-06,5.80372e-05
0.0317445,2.07047e-06,5.59313e-05
0.0317445,1.99534e-06,5.39017e-05
0.0317445,1.92294e-06,5.19458e-05
0.0317445,1.85316e-06,5.00609e-05
0.0317445,1.78592e-06,4.82444e-05
0.0317445,1.72111e-06,4.64938e-05
0.0317445,1.65866e-06,4.48067e-05
0.0317445,1.59847e-06,4.31808e-05
0.0317445,1.54047e-06,4.16139e-05
0.0317445,1.48457e-06,4.01039e-05
0.0317445,1.4307e-06,3.86487e-05
0.0317445,1.37879e-06,3.72463e-05
0.0317445,1.32876e-06,3.58947e-05
0.0317445,1.28054e-06,3.45923e-05
0.0317445,1.23407e-06,3.3337e-05
0.0317445,1.18929e-06,3.21274e-05
0.0317445,1.14614e-06,3.09616e-05
0.0317445,1.10455e-06,2.98381e-05
0.0317445,1.06447e-06,2.87554e-05
0.0317445,1.02584e-06,2.77119e-05
0.0317445,9.8862e-07,2.67064e-05
0.0317445,9.52746e-07,2.57373e-05
0.0317445,9.18175e-07,2.48034e-05
0.0317445,8.84857e-07,2.39034e-05
0.0317445,8.52749e-07,2.3036e-05
0.0317445,8.21806e-07,2.22001e-05
0.0317445,7.91986e-07,2.13945e-05
0.0317445,7.63247e-07,2.06182e-05
0.0317445,7.35552e-07,1.98701e-05
0.0317445,7.08861e-07,1.9149e-05
0.0317445,6.83139e-07,1.84542e-05
0.0317445,6.58351e-07,1.77846e-05
0.0317445,6.34462e-07,1.71392e-05
0.0317445,6.11439e-07,1.65173e-05
0.0317445,5.89252e-07,1.5918e-05
0.0317445,5.67871e-07,1.53403e-05
0.0317445,5.47265e-07,1.47837e-05
0.0317445,5.27406e-07,1.42473e-05
0.0317445,5.08269e-07,1.37303e-05
0.0317445,4.89826e-07,1.32321e-05
0.0317445,4.72052e-07,1.27519e-05
0.0317445,4.54923e-07,1.22892e-05
0.0317445,4.38415e-07,1.18433e-05
0.0317445,4.22507e-07,1.14135e-05
0.0317445,4.07175e-07,1.09994e-05
0.0317445,3.924e-07,1.06002e-05
0.0317445,3.78162e-07,1.02156e-05
0.0317445,3.6444e-07,9.8449e-06
0.0317445,3.51215e-07,9.48767e-06
0.0317445,3.38471e-07,9.14339e-06
0.0317445,3.26189e-07,8.81161e-06
0.0317445,3.14353e-07,8.49187e-06
0.0317445,3.02946e-07,8.18373e-06
0.0317445,2.91953e-07,7.88677e-06
0.0317445,2.8136e-07,7.60059e-06
0.0317445,2.7115e-07,7.32479e-06
0.0317445,2.61311e-07,7.059e-06
0.0317445,2.51829e-07,6.80286e-06
0.0317445,2.42691e-07,6.55601e-06
0.0317445,2.33885e-07,6.31811e-06
0.0317445,2.25398e-07,6.08885e-06
0.0317445,2.17219e-07,5.86791e-06
0.0317445,2.09337e-07,5.65499e-06
0.0317445,2.01741e-07,5.44979e-06
0.0317445,1.9442e-07,5.25203e-06
0.0319458,0.000738473,0.0199476
0.0319458,0.000711677,0.0192238
0.0319458,0.000685853,0.0185262
0.0319458,0.000660966,0.017854
0.0319458,0.000636982,0.0172061
0.0319458,0.000613868,0.0165818
0.0319458,0.000591593,0.0159801
0.0319458,0.000570126,0.0154002
0.0319458,0.000549438,0.0148414
0.0319458,0.000529501,0.0143029
0.0319458,0.000510288,0.0137839
0.0319458,0.000491771,0.0132837
0.0319458,0.000473927,0.0128017
0.0319458,0.00045673,0.0123372
0.0319458,0.000440156,0.0118895
0.0319458,0.000424185,0.0114581
0.0319458,0.000408793,0.0110423
0.0319458,0.000393959,0.0106416
0.0319458,0.000379664,0.0102555
0.0319458,0.000365887,0.00988334
0.0319458,0.00035261,0.00952471
0.0319458,0.000339815,0.00917909
0.0319458,0.000327485,0.00884601
0.0319458,0.000315602,0.00852502
0.0319458,0.00030415,0.00821568
0.0319458,0.000293113,0.00791757
0.0319458,0.000282477,0.00763027
0.0319458,0.000272227,0.00735339
0.0319458,0.000262349,0.00708656
0.0319458,0.000252829,0.00682942
0.0319458,0.000243655,0.0065816
0.0319458,0.000234814,0.00634278
0.0319458,0.000226293,0.00611263
0.0319458,0.000218082,0.00589082
0.0319458,0.000210168,0.00567706
0.0319458,0.000202542,0.00547106
0.0319458,0.000195193,0.00527254
0.0319458,0.00018811,0.00508122
0.0319458,0.000181284,0.00489684
0.0319458,0.000174706,0.00471915
0.0319458,0.000168366,0.00454791
0.0319458,0.000162257,0.00438288
0.0319458,0.000156369,0.00422384
0.0319458,0.000150695,0.00407058
0.0319458,0.000145227,0.00392287
0.0319458,0.000139957,0.00378052
0.0319458,0.000134879,0.00364334
0.0319458,0.000129984,0.00351114
0.0319458,0.000125268,0.00338373
0.0319458,0.000120722,0.00326095
0.0319458,0.000116342,0.00314262
0.0319458,0.00011212,0.00302859
0.0319458,0.000108052,0.00291869
0.0319458,0.000104131,0.00281278
0.0319458,0.000100352,0.00271072
0.0319458,9.67109e-05,0.00261235
0.0319458,9.32017e-05,0.00251756
0.0319458,8.98197e-05,0.00242621
0.0319458,8.65605e-05,0.00233817
0.0319458,8.34195e-05,0.00225333
0.0319458,8.03925e-05,0.00217156
0.0319458,7.74754e-05,0.00209276
0.0319458,7.46641e-05,0.00201682
0.0319458,7.19548e-05,0.00194364
0.0319458,6.93438e-05,0.00187311
0.0319458,6.68276e-05,0.00180515
0.0319458,6.44027e-05,0.00173964
0.0319458,6.20657e-05,0.00167652
0.0319458,5.98136e-05,0.00161568
0.0319458,5.76432e-05,0.00155706
0.0319458,5.55515e-05,0.00150056
0.0319458,5.35357e-05,0.00144611
0.0319458,5.15931e-05,0.00139363
0.0319458,4.9721e-05,0.00134306
0.0319458,4.79168e-05,0.00129433
0.0319458,4.61781e-05,0.00124736
0.0319458,4.45024e-05,0.0012021
0.0319458,4.28876e-05,0.00115848
0.0319458,4.13314e-05,0.00111644
0.0319458,3.98316e-05,0.00107593
0.0319458,3.83863e-05,0.00103689
0.0319458,3.69934e-05,0.000999264
0.0319458,3.5651e-05,0.000963005
0.0319458,3.43574e-05,0.000928061
0.0319458,3.31107e-05,0.000894385
0.0319458,3.19092e-05,0.000861931
0.0319458,3.07513e-05,0.000830655
0.0319458,2.96355e-05,0.000800513
0.0319458,2.85601e-05,0.000771465
0.0319458,2.75238e-05,0.000743472
0.0319458,2.6525e-05,0.000716494
0.0319458,2.55625e-05,0.000690495
0.0319458,2.4635e-05,0.000665439
0.0319458,2.37411e-05,0.000641293
0.0319458,2.28796e-05,0.000618023
0.0319458,2.20494e-05,0.000595597
0.0319458,2.12493e-05,0.000573985
0.0319458,2.04782e-05,0.000553157
0.0319458,1.97351e-05,0.000533085
0.0319458,1.9019e-05,0.000513741
0.0319458,1.83289e-05,0.0004951
0.0319458,1.76638e-05,0.000477134
0.0319458,1.70228e-05,0.000459821
0.0319458,1.64052e-05,0.000443136
0.0319458,1.58099e-05,0.000427056
0.0319458,1.52362e-05,0.00041156
0.0319458,1.46833e-05,0.000396626
0.0319458,1.41505e-05,0.000382233
0.0319458,1.3637e-05,0.000368364
0.0319458,1.31422e-05,0.000354997
0.0319458,1.26653e-05,0.000342116
0.0319458,1.22057e-05,0.000329701
0.0319458,1.17628e-05,0.000317738
0.0319458,1.1336e-05,0.000306208
0.0319458,1.09247e-05,0.000295097
0.0319458,1.05283e-05,0.000284389
0.0319458,1.01462e-05,0.00027407
0.0319458,9.77805e-06,0.000264125
0.0319458,9.42324e-06,0.00025454
0.0319458,9.08131e-06,0.000245304
0.0319458,8.75178e-06,0.000236403
0.0319458,8.43421e-06,0.000227825
0.0319458,8.12816e-06,0.000219558
0.0319458,7.83322e-06,0.000211591
0.0319458,7.54898e-06,0.000203913
0.0319458,7.27506e-06,0.000196514
0.0319458,7.01107e-06,0.000189383
0.0319458,6.75667e-06,0.000182511
0.0319458,6.51149e-06,0.000175888
0.0319458,6.27521e-06,0.000169506
0.0319458,6.04751e-06,0.000163355
0.0319458,5.82807e-06,0.000157428
0.0319458,5.61659e-06,0.000151715
0.0319458,5.41278e-06,0.00014621
0.0319458,5.21637e-06,0.000140905
0.0319458,5.02709e-06,0.000135792
0.0319458,4.84468e-06,0.000130864
0.0319458,4.66888e-06,0.000126116
0.0319458,4.49946e-06,0.000121539
0.0319458,4.33619e-06,0.000117129
0.0319458,4.17885e-06,0.000112879
0.0319458,4.02721e-06,0.000108783
0.0319458,3.88108e-06,0.000104836
0.0319458,3.74025e-06,0.000101032
0.0319458,3.60453e-06,9.73655e-05
0.0319458,3.47374e-06,9.38325e-05
0.0319458,3.34769e-06,9.04276e-05
0.0319458,3.22621e-06,8.71464e-05
0.0319458,3.10914e-06,8.39841e-05
0.0319458,2.99632e-06,8.09367e-05
0.0319458,2.8876e-06,7.79998e-05
0.0319458,2.78282e-06,7.51694e-05
0.0319458,2.68184e-06,7.24418e-05
0.0319458,2.58453e-06,6.98132e-05
0.0319458,2.49074e-06,6.72799e-05
0.0319458,2.40036e-06,6.48386e-05
0.0319458,2.31326e-06,6.24858e-05
0.0319458,2.22932e-06,6.02184e-05
0.0319458,2.14843e-06,5.80333e-05
0.0319458,2.07047e-06,5.59275e-05
0.0319458,1.99534e-06,5.38981e-05
0.0319458,1.92294e-06,5.19423e-05
0.0319458,1.85316e-06,5.00575e-05
0.0319458,1.78592e-06,4.82411e-05
0.0319458,1.72111e-06,4.64906e-05
0.0319458,1.65866e-06,4.48037e-05
0.0319458,1.59847e-06,4.31779e-05
0.0319458,1.54047e-06,4.16111e-05
0.0319458,1.48457e-06,4.01012e-05
0.0319458,1.4307e-06,3.86461e-05
0.0319458,1.37879e-06,3.72438e-05
0.0319458,1.32876e-06,3.58923e-05
0.0319458,1.28054e-06,3.45899e-05
0.0319458,1.23407e-06,3.33348e-05
0.0319458,1.18929e-06,3.21252e-05
0.0319458,1.14614e-06,3.09595e-05
0.0319458,1.10455e-06,2.98361e-05
0.0319458,1.06447e-06,2.87534e-05
0.0319458,1.02584e-06,2.77101e-05
0.0319458,9.8862e-07,2.67046e-05
0.0319458,9.52746e-07,2.57356e-05
0.0319458,9.18175e-07,2.48017e-05
0.0319458,8.84857e-07,2.39017e-05
0.0319458,8.52749e-07,2.30344e-05
0.0319458,8.21806e-07,2.21986e-05
0.0319458,7.91986e-07,2.13931e-05
0.0319458,7.63247e-07,2.06168e-05
0.0319458,7.35552e-07,1.98687e-05
0.0319458,7.08861e-07,1.91478e-05
0.0319458,6.83139e-07,1.84529e-05
0.0319458,6.58351e-07,1.77834e-05
0.0319458,6.34462e-07,1.71381e-05
0.0319458,6.11439e-07,1.65162e-05
0.0319458,5.89252e-07,1.59169e-05
0.0319458,5.67871e-07,1.53393e-05
0.0319458,5.47265e-07,1.47827e-05
0.0319458,5.27406e-07,1.42463e-05
0.0319458,5.08269e-07,1.37293e-05
0.0319458,4.89826e-07,1.32312e-05
0.0319458,4.72052e-07,1.2751e-05
0.0319458,4.54923e-07,1.22884e-05
0.0319458,4.38415e-07,1.18425e-05
0.0319458,4.22507e-07,1.14127e-05
0.0319458,4.07175e-07,1.09986e-05
0.0319458,3.924e-07,1.05995e-05
0.0319458,3.78162e-07,1.02149e-05
0.0319458,3.6444e-07,9.84424e-06
0.0319458,3.51215e-07,9.48702e-06
0.0319458,3.38471e-07,9.14277e-06
0.0319458,3.26189e-07,8.81102e-06
0.0319458,3.14353e-07,8.4913e-06
0.0319458,3.02946e-07,8.18318e-06
0.0319458,2.91953e-07,7.88624e-06
0.0319458,2.8136e-07,7.60008e-06
0.0319458,2.7115e-07,7.3243e-06
0.0319458,2.61311e-07,7.05853e-06
0.0319458,2.51829e-07,6.8024e-06
0.0319458,2.42691e-07,6.55557e-06
0.0319458,2.33885e-07,6.31769e-06
0.0319458,2.25398e-07,6.08844e-06
0.0319458,2.17219e-07,5.86751e-06
0.0319458,2.09337e-07,5.6546e-06
0.0319458,2.01741e-07,5.44942e-06
0.0319458,1.9442e-07,5.25168e-06
0.0321484,0.000711677,0.0192225
0.0321484,0.000685853,0.018525
0.0321484,0.000660966,0.0178528
0.0321484,0.000636982,0.017205
0.0321484,0.000613868,0.0165807
0.0321484,0.000591593,0.015979
0.0321484,0.000570126,0.0153992
0.0321484,0.000549438,0.0148404
0.0321484,0.000529501,0.0143019
0.0321484,0.000510288,0.0137829
0.0321484,0.000491771,0.0132828
0.0321484,0.000473927,0.0128008
0.0321484,0.00045673,0.0123363
0.0321484,0.000440156,0.0118887
0.0321484,0.000424185,0.0114573
0.0321484,0.000408793,0.0110415
0.0321484,0.000393959,0.0106409
0.0321484,0.000379664,0.0102548
0.0321484,0.000365887,0.00988266
0.0321484,0.00035261,0.00952405
0.0321484,0.000339815,0.00917846
0.0321484,0.000327485,0.00884541
0.0321484,0.000315602,0.00852444
0.0321484,0.00030415,0.00821512
0.0321484,0.000293113,0.00791702
0.0321484,0.000282477,0.00762974
0.0321484,0.000272227,0.00735289
0.0321484,0.000262349,0.00708608
0.0321484,0.000252829,0.00682895
0.0321484,0.000243655,0.00658115
0.0321484,0.000234814,0.00634235
0.0321484,0.000226293,0.00611221
0.0321484,0.000218082,0.00589042
0.0321484,0.000210168,0.00567668
0.0321484,0.000202542,0.00547069
0.0321484,0.000195193,0.00527218
0.0321484,0.00018811,0.00508087
0.0321484,0.000181284,0.0048965
0.0321484,0.000174706,0.00471883
0.0321484,0.000168366,0.0045476
0.0321484,0.000162257,0.00438258
0.0321484,0.000156369,0.00422356
0.0321484,0.000150695,0.0040703
0.0321484,0.000145227,0.0039226
0.0321484,0.000139957,0.00378026
0.0321484,0.000134879,0.00364309
0.0321484,0.000129984,0.0035109
0.0321484,0.000125268,0.0033835
0.0321484,0.000120722,0.00326073
0.0321484,0.000116342,0.00314241
0.0321484,0.00011212,0.00302838
0.0321484,0.000108052,0.00291849
0.0321484,0.000104131,0.00281259
0.0321484,0.000100352,0.00271053
0.0321484,9.67109e-05,0.00261218
0.0321484,9.32017e-05,0.00251739
0.0321484,8.98197e-05,0.00242604
0.0321484,8.65605e-05,0.00233801
0.0321484,8.34195e-05,0.00225317
0.0321484,8.03925e-05,0.00217141
0.0321484,7.74754e-05,0.00209262
0.0321484,7.46641e-05,0.00201669
0.0321484,7.19548e-05,0.00194351
0.0321484,6.93438e-05,0.00187299
0.0321484,6.68276e-05,0.00180502
0.0321484,6.44027e-05,0.00173952
0.0321484,6.20657e-05,0.0016764
0.0321484,5.98136e-05,0.00161557
0.0321484,5.76432e-05,0.00155695
0.0321484,5.55515e-05,0.00150045
0.0321484,5.35357e-05,0.00144601
0.0321484,5.15931e-05,0.00139354
0.0321484,4.9721e-05,0.00134297
0.0321484,4.79168e-05,0.00129424
0.0321484,4.61781e-05,0.00124728
0.0321484,4.45024e-05,0.00120202
0.0321484,4.28876e-05,0.0011584
0.0321484,4.13314e-05,0.00111637
0.0321484,3.98316e-05,0.00107586
0.0321484,3.83863e-05,0.00103682
0.0321484,3.69934e-05,0.000999196
0.0321484,3.5651e-05,0.000962939
0.0321484,3.43574e-05,0.000927997
0.0321484,3.31107e-05,0.000894324
0.0321484,3.19092e-05,0.000861872
0.0321484,3.07513e-05,0.000830598
0.0321484,2.96355e-05,0.000800458
0.0321484,2.85601e-05,0.000771413
0.0321484,2.75238e-05,0.000743421
0.0321484,2.6525e-05,0.000716445
0.0321484,2.55625e-05,0.000690448
0.0321484,2.4635e-05,0.000665394
0.0321484,2.37411e-05,0.000641249
0.0321484,2.28796e-05,0.000617981
0.0321484,2.20494e-05,0.000595556
0.0321484,2.12493e-05,0.000573946
0.0321484,2.04782e-05,0.000553119
0.0321484,1.97351e-05,0.000533049
0.0321484,1.9019e-05,0.000513706
0.0321484,1.83289e-05,0.000495066
0.0321484,1.76638e-05,0.000477102
0.0321484,1.70228e-05,0.000459789
0.0321484,1.64052e-05,0.000443105
0.0321484,1.58099e-05,0.000427027
0.0321484,1.52362e-05,0.000411531
0.0321484,1.46833e-05,0.000396598
0.0321484,1.41505e-05,0.000382207
0.0321484,1.3637e-05,0.000368338
0.0321484,1.31422e-05,0.000354973
0.0321484,1.26653e-05,0.000342092
0.0321484,1.22057e-05,0.000329679
0.0321484,1.17628e-05,0.000317716
0.0321484,1.1336e-05,0.000306187
0.0321484,1.09247e-05,0.000295077
0.0321484,1.05283e-05,0.00028437
0.0321484,1.01462e-05,0.000274051
0.0321484,9.77805e-06,0.000264107
0.0321484,9.42324e-06,0.000254523
0.0321484,9.08131e-06,0.000245287
0.0321484,8.75178e-06,0.000236387
0.0321484,8.43421e-06,0.000227809
0.0321484,8.12816e-06,0.000219543
0.0321484,7.83322e-06,0.000211576
0.0321484,7.54898e-06,0.000203899
0.0321484,7.27506e-06,0.0001965
0.0321484,7.01107e-06,0.00018937
0.0321484,6.75667e-06,0.000182498
0.0321484,6.51149e-06,0.000175876
0.0321484,6.27521e-06,0.000169494
0.0321484,6.04751e-06,0.000163344
0.0321484,5.82807e-06,0.000157417
0.0321484,5.61659e-06,0.000151705
0.0321484,5.41278e-06,0.0001462
0.0321484,5.21637e-06,0.000140895
0.0321484,5.02709e-06,0.000135782
0.0321484,4.84468e-06,0.000130855
0.0321484,4.66888e-06,0.000126107
0.0321484,4.49946e-06,0.000121531
0.0321484,4.33619e-06,0.000117121
0.0321484,4.17885e-06,0.000112871
0.0321484,4.02721e-06,0.000108776
0.0321484,3.88108e-06,0.000104829
0.0321484,3.74025e-06,0.000101025
0.0321484,3.60453e-06,9.73589e-05
0.0321484,3.47374e-06,9.38261e-05
0.0321484,3.34769e-06,9.04215e-05
0.0321484,3.22621e-06,8.71404e-05
0.0321484,3.10914e-06,8.39784e-05
0.0321484,2.99632e-06,8.09311e-05
0.0321484,2.8876e-06,7.79944e-05
0.0321484,2.78282e-06,7.51643e-05
0.0321484,2.68184e-06,7.24369e-05
0.0321484,2.58453e-06,6.98084e-05
0.0321484,2.49074e-06,6.72753e-05
0.0321484,2.40036e-06,6.48341e-05
0.0321484,2.31326e-06,6.24815e-05
0.0321484,2.22932e-06,6.02143e-05
0.0321484,2.14843e-06,5.80293e-05
0.0321484,2.07047e-06,5.59237e-05
0.0321484,1.99534e-06,5.38944e-05
