m_phi_low,m_phi_high,m_H5,sin_theta_H,N_phi_GM
0.1774916290,0.1922618870,0.1810665408,0.0239424642,0.0000290522
0.1774916290,0.1922618870,0.1908886405,0.0113763264,0.0000061827
0.1774916290,0.1922618870,0.1895043102,0.0552690951,0.0001478103
0.1774916290,0.1922618870,0.1785793927,0.0100572755,0.0000051764
0.1774916290,0.1922618870,0.1816574623,0.1484138166,0.0011152650
0.1774916290,0.1922618870,0.1869136585,0.0117214125,0.0000067187
0.1774916290,0.1922618870,0.1792142744,0.0186384951,0.0000177709
0.1774916290,0.1922618870,0.1841992927,0.0095820369,0.0000045541
0.1774916290,0.1922618870,0.1780253992,0.1798578127,0.0016706751
0.1774916290,0.1922618870,0.1844368226,0.1332265806,0.0008848411
0.1774916290,0.1922618870,0.1919834135,0.2052745283,0.0020110673
0.1774916290,0.1922618870,0.1885467508,0.0143243380,0.0000099499
0.1774916290,0.1922618870,0.1809325338,0.0755083527,0.0002897108
0.1774916290,0.1922618870,0.1855101668,0.0256211727,0.0000324594
0.1774916290,0.1922618870,0.1850612752,0.0376285095,0.0000702490
0.1774916290,0.1922618870,0.1867318501,0.0393520013,0.0000761097
0.1774916290,0.1922618870,0.1849811897,0.0171442318,0.0000145588
0.1774916290,0.1922618870,0.1821810293,0.0289177146,0.0000421412
0.1774916290,0.1922618870,0.1803080865,0.1826796577,0.0017023864
0.1774916290,0.1922618870,0.1850692561,0.0279928236,0.0000388524
0.1774916290,0.1922618870,0.1875398545,0.0101435733,0.0000050091
0.1774916290,0.1922618870,0.1835655195,0.0951871722,0.0004538146
0.1774916290,0.1922618870,0.1857830993,0.1356321631,0.0009101297
0.1774916290,0.1922618870,0.1777673486,0.0193363561,0.0000192785
0.1774916290,0.1922618870,0.1799611789,0.0652322763,0.0002173420
0.1774916290,0.1922618870,0.1799934025,0.0457692588,0.0001069313
0.1774916290,0.1922618870,0.1831143113,0.0403044631,0.0000814917
0.1774916290,0.1922618870,0.1911238575,0.0478772473,0.0001098430
0.1774916290,0.1922618870,0.1866069710,0.1055046326,0.0005480477
0.1774916290,0.1922618870,0.1913763913,0.0073792140,0.0000025855
0.1774916290,0.1922618870,0.1840828608,0.0814554979,0.0003313238
0.1774916290,0.1922618870,0.1831240090,0.1431264707,0.0010288034
0.1774916290,0.1922618870,0.1799573952,0.0240092338,0.0000293924
0.1774916290,0.1922618870,0.1910248205,0.0215231279,0.0000221737
0.1774916290,0.1922618870,0.1869700817,0.0384858553,0.0000726940
0.1774916290,0.1922618870,0.1867835730,0.1212951198,0.0007236987
0.1774916290,0.1922618870,0.1843344169,0.0223897106,0.0000249440
0.1774916290,0.1922618870,0.1788502560,0.0683245636,0.0002398860
0.1774916290,0.1922618870,0.1866371091,0.0973063390,0.0004660792
0.1922618870,0.2070321440,0.1957705664,0.0251320936,0.0000293923
0.1922618870,0.2070321440,0.1941741630,0.0295592815,0.0000410748
0.1922618870,0.2070321440,0.1929086642,0.1937170303,0.0017810532
0.1922618870,0.2070321440,0.1950249753,0.1283978677,0.0007723441
0.1922618870,0.2070321440,0.1984841334,0.1598358768,0.0011716208
0.1922618870,0.2070321440,0.1923915457,0.0138597555,0.0000091044
0.1922618870,0.2070321440,0.2023468285,0.0119752642,0.0000063832
0.1922618870,0.2070321440,0.2021422109,0.0586493697,0.0001540065
0.1922618870,0.2070321440,0.1977865861,0.0153726933,0.0000108420
0.1922618870,0.2070321440,0.1991237442,0.0139770901,0.0000088839
0.1922618870,0.2070321440,0.2035535352,0.0620560957,0.0001708566
0.1922618870,0.2070321440,0.2025612632,0.1464118539,0.0009578327
0.1922618870,0.2070321440,0.1984608054,0.1168038859,0.0006256758
0.1922618870,0.2070321440,0.2044723658,0.1878980115,0.0015581668
0.1922618870,0.2070321440,0.2059710769,0.0079489521,0.0000027384
0.1922618870,0.2070321440,0.2056156796,0.1051377946,0.0004840469
0.1922618870,0.2070321440,0.1958362744,0.0143782494,0.0000095971
0.1922618870,0.2070321440,0.1944827489,0.0716541063,0.0002412315
0.1922618870,0.2070321440,0.1962103716,0.1278344810,0.0007600297
0.1922618870,0.2070321440,0.1993299413,0.0086037627,0.0000033517
0.1922618870,0.2070321440,0.1936369350,0.1157918501,0.0006334176
0.1922618870,0.2070321440,0.2037140066,0.0362046228,0.0000580490
0.1922618870,0.2070321440,0.2013457845,0.0396941452,0.0000708680
0.1922618870,0.2070321440,0.1930538063,0.1777867481,0.0014988132
0.1922618870,0.2070321440,0.1960758054,0.0115961449,0.0000062263
0.1922618870,0.2070321440,0.1980325749,0.0060141189,0.0000016455
0.1922618870,0.2070321440,0.1976330860,0.0340471317,0.0000533623
0.1922618870,0.2070321440,0.1930642108,0.0172004514,0.0000139789
0.1922618870,0.2070321440,0.2059661734,0.0175575121,0.0000134237
0.1922618870,0.2070321440,0.1932253774,0.0196916164,0.0000183126
0.1922618870,0.2070321440,0.1924323953,0.0582175535,0.0001611915
0.1922618870,0.2070321440,0.2003818763,0.0093143917,0.0000039044
0.1922618870,0.2070321440,0.1931751491,0.0102075804,0.0000049067
0.1922618870,0.2070321440,0.1965733589,0.1306507556,0.0007921182
0.1922618870,0.2070321440,0.1957337845,0.0792347820,0.0002927524
0.1922618870,0.2070321440,0.1984720103,0.0290009534,0.0000385007
0.1922618870,0.2070321440,0.1973256951,0.0153872277,0.0000108938
0.1922618870,0.2070321440,0.1997896684,0.1088826746,0.0005391322
0.1922618870,0.2070321440,0.1969898067,0.0981032411,0.0004453883
0.1922618870,0.2070321440,0.1955455633,0.0071739459,0.0000023822
0.1922618870,0.2070321440,0.2010053530,0.1287626575,0.0007482344
0.1922618870,0.2070321440,0.1985373975,0.0162802125,0.0000121058
0.1922618870,0.2070321440,0.1926807164,0.0433193077,0.0000890798
0.1922618870,0.2070321440,0.2065483034,0.0211019226,0.0000193282
0.1922618870,0.2070321440,0.1928529385,0.0179470622,0.0000152406
0.1922618870,0.2070321440,0.2036584680,0.0132709926,0.0000077770
0.1922618870,0.2070321440,0.1966284299,0.0125585269,0.0000072809
0.1922618870,0.2070321440,0.1981751340,0.0353391628,0.0000572989
0.1922618870,0.2070321440,0.2067959430,0.1264280852,0.0006945316
0.1922618870,0.2070321440,0.1999502707,0.0084190225,0.0000031961
0.1922618870,0.2070321440,0.1936742558,0.1064411507,0.0005350979
0.1922618870,0.2070321440,0.1926123583,0.0764852373,0.0002779970
0.1922618870,0.2070321440,0.2046682169,0.0807004663,0.0002869152
0.1922618870,0.2070321440,0.2047219576,0.0234005477,0.0000240657
0.1922618870,0.2070321440,0.2024913543,0.1471514042,0.0009679735
0.1922618870,0.2070321440,0.1974775624,0.0085113031,0.0000033182
0.1922618870,0.2070321440,0.1998280990,0.0383264432,0.0000667071
0.1922618870,0.2070321440,0.2026148177,0.0249185115,0.0000276724
0.1922618870,0.2070321440,0.1995552269,0.1258731189,0.0007216468
0.1922618870,0.2070321440,0.2033368401,0.0189235992,0.0000158707
0.1922618870,0.2070321440,0.1994663620,0.1102001616,0.0005533936
0.1922618870,0.2070321440,0.2020714622,0.0209412299,0.0000196023
0.1922618870,0.2070321440,0.1990622573,0.0523554646,0.0001251433
0.1922618870,0.2070321440,0.1994298165,0.0201055703,0.0000183741
0.1922618870,0.2070321440,0.1998107283,0.1505922842,0.0010313348
0.1922618870,0.2070321440,0.1925882533,0.0376457942,0.0000672959
0.1922618870,0.2070321440,0.1976518228,0.0087014002,0.0000034649
0.1922618870,0.2070321440,0.1963098970,0.0165639295,0.0000127074
0.1922618870,0.2070321440,0.1954867733,0.0060743043,0.0000017056
0.1922618870,0.2070321440,0.2058819527,0.0061651044,0.0000016441
0.1922618870,0.2070321440,0.1994461493,0.0123149069,0.0000068780
0.1922618870,0.2070321440,0.2002620977,0.0445063336,0.0000897280
0.1922618870,0.2070321440,0.2025815607,0.1049987085,0.0004924575
0.1922618870,0.2070321440,0.2028034765,0.0067913222,0.0000020380
0.1922618870,0.2070321440,0.1937172283,0.0209377545,0.0000206464
0.1922618870,0.2070321440,0.1991031752,0.1000733575,0.0004573782
0.1922618870,0.2070321440,0.2010838652,0.0121298124,0.0000066030
0.1922618870,0.2070321440,0.2049510865,0.0338888330,0.0000504426
0.1922618870,0.2070321440,0.2048947688,0.0085736419,0.0000032106
0.1922618870,0.2070321440,0.2043839250,0.0111214830,0.0000054304
0.1922618870,0.2070321440,0.2056962444,0.0951085039,0.0003958647
0.1922618870,0.2070321440,0.2057798178,0.0240698612,0.0000252867
0.1922618870,0.2070321440,0.1989428040,0.0115839698,0.0000061030
0.1922618870,0.2070321440,0.2038590930,0.0103958258,0.0000047592
0.1922618870,0.2070321440,0.1923516400,0.0080433530,0.0000030563
0.1922618870,0.2070321440,0.1976012518,0.0064241818,0.0000018840
0.1922618870,0.2070321440,0.2046333606,0.1374380857,0.0008326576
0.1922618870,0.2070321440,0.1929782551,0.0058810956,0.0000016228
0.1922618870,0.2070321440,0.2054173282,0.0414079550,0.0000751057
0.1922618870,0.2070321440,0.1990093317,0.0148368771,0.0000100206
0.1922618870,0.2070321440,0.2068063562,0.0276292702,0.0000331033
0.1922618870,0.2070321440,0.1977820565,0.0156559453,0.0000112464
0.1922618870,0.2070321440,0.2018216174,0.0873544087,0.0003424873
0.1922618870,0.2070321440,0.1925584316,0.0067086743,0.0000021200
0.1922618870,0.2070321440,0.1986275239,0.0920384877,0.0003880180
0.1922618870,0.2070321440,0.1961099365,0.0158283552,0.0000116160
0.1922618870,0.2070321440,0.2033274011,0.0903191073,0.0003625862
0.1922618870,0.2070321440,0.1976812016,0.1650086834,0.0012549860
0.1922618870,0.2070321440,0.2026412211,0.1644151119,0.0012073072
0.1922618870,0.2070321440,0.1937794077,0.0937553254,0.0004148517
0.1922618870,0.2070321440,0.2053362844,0.1169315989,0.0005998810
0.1922618870,0.2070321440,0.2013804857,0.0119943450,0.0000064437
0.1922618870,0.2070321440,0.2000909477,0.0183859815,0.0000152964
0.1922618870,0.2070321440,0.2052084535,0.0106079192,0.0000049122
0.1922618870,0.2070321440,0.1964821908,0.1259609826,0.0007366728
0.1922618870,0.2070321440,0.2025613073,0.0113452693,0.0000057195
0.1922618870,0.2070321440,0.1941369127,0.0251262697,0.0000296734
0.1922618870,0.2070321440,0.1987256729,0.0180926025,0.0000149397
0.1922618870,0.2070321440,0.2011694085,0.0786829499,0.0002790087
0.1922618870,0.2070321440,0.2030939363,0.0326697966,0.0000474489
0.1922618870,0.2070321440,0.2032874043,0.0168602850,0.0000125969
0.1922618870,0.2070321440,0.2038466439,0.0204641689,0.0000185033
0.1922618870,0.2070321440,0.2034277142,0.1338980324,0.0007965679
0.1922618870,0.2070321440,0.2068632172,0.0082836878,0.0000029572
0.1922618870,0.2070321440,0.1971744614,0.0181525252,0.0000151856
0.1922618870,0.2070321440,0.2066093521,0.0299216047,0.0000388827
0.1922618870,0.2070321440,0.2020625092,0.0999940143,0.0004481170
0.1922618870,0.2070321440,0.1928027414,0.0241835523,0.0000277081
0.1922618870,0.2070321440,0.2035568669,0.0697386543,0.0002158008
0.1922618870,0.2070321440,0.1982092939,0.0534423288,0.0001310970
0.1922618870,0.2070321440,0.1987968786,0.0240824891,0.0000264821
0.1922618870,0.2070321440,0.1974698275,0.1901639469,0.0016690794
0.1922618870,0.2070321440,0.1954406745,0.0693290756,0.0002245061
0.1922618870,0.2070321440,0.1972016009,0.0503661293,0.0001171644
0.1922618870,0.2070321440,0.1957962759,0.0076893283,0.0000027343
0.1922618870,0.2070321440,0.1956196748,0.0676610593,0.0002135933
0.1922618870,0.2070321440,0.1925899101,0.0935149649,0.0004156947
0.1922618870,0.2070321440,0.1929641169,0.0478713183,0.0001086153
0.1922618870,0.2070321440,0.2063716374,0.1268671883,0.0007013497
0.1922618870,0.2070321440,0.1925405679,0.0677529397,0.0002182123
0.1922618870,0.2070321440,0.2052637523,0.1787064515,0.0014020951
0.1922618870,0.2070321440,0.2010841476,0.0693948326,0.0002171190
0.1922618870,0.2070321440,0.1924872974,0.1203218614,0.0006887117
0.1922618870,0.2070321440,0.1952375621,0.0258072602,0.0000310965
0.1922618870,0.2070321440,0.1928017233,0.0096596135,0.0000044023
0.1922618870,0.2070321440,0.1924538075,0.0917261629,0.0004002644
0.1922618870,0.2070321440,0.2049560390,0.0679570222,0.0002030383
0.1922618870,0.2070321440,0.2032865866,0.0111555095,0.0000055032
0.1922618870,0.2070321440,0.2028986749,0.0113415449,0.0000057032
0.1922618870,0.2070321440,0.2017217820,0.0598699781,0.0001609227
0.1922618870,0.2070321440,0.1976438188,0.0222269122,0.0000227166
0.1922618870,0.2070321440,0.2064579562,0.1325004427,0.0007645935
0.1922618870,0.2070321440,0.1937799969,0.0130711459,0.0000080280
0.1922618870,0.2070321440,0.1973435942,0.0108198441,0.0000053758
0.1922618870,0.2070321440,0.1925961532,0.0200464576,0.0000190516
0.1922618870,0.2070321440,0.1999705592,0.0084339554,0.0000032071
0.1922618870,0.2070321440,0.2046761620,0.1164664963,0.0005977138
0.1922618870,0.2070321440,0.1969643700,0.0375170458,0.0000650753
0.1922618870,0.2070321440,0.1989440724,0.0518397125,0.0001227797
0.1922618870,0.2070321440,0.1929672904,0.0139850505,0.0000092382
0.1922618870,0.2070321440,0.1984770919,0.1263511093,0.0007320949
0.1922618870,0.2070321440,0.1980389162,0.0142914278,0.0000093526
0.1922618870,0.2070321440,0.1997618973,0.0200266634,0.0000181916
0.1922618870,0.2070321440,0.1995941928,0.0166861755,0.0000126338
0.1922618870,0.2070321440,0.2061937554,0.1180105093,0.0006075393
0.1922618870,0.2070321440,0.2023186315,0.0195903617,0.0000171237
0.1922618870,0.2070321440,0.2043610692,0.0122420752,0.0000065846
0.1922618870,0.2070321440,0.1995906359,0.1098342049,0.0005492912
0.1922618870,0.2070321440,0.2034795344,0.1926730152,0.0016490611
0.1922618870,0.2070321440,0.2040491170,0.0956629075,0.0004048654
0.1922618870,0.2070321440,0.1942890072,0.1756236217,0.0014516741
0.1922618870,0.2070321440,0.1946126840,0.0202435516,0.0000191932
0.1922618870,0.2070321440,0.2067280622,0.0148496515,0.0000095469
0.1922618870,0.2070321440,0.2031853397,0.0151881639,0.0000102245
0.1922618870,0.2070321440,0.1953386799,0.0335773370,0.0000526396
0.1922618870,0.2070321440,0.2041255294,0.0149818287,0.0000098870
0.1922618870,0.2070321440,0.2029403306,0.0815914803,0.0002966195
0.1922618870,0.2070321440,0.1967998242,0.0083299866,0.0000031912
0.1922618870,0.2070321440,0.2022764379,0.0568115223,0.0001443751
0.1922618870,0.2070321440,0.1968084806,0.0164032345,0.0000124232
0.1922618870,0.2070321440,0.2027693330,0.0408656431,0.0000744299
0.1922618870,0.2070321440,0.2068311175,0.1320797291,0.0007578533
0.1922618870,0.2070321440,0.2067065950,0.1407581613,0.0008614605
0.1922618870,0.2070321440,0.1949970184,0.0072134337,0.0000024167
0.1922618870,0.2070321440,0.1967039881,0.0058400840,0.0000015641
0.1922618870,0.2070321440,0.2054571066,0.1651925266,0.0011964895
0.1922618870,0.2070321440,0.1985135360,0.0066425413,0.0000020035
0.1922618870,0.2070321440,0.1952582359,0.0152352647,0.0000108165
0.1922618870,0.2070321440,0.1958534404,0.1923879924,0.0017255251
0.1922618870,0.2070321440,0.2059157825,0.0245177053,0.0000262141
0.1922618870,0.2070321440,0.1957615007,0.0220639924,0.0000226468
0.1922618870,0.2070321440,0.1974862234,0.0156834831,0.0000113070
0.1922618870,0.2070321440,0.2048831268,0.0502406226,0.0001109875
0.1922618870,0.2070321440,0.2049231957,0.1222909120,0.0006579384
0.1922618870,0.2070321440,0.1963634546,0.0198279858,0.0000182153
0.1922618870,0.2070321440,0.1973298502,0.0279475421,0.0000360075
0.1922618870,0.2070321440,0.2063815377,0.0291380606,0.0000369268
0.1922618870,0.2070321440,0.1979521182,0.0135199182,0.0000083723
0.1922618870,0.2070321440,0.2058193216,0.0162937586,0.0000115686
0.1922618870,0.2070321440,0.2032965235,0.1677434861,0.0012513571
0.1922618870,0.2070321440,0.2063836490,0.1494926701,0.0009738147
0.1922618870,0.2070321440,0.1991081999,0.1498118663,0.0010252133
0.1922618870,0.2070321440,0.1949786835,0.1694516162,0.0013457496
0.1922618870,0.2070321440,0.1974115639,0.0288195461,0.0000382728
0.1922618870,0.2070321440,0.2038984239,0.0237649547,0.0000249568
0.1922618870,0.2070321440,0.1971455747,0.0095442941,0.0000041847
0.1922618870,0.2070321440,0.2024127560,0.0951327924,0.0004046752
0.1922618870,0.2070321440,0.2034942902,0.0422243324,0.0000790919
0.1922618870,0.2070321440,0.2060852958,0.0309204972,0.0000416706
0.1922618870,0.2070321440,0.1982834600,0.0058541195,0.0000015562
0.1922618870,0.2070321440,0.2031819301,0.1804717379,0.0014495879
0.1922618870,0.2070321440,0.1989228907,0.0166496083,0.0000126319
0.1922618870,0.2070321440,0.2029204678,0.2013038348,0.0018066956
0.1922618870,0.2070321440,0.2008123442,0.1944388483,0.0017085853
0.1922618870,0.2070321440,0.2070019818,0.0304752633,0.0000402308
0.1922618870,0.2070321440,0.2021723097,0.1719244294,0.0013241403
0.1922618870,0.2070321440,0.1976605888,0.0187857814,0.0000162165
0.1922618870,0.2070321440,0.1954669314,0.0178200570,0.0000147886
0.1922618870,0.2070321440,0.2040012904,0.0352213028,0.0000548326
0.1922618870,0.2070321440,0.1996401197,0.0731982583,0.0002438144
0.1922618870,0.2070321440,0.1956287183,0.0868054493,0.0003516211
0.1922618870,0.2070321440,0.1947125048,0.1031148116,0.0004990109
0.1922618870,0.2070321440,0.2012141362,0.0543782707,0.0001331728
0.1922618870,0.2070321440,0.1987764201,0.0142269422,0.0000092253
0.1922618870,0.2070321440,0.1952918571,0.1335392277,0.0008340898
0.1922618870,0.2070321440,0.2031406409,0.0234151080,0.0000243464
0.1922618870,0.2070321440,0.1994477907,0.1199901997,0.0006561964
0.1922618870,0.2070321440,0.1993839169,0.0132123554,0.0000079231
0.1922618870,0.2070321440,0.1942390085,0.0450529436,0.0000954557
0.1922618870,0.2070321440,0.1932124941,0.0179240557,0.0000151686
0.1922618870,0.2070321440,0.1949270334,0.0131574078,0.0000080780
0.1922618870,0.2070321440,0.1982185419,0.1504051774,0.0010391436
0.1922618870,0.2070321440,0.2060471913,0.0076098687,0.0000025075
0.1922618870,0.2070321440,0.1947869349,0.0086191934,0.0000034602
0.1922618870,0.2070321440,0.2008959233,0.0894796330,0.0003615014
0.1922618870,0.2070321440,0.2003753217,0.0671580349,0.0002042634
0.1922618870,0.2070321440,0.1944547281,0.0380225719,0.0000678811
0.1922618870,0.2070321440,0.2016668236,0.0092504662,0.0000038192
0.1922618870,0.2070321440,0.2011955989,0.0469278746,0.0000991727
0.1922618870,0.2070321440,0.1990162306,0.0108262891,0.0000053261
0.1922618870,0.2070321440,0.2015675626,0.0834812992,0.0003132905
0.1922618870,0.2070321440,0.1949599646,0.0756324365,0.0002679945
0.1922618870,0.2070321440,0.2046080754,0.0208449564,0.0000191037
0.1922618870,0.2070321440,0.2017249576,0.0086198533,0.0000033132
0.1922618870,0.2070321440,0.1940106397,0.0240617349,0.0000272299
0.1922618870,0.2070321440,0.2016059709,0.0177465391,0.0000141117
0.1922618870,0.2070321440,0.2030070677,0.1599983149,0.0011405903
0.1922618870,0.2070321440,0.2000684821,0.0097992621,0.0000043317
0.1922618870,0.2070321440,0.2010963580,0.0534992150,0.0001289966
0.1922618870,0.2070321440,0.2054784932,0.0085779925,0.0000032014
0.1922618870,0.2070321440,0.2069794355,0.0188021336,0.0000152945
0.1922618870,0.2070321440,0.1969844254,0.0199929010,0.0000184490
0.1922618870,0.2070321440,0.1952428312,0.0219287437,0.0000224409
0.1922618870,0.2070321440,0.1984253700,0.0129292923,0.0000076324
0.1922618870,0.2070321440,0.2005389953,0.1533638804,0.0010647158
0.1922618870,0.2070321440,0.2001530222,0.0854884772,0.0003315261
0.1922618870,0.2070321440,0.1955240817,0.0531395088,0.0001317899
0.1922618870,0.2070321440,0.1968677204,0.0300522014,0.0000417617
0.1922618870,0.2070321440,0.2040497105,0.1154792210,0.0005900414
0.1922618870,0.2070321440,0.1925311166,0.1818482142,0.0015730181
0.1922618870,0.2070321440,0.2019083395,0.0460468873,0.0000950452
0.1922618870,0.2070321440,0.2063083416,0.0578443744,0.0001457680
0.1922618870,0.2070321440,0.1993855847,0.1899052931,0.0016446633
0.1922618870,0.2070321440,0.1974600279,0.0162630455,0.0000121619
0.1922618870,0.2070321440,0.2051092118,0.0658825495,0.0001906327
0.1922618870,0.2070321440,0.1934736447,0.0173589417,0.0000142031
0.1922618870,0.2070321440,0.2066932276,0.1778322040,0.0013752819
0.1922618870,0.2070321440,0.2002866907,0.0080772084,0.0000029346
0.1922618870,0.2070321440,0.1967522803,0.0132459335,0.0000080959
0.1922618870,0.2070321440,0.2014489012,0.1047477630,0.0004936973
0.1922618870,0.2070321440,0.2051930711,0.0298259743,0.0000389996
0.1922618870,0.2070321440,0.2056886378,0.0211412845,0.0000195118
0.1922618870,0.2070321440,0.1948605414,0.0504066053,0.0001190571
0.1922618870,0.2070321440,0.1967659953,0.0323794855,0.0000485187
0.1922618870,0.2070321440,0.1995508136,0.0135760535,0.0000083576
0.1922618870,0.2070321440,0.2052200942,0.0081644514,0.0000029040
0.1922618870,0.2070321440,0.1944909652,0.0110137868,0.0000056697
0.1922618870,0.2070321440,0.1974631807,0.1983310824,0.0018156265
0.1922618870,0.2070321440,0.2011740423,0.0391425190,0.0000689863
0.1922618870,0.2070321440,0.2055093479,0.0077068449,0.0000025813
0.1922618870,0.2070321440,0.2022992919,0.0162191720,0.0000117303
0.1922618870,0.2070321440,0.1994694065,0.1987636126,0.0018007502
0.1922618870,0.2070321440,0.1933798647,0.0082901899,0.0000032275
0.1922618870,0.2070321440,0.2010200389,0.0110708186,0.0000054997
0.1922618870,0.2070321440,0.1992410142,0.0064312037,0.0000018688
0.1922618870,0.2070321440,0.1964292075,0.0499669542,0.0001158666
0.1922618870,0.2070321440,0.1968215954,0.0176978805,0.0000144648
0.1922618870,0.2070321440,0.1938328027,0.0307034447,0.0000444117
0.1922618870,0.2070321440,0.1928164653,0.1527758280,0.0011082840
0.1922618870,0.2070321440,0.1985548611,0.1475313006,0.0009976974
0.1922618870,0.2070321440,0.2064253301,0.0822443514,0.0002945546
0.1922618870,0.2070321440,0.2006158274,0.0084796745,0.0000032288
0.1922618870,0.2070321440,0.1938663212,0.0073805715,0.0000025480
0.1922618870,0.2070321440,0.2045132421,0.1443586822,0.0009193721
0.1922618870,0.2070321440,0.2068930989,0.0881676764,0.0003374734
0.1922618870,0.2070321440,0.1946325482,0.0114120985,0.0000060832
0.1922618870,0.2070321440,0.2060858988,0.0283559143,0.0000350377
0.1922618870,0.2070321440,0.2068502810,0.0714486158,0.0002216430
0.1922618870,0.2070321440,0.1937356491,0.0461744606,0.0001005773
0.1922618870,0.2070321440,0.2042698727,0.0398072821,0.0000699336
0.1922618870,0.2070321440,0.1983437963,0.0574446973,0.0001513541
0.1922618870,0.2070321440,0.1953978612,0.0378568246,0.0000669036
0.1922618870,0.2070321440,0.2011331315,0.0066042133,0.0000019476
0.1922618870,0.2070321440,0.2064305865,0.0779930884,0.0002648689
0.1922618870,0.2070321440,0.2050178766,0.0310559183,0.0000423352
0.1922618870,0.2070321440,0.1963909002,0.1003156332,0.0004674397
0.1922618870,0.2070321440,0.2028955293,0.0337387142,0.0000506733
0.1922618870,0.2070321440,0.2003436965,0.0092370853,0.0000038406
0.1922618870,0.2070321440,0.2008374253,0.0090103400,0.0000036421
0.1922618870,0.2070321440,0.1951930746,0.0191418194,0.0000170969
0.1922618870,0.2070321440,0.1926006653,0.0125910345,0.0000075008
0.1922618870,0.2070321440,0.1965248010,0.0156680315,0.0000113522
0.1922618870,0.2070321440,0.2003647664,0.0532988855,0.0001286312
0.1922618870,0.2070321440,0.1948536089,0.0099663505,0.0000046293
0.1922618870,0.2070321440,0.1971304089,0.0143923647,0.0000095394
0.1922618870,0.2070321440,0.2027566152,0.0472651785,0.0000995973
0.1922618870,0.2070321440,0.2060105500,0.1728278750,0.0013048765
0.1922618870,0.2070321440,0.2060816361,0.0187987334,0.0000153809
0.1922618870,0.2070321440,0.1980713650,0.0192812308,0.0000170409
0.1922618870,0.2070321440,0.2065431040,0.0208383336,0.0000188482
0.1922618870,0.2070321440,0.2016519739,0.0939140292,0.0003963084
0.1922618870,0.2070321440,0.2062046177,0.0321966799,0.0000451494
0.1922618870,0.2070321440,0.2017692148,0.2000494472,0.0017975696
0.1922618870,0.2070321440,0.2019744462,0.0210848987,0.0000198851
0.1922618870,0.2070321440,0.1996268946,0.0597191353,0.0001622672
0.1922618870,0.2070321440,0.2039833617,0.0768454767,0.0002613193
0.1922618870,0.2070321440,0.1996930017,0.0285653976,0.0000370651
0.1922618870,0.2070321440,0.2020145137,0.0154844056,0.0000107091
0.1922618870,0.2070321440,0.2051504654,0.0102239086,0.0000045636
0.1922618870,0.2070321440,0.1960454592,0.0179500294,0.0000149522
0.1922618870,0.2070321440,0.1943179730,0.0062885848,0.0000018418
0.1922618870,0.2070321440,0.1985499457,0.0441955410,0.0000894410
0.1922618870,0.2070321440,0.2033241944,0.0300790815,0.0000401545
0.1922618870,0.2070321440,0.1961403805,0.0582872064,0.0001579779
0.1922618870,0.2070321440,0.1975425954,0.0214579791,0.0000211831
0.1922618870,0.2070321440,0.2038094745,0.0587776087,0.0001530151
0.1922618870,0.2070321440,0.1992371309,0.0860300949,0.0003376950
0.1922618870,0.2070321440,0.2039517162,0.0957542078,0.0004058975
0.1922618870,0.2070321440,0.2054301210,0.1594240412,0.0011145686
0.1922618870,0.2070321440,0.1943030284,0.1674676479,0.0013198363
0.1922618870,0.2070321440,0.2045872274,0.0882038531,0.0003429565
0.1922618870,0.2070321440,0.2008789803,0.0192000796,0.0000166000
0.1922618870,0.2070321440,0.1995593616,0.0132624520,0.0000079746
0.1922618870,0.2070321440,0.2020163933,0.0188901372,0.0000159505
0.1922618870,0.2070321440,0.2014387398,0.0743942580,0.0002489796
0.1922618870,0.2070321440,0.1958744911,0.0458567084,0.0000979108
0.1922618870,0.2070321440,0.1981784345,0.1193534588,0.0006544531
0.1922618870,0.2070321440,0.1971356242,0.0351360912,0.0000570101
0.1922618870,0.2070321440,0.2025193392,0.1978442320,0.0017496619
0.1922618870,0.2070321440,0.1976122694,0.0523961414,0.0001264823
0.1922618870,0.2070321440,0.1965420987,0.0835393563,0.0003238221
0.1922618870,0.2070321440,0.2033897622,0.0147419331,0.0000096184
0.1922618870,0.2070321440,0.2026220375,0.2094137150,0.0019590122
0.1922618870,0.2070321440,0.2039382023,0.0250695662,0.0000277690
0.1922618870,0.2070321440,0.2008148843,0.1891228670,0.0016163945
0.1922618870,0.2070321440,0.1972506324,0.1287623204,0.0007661559
0.1922618870,0.2070321440,0.2046980339,0.1361897685,0.0008172491
0.1922618870,0.2070321440,0.1960899317,0.0065065501,0.0000019511
0.1922618870,0.2070321440,0.2007154589,0.0531905386,0.0001278223
0.1922618870,0.2070321440,0.1929314938,0.0071634643,0.0000024133
0.1922618870,0.2070321440,0.1958217552,0.0220633428,0.0000226371
0.1922618870,0.2070321440,0.1956155572,0.1487607257,0.0010330758
0.1922618870,0.2070321440,0.1987828657,0.1801854200,0.0014862217
0.1922618870,0.2070321440,0.2062520002,0.0555672213,0.0001345610
0.1922618870,0.2070321440,0.1924558055,0.0155770807,0.0000115021
0.1922618870,0.2070321440,0.1938615094,0.1546932875,0.0011291455
0.1922618870,0.2070321440,0.1958958832,0.0220655817,0.0000226314
0.1922618870,0.2070321440,0.1986748334,0.0606245937,0.0001682351
0.1922618870,0.2070321440,0.1964080188,0.0312257521,0.0000452193
0.1922618870,0.2070321440,0.2016801218,0.0092047315,0.0000037811
