m_phi(GeV),sin_theta^2,Q_phi,C_phiN,G_phi,xi,P_esc,V_SN,lambda_phi,energy loss rate
0.00181298,4.95032e-10,9.36207e-11,5.06438e-08,0.446417,0.996803,0.012539,4.18879e+18,228367,1.54931e+54
0.00190572,6.44422e-10,1.21842e-10,5.77823e-08,0.446417,0.996548,0.00334418,4.18879e+18,175422,5.37763e+53
0.0116634,1.87866e-10,3.32338e-11,3.11985e-08,0.446417,0.932402,0.186282,4.18879e+18,595066,8.17062e+54
0.044635,5.14066e-12,5.67699e-13,5.16082e-09,0.446417,0.582064,0.946767,4.18879e+18,1.82815e+07,7.09357e+53
0.0437097,6.22406e-12,6.98553e-13,5.67867e-09,0.446417,0.591558,0.936398,4.18879e+18,1.52181e+07,8.63304e+53
0.0491906,4.43379e-11,4.51343e-12,1.51564e-08,0.446417,0.536541,0.61168,4.18879e+18,2.0345e+06,3.64363e+54
0.00872032,2.72885e-12,4.9557e-13,3.7601e-09,0.446417,0.957186,0.976007,4.18879e+18,4.11772e+07,6.38354e+53
0.0152864,5.76025e-10,9.8152e-11,5.46299e-08,0.446417,0.898109,0.00553496,4.18879e+18,192432,7.16997e+53
0.122518,2.85987e-11,5.93639e-13,1.21726e-08,0.446417,0.109407,0.386356,4.18879e+18,1.05161e+06,3.02701e+53
0.134656,1.15336e-11,1.77733e-13,7.73021e-09,0.446417,0.0812225,0.61339,4.18879e+18,2.04616e+06,1.43883e+53
0.00162083,1.09629e-11,2.07433e-12,7.53655e-09,0.446417,0.997293,0.907584,4.18879e+18,1.03125e+07,2.48466e+54
0.0100566,7.20451e-11,1.29355e-11,1.93202e-08,0.446417,0.946344,0.52596,4.18879e+18,1.55635e+06,8.97922e+54
0.0104888,5.6366e-12,1.00812e-12,5.40404e-09,0.446417,0.942685,0.950937,4.18879e+18,1.98777e+07,1.26523e+54
0.00725241,1.19188e-11,2.18933e-12,7.85824e-09,0.446417,0.96817,0.899549,4.18879e+18,9.44633e+06,2.5992e+54
0.0148608,4.32705e-12,7.40757e-13,4.73484e-09,0.446417,0.902309,0.961758,4.18879e+18,2.56459e+07,9.40254e+53
0.0146021,1.25529e-10,2.15499e-11,2.55024e-08,0.446417,0.904841,0.322891,4.18879e+18,884618,9.18344e+54
0.0237134,7.60573e-11,1.16761e-11,1.98509e-08,0.446417,0.809145,0.493218,4.18879e+18,1.41484e+06,7.60044e+54
0.00725271,6.93675e-10,1.27419e-10,5.99498e-08,0.446417,0.968168,0.00210981,4.18879e+18,162307,3.54799e+53
0.00592366,7.89481e-11,1.46361e-11,2.02246e-08,0.446417,0.977137,0.496493,4.18879e+18,1.42819e+06,9.59053e+54
0.00814219,3.04743e-12,5.55998e-13,3.97353e-09,0.446417,0.961636,0.973266,4.18879e+18,3.69029e+07,7.14181e+53
0.00325301,9.63347e-11,1.81244e-11,2.23409e-08,0.446417,0.991636,0.42628,4.18879e+18,1.1728e+06,1.01968e+55
0.00896695,5.4827e-13,9.93656e-14,1.68541e-09,0.446417,0.955241,0.995131,4.18879e+18,2.04872e+08,1.30503e+53
0.00145877,8.18889e-12,1.55002e-12,6.51361e-09,0.446417,0.997663,0.930131,4.18879e+18,1.38065e+07,1.90277e+54
0.00169851,3.28636e-10,6.21704e-11,4.12636e-08,0.446417,0.997101,0.0546434,4.18879e+18,344006,4.48358e+54
0.0812365,1.3775e-10,7.38736e-12,2.6715e-08,0.446417,0.282663,0.104817,4.18879e+18,443390,1.02194e+54
0.00746528,2.70456e-11,4.96011e-12,1.18374e-08,0.446417,0.966643,0.786408,4.18879e+18,4.16183e+06,5.14805e+54
0.0126372,1.79688e-11,3.14849e-12,9.64871e-09,0.446417,0.923537,0.851238,4.18879e+18,6.20877e+06,3.53718e+54
0.0205466,7.65573e-12,1.22527e-12,6.298e-09,0.446417,0.843564,0.932169,4.18879e+18,1.42369e+07,1.50741e+54
0.0113614,6.21081e-12,1.10187e-12,5.67262e-09,0.446417,0.935091,0.94599,4.18879e+18,1.80105e+07,1.37569e+54
0.00103899,6.98437e-12,1.32306e-12,6.01552e-09,0.446417,0.998441,0.940098,4.18879e+18,1.61889e+07,1.64156e+54
0.00514423,1.69318e-10,3.15427e-11,2.96184e-08,0.446417,0.9819,0.222997,4.18879e+18,666402,9.2833e+54
0.0433782,2.14627e-12,2.42278e-13,3.33466e-09,0.446417,0.594978,0.977655,4.18879e+18,4.42538e+07,3.12611e+53
0.0349448,1.04107e-11,1.35285e-12,7.34428e-09,0.446417,0.684922,0.902208,4.18879e+18,9.71756e+06,1.61087e+54
0.00109281,7.37834e-10,1.39757e-10,6.18285e-08,0.446417,0.998356,0.0014655,4.18879e+18,153244,2.7031e+53
0.0565033,2.64334e-12,2.3476e-13,3.70072e-09,0.446417,0.468105,0.968941,4.18879e+18,3.16964e+07,3.0021e+53
0.0673319,2.13647e-12,1.53277e-13,3.32704e-09,0.446417,0.378138,0.971474,4.18879e+18,3.45559e+07,1.96522e+53
0.00474378,4.85794e-10,9.07109e-11,5.0169e-08,0.446417,0.984188,0.0135146,4.18879e+18,232343,1.61796e+54
0.0131591,2.5822e-10,4.50069e-11,3.65767e-08,0.446417,0.918671,0.0985434,4.18879e+18,431547,5.85343e+54
0.00250036,9.06499e-13,1.71065e-13,2.16717e-09,0.446417,0.994638,0.992012,4.18879e+18,1.24679e+08,2.23966e+53
0.0121024,1.6439e-11,2.89573e-12,9.22884e-09,0.446417,0.928442,0.863137,4.18879e+18,6.79435e+06,3.29869e+54
0.00318761,2.20048e-12,4.14116e-13,3.37651e-09,0.446417,0.991919,0.980713,4.18879e+18,5.1346e+07,5.36003e+53
0.0526484,1.37523e-12,1.31356e-13,2.6693e-09,0.446417,0.503437,0.984355,4.18879e+18,6.34192e+07,1.7065e+53
0.00284076,1.05081e-12,1.98042e-13,2.33331e-09,0.446417,0.993353,0.990744,4.18879e+18,1.07541e+08,2.58954e+53
0.085292,9.2482e-12,4.54181e-13,6.9221e-09,0.446417,0.258847,0.851395,4.18879e+18,6.21638e+06,5.10345e+53
0.0133997,6.55979e-13,1.14052e-13,1.84355e-09,0.446417,0.916402,0.994127,4.18879e+18,1.6978e+08,1.49641e+53
0.00106675,2.16494e-12,4.10089e-13,3.34913e-09,0.446417,0.998398,0.981035,4.18879e+18,5.22273e+07,5.30966e+53
0.00867854,2.06423e-11,3.75e-12,1.03416e-08,0.446417,0.957512,0.83219,4.18879e+18,5.44384e+06,4.11868e+54
0.00185354,1.09171e-12,2.06441e-13,2.37828e-09,0.446417,0.996693,0.990389,4.18879e+18,1.03552e+08,2.69839e+53
0.00160431,1.01123e-11,1.91346e-12,7.23827e-09,0.446417,0.997332,0.914438,4.18879e+18,1.118e+07,2.30928e+54
0.0733311,1.58386e-10,1.0044e-11,2.86463e-08,0.446417,0.33424,0.0982558,4.18879e+18,431034,1.30247e+54
0.00271214,2.44293e-12,4.60641e-13,3.55767e-09,0.446417,0.993853,0.978615,4.18879e+18,4.62606e+07,5.94947e+53
0.0668999,3.70186e-11,2.67917e-12,1.3849e-08,0.446417,0.381463,0.607293,4.18879e+18,2.00518e+06,2.14735e+54
0.00700842,1.21489e-10,2.23557e-11,2.50887e-08,0.446417,0.969891,0.340024,4.18879e+18,927010,1.00323e+55
0.0626906,8.5591e-12,6.7392e-13,6.65922e-09,0.446417,0.415003,0.89623,4.18879e+18,9.12823e+06,7.97135e+53
0.0155556,6.35328e-11,1.07934e-11,1.8143e-08,0.446417,0.895433,0.5635,4.18879e+18,1.74343e+06,8.02708e+54
0.107399,3.38034e-11,1.00595e-12,1.3234e-08,0.446417,0.15685,0.428227,4.18879e+18,1.1792e+06,5.68528e+53
0.0450445,2.76772e-11,3.03455e-12,1.19749e-08,0.446417,0.577888,0.744117,4.18879e+18,3.3836e+06,2.98016e+54
0.00243615,4.42612e-10,8.35442e-11,4.78874e-08,0.446417,0.994865,0.0199193,4.18879e+18,255358,2.19631e+54
0.00170603,1.41766e-10,2.68184e-11,2.71017e-08,0.446417,0.997082,0.285365,4.18879e+18,797458,1.01004e+55
0.00354296,5.72609e-13,1.07589e-13,1.72242e-09,0.446417,0.990332,0.994944,4.18879e+18,1.97278e+08,1.41277e+53
0.113907,3.51095e-12,8.96158e-14,4.26503e-09,0.446417,0.134534,0.9056,4.18879e+18,1.00858e+07,1.07109e+53
0.0301927,2.09187e-11,2.92647e-12,1.04106e-08,0.446417,0.737361,0.81806,4.18879e+18,4.97973e+06,3.15961e+54
0.0354919,2.58811e-10,3.33385e-11,3.66186e-08,0.446417,0.678944,0.0767087,4.18879e+18,389460,3.37516e+54
0.00182539,1.18655e-11,2.24393e-12,7.84066e-09,0.446417,0.99677,0.900361,4.18879e+18,9.52751e+06,2.66643e+54
0.0627702,5.48638e-11,4.31302e-12,1.68598e-08,0.446417,0.414349,0.495134,4.18879e+18,1.42272e+06,2.81843e+54
0.0301839,6.7277e-13,9.4131e-14,1.86699e-09,0.446417,0.737458,0.993563,4.18879e+18,1.54845e+08,1.23433e+53
0.0473597,1.53609e-12,1.61627e-13,2.8211e-09,0.446417,0.554585,0.983396,4.18879e+18,5.97277e+07,2.09771e+53
0.00618164,1.54876e-12,2.86635e-13,2.8327e-09,0.446417,0.975476,0.986355,4.18879e+18,7.27835e+07,3.73135e+53
0.11998,1.42366e-11,3.1421e-13,8.58842e-09,0.446417,0.116328,0.637104,4.18879e+18,2.21834e+06,2.64201e+53
0.00461847,9.38136e-12,1.75299e-12,6.97176e-09,0.446417,0.984881,0.920252,4.18879e+18,1.20326e+07,2.12906e+54
0.00382798,3.02564e-11,5.67718e-12,1.25204e-08,0.446417,0.988978,0.764993,4.18879e+18,3.73289e+06,5.73184e+54
0.0742467,4.29645e-12,2.67294e-13,4.71807e-09,0.446417,0.327907,0.938263,4.18879e+18,1.56936e+07,3.30992e+53
0.0110389,4.18446e-12,7.44626e-13,4.65618e-09,0.446417,0.937928,0.963305,4.18879e+18,2.67487e+07,9.46686e+53
0.00362207,4.07488e-12,7.65354e-13,4.5948e-09,0.446417,0.989963,0.964569,4.18879e+18,2.77206e+07,9.74315e+53
0.00549876,1.61823e-12,3.00814e-13,2.89554e-09,0.446417,0.979782,0.985756,4.18879e+18,6.9705e+07,3.91356e+53
0.0206466,3.7693e-10,6.02496e-11,4.41916e-08,0.446417,0.84249,0.0314424,4.18879e+18,289055,2.5002e+54
0.012208,5.92152e-10,1.042e-10,5.53893e-08,0.446417,0.92748,0.00497743,4.18879e+18,188579,6.84502e+53
0.0133292,6.40306e-11,1.11409e-11,1.82139e-08,0.446417,0.917069,0.562798,4.18879e+18,1.73964e+06,8.27514e+54
0.0183593,1.17592e-11,1.93375e-12,7.80545e-09,0.446417,0.866754,0.898467,4.18879e+18,9.34017e+06,2.29301e+54
0.00688801,6.53767e-13,1.20406e-13,1.84044e-09,0.446417,0.970728,0.994213,4.18879e+18,1.72289e+08,1.57991e+53
0.0286504,8.02081e-12,1.14816e-12,6.44642e-09,0.446417,0.754492,0.926495,4.18879e+18,1.30984e+07,1.40394e+54
0.0014052,8.61045e-13,1.63e-13,2.11214e-09,0.446417,0.997777,0.992413,4.18879e+18,1.31307e+08,2.13493e+53
0.00734222,4.32431e-13,7.93797e-14,1.49681e-09,0.446417,0.967529,0.996166,4.18879e+18,2.60333e+08,1.04363e+53
0.0157406,3.26912e-10,5.54237e-11,4.11552e-08,0.446417,0.893585,0.0521862,4.18879e+18,338648,3.81728e+54
0.0795685,1.74717e-10,9.71145e-12,3.00869e-08,0.446417,0.292968,0.061278,4.18879e+18,358152,7.85403e+53
0.00119856,4.5442e-13,8.60585e-14,1.5344e-09,0.446417,0.998176,0.995989,4.18879e+18,2.48814e+08,1.13123e+53
0.0591118,1.2831e-12,1.08371e-13,2.57833e-09,0.446417,0.44517,0.984363,4.18879e+18,6.34538e+07,1.4079e+53
0.00779329,1.35563e-10,2.48003e-11,2.65021e-08,0.446417,0.964245,0.299728,4.18879e+18,829959,9.81043e+54
0.00232525,1.68499e-12,3.18168e-13,2.95466e-09,0.446417,0.995247,0.985203,4.18879e+18,6.70803e+07,4.137e+53
0.0277444,7.46491e-10,1.08284e-10,6.21902e-08,0.446417,0.764559,0.000848764,4.18879e+18,141411,1.21298e+53
0.0110978,1.65181e-10,2.93777e-11,2.92543e-08,0.446417,0.937412,0.228565,4.18879e+18,677540,8.86201e+54
0.00306262,5.01058e-10,9.43464e-11,5.09511e-08,0.446417,0.992449,0.0118619,4.18879e+18,225508,1.47701e+54
0.0010901,1.01386e-10,1.92041e-11,2.29192e-08,0.446417,0.99836,0.407922,4.18879e+18,1.11523e+06,1.03389e+55
0.0115218,6.01253e-13,1.06507e-13,1.76497e-09,0.446417,0.933666,0.994638,4.18879e+18,1.85985e+08,1.39812e+53
0.005331,3.17824e-11,5.91416e-12,1.28322e-08,0.446417,0.980794,0.754485,4.18879e+18,3.54963e+06,5.88908e+54
0.046983,3.27774e-10,3.47217e-11,4.12094e-08,0.446417,0.55834,0.0284217,4.18879e+18,280865,1.30243e+54
0.001922,1.48726e-11,2.81185e-12,8.77814e-09,0.446417,0.996502,0.876724,4.18879e+18,7.60094e+06,3.25356e+54
0.133457,1.09926e-11,1.74512e-13,7.54673e-09,0.446417,0.0836752,0.634752,4.18879e+18,2.20028e+06,1.46195e+53
0.00221592,4.66983e-13,8.821e-14,1.55546e-09,0.446417,0.995608,0.995877,4.18879e+18,2.42052e+08,1.15938e+53
0.00111215,7.34587e-13,1.39137e-13,1.95088e-09,0.446417,0.998324,0.993524,4.18879e+18,1.53921e+08,1.82442e+53
0.0230914,5.71747e-10,8.85123e-11,5.44266e-08,0.446417,0.815964,0.00499612,4.18879e+18,188714,5.83633e+53
0.0428364,1.77961e-11,2.02783e-12,9.60222e-09,0.446417,0.60059,0.829828,4.18879e+18,5.36111e+06,2.22087e+54
0.00110546,5.01557e-12,9.50005e-13,5.09765e-09,0.446417,0.998335,0.956611,4.18879e+18,2.25434e+07,1.1994e+54
0.0109533,7.31354e-13,1.30248e-13,1.94658e-09,0.446417,0.938675,0.993488,4.18879e+18,1.53068e+08,1.70781e+53
0.0170446,6.47867e-11,1.08213e-11,1.83211e-08,0.446417,0.880372,0.555755,4.18879e+18,1.70235e+06,7.9372e+54
0.00236629,1.32924e-10,2.50958e-11,2.62428e-08,0.446417,0.995107,0.308502,4.18879e+18,850321,1.02179e+55
0.0463311,1.53414e-10,1.64416e-11,2.8193e-08,0.446417,0.564873,0.190741,4.18879e+18,603588,4.13896e+54
0.00104274,6.33057e-12,1.1992e-12,5.72705e-09,0.446417,0.998435,0.94555,4.18879e+18,1.78609e+07,1.49651e+54
0.00428947,4.21025e-10,7.8813e-11,4.6705e-08,0.446417,0.986645,0.0240195,4.18879e+18,268176,2.49842e+54
0.00104428,7.16502e-12,1.35727e-12,6.09282e-09,0.446417,0.998433,0.938598,4.18879e+18,1.57808e+07,1.68131e+54
0.0445446,1.11411e-10,1.2323e-11,2.40255e-08,0.446417,0.582988,0.305861,4.18879e+18,844187,4.97442e+54
0.00828287,3.66654e-10,6.6821e-11,4.35851e-08,0.446417,0.960567,0.038351,4.18879e+18,306657,3.38215e+54
0.0172737,1.00399e-11,1.67248e-12,7.2123e-09,0.446417,0.878019,0.91293,4.18879e+18,1.09775e+07,2.01512e+54
0.00121697,1.6e-11,3.03e-12,9.10479e-09,0.446417,0.998143,0.868046,4.18879e+18,7.06659e+06,3.47127e+54
0.0487929,3.58427e-10,3.6751e-11,4.30933e-08,0.446417,0.540431,0.0190854,4.18879e+18,252613,9.25707e+53
0.00112513,2.21118e-11,4.18808e-12,1.07034e-08,0.446417,0.998302,0.822372,4.18879e+18,5.11345e+06,4.54556e+54
0.00574229,9.32014e-12,1.72987e-12,6.94897e-09,0.446417,0.97828,0.920678,4.18879e+18,1.20999e+07,2.10196e+54
0.0473515,1.65861e-12,1.74544e-13,2.93144e-09,0.446417,0.554667,0.982085,4.18879e+18,5.53198e+07,2.26234e+53
0.0243391,4.3434e-10,6.61113e-11,4.74378e-08,0.446417,0.802264,0.0174656,4.18879e+18,247069,1.52393e+54
0.00264318,5.98732e-13,1.12927e-13,1.76127e-09,0.446417,0.994114,0.994716,4.18879e+18,1.88757e+08,1.48252e+53
0.00501859,6.05657e-10,1.12913e-10,5.60174e-08,0.446417,0.98263,0.00466756,4.18879e+18,186320,6.95567e+53
0.0317347,1.74332e-11,2.38232e-12,9.50382e-09,0.446417,0.720267,0.844619,4.18879e+18,5.92189e+06,2.65561e+54
0.00138063,7.98719e-11,1.51209e-11,2.03426e-08,0.446417,0.997828,0.493395,4.18879e+18,1.41554e+06,9.84639e+54
0.00157791,1.04669e-12,1.98067e-13,2.32872e-09,0.446417,0.997395,0.990785,4.18879e+18,1.08014e+08,2.58998e+53
0.0128859,6.88234e-12,1.20291e-12,5.97142e-09,0.446417,0.921228,0.940143,4.18879e+18,1.62013e+07,1.49255e+54
0.0555264,4.89267e-12,4.42691e-13,5.0348e-09,0.446417,0.476898,0.943844,4.18879e+18,1.73039e+07,5.51448e+53
0.00166783,2.54621e-10,4.81722e-11,3.63209e-08,0.446417,0.997178,0.105166,4.18879e+18,444007,6.68614e+54
0.058528,8.97456e-13,7.6662e-14,2.15633e-09,0.446417,0.450234,0.989108,4.18879e+18,9.13132e+07,1.00075e+53
0.0232738,5.44669e-11,8.41139e-12,1.67987e-08,0.446417,0.813967,0.603382,4.18879e+18,1.97943e+06,6.69829e+54
0.0297657,2.15625e-12,3.03592e-13,3.3424e-09,0.446417,0.742101,0.979562,4.18879e+18,4.8427e+07,3.92487e+53
0.0240625,1.23615e-12,1.8887e-13,2.53073e-09,0.446417,0.805309,0.988561,4.18879e+18,8.69183e+07,2.46417e+53
0.00387596,6.2943e-11,1.18075e-11,1.80586e-08,0.446417,0.988743,0.572747,4.18879e+18,1.79433e+06,8.92537e+54
0.0108849,4.35102e-10,7.75373e-11,4.74794e-08,0.446417,0.939271,0.0205232,4.18879e+18,257322,2.1002e+54
0.00400162,2.86759e-11,5.37595e-12,1.2189e-08,0.446417,0.98812,0.775751,4.18879e+18,3.9382e+06,5.50404e+54
0.0658292,1.14847e-12,8.49346e-14,2.43932e-09,0.446417,0.389795,0.984847,4.18879e+18,6.54982e+07,1.10397e+53
0.00412964,5.74875e-10,1.07703e-10,5.45753e-08,0.446417,0.987472,0.00615232,4.18879e+18,196428,8.74521e+53
0.00381053,7.04229e-11,1.3215e-11,1.91015e-08,0.446417,0.989063,0.536057,4.18879e+18,1.60381e+06,9.34935e+54
0.00574842,2.95287e-10,5.48049e-11,3.91139e-08,0.446417,0.978241,0.0729169,4.18879e+18,381908,5.27413e+54
0.0202511,1.54033e-11,2.47449e-12,8.93338e-09,0.446417,0.84673,0.868342,4.18879e+18,7.08375e+06,2.83583e+54
0.113075,4.80557e-11,1.25107e-12,1.57791e-08,0.446417,0.137217,0.262764,4.18879e+18,748283,4.33862e+53
0.0108016,8.67034e-12,1.54628e-12,6.70236e-09,0.446417,0.939993,0.925493,4.18879e+18,1.29151e+07,1.88871e+54
0.00327041,3.35198e-10,6.30593e-11,4.16735e-08,0.446417,0.99156,0.0514644,4.18879e+18,337056,4.28312e+54
0.00131794,1.66963e-11,3.16125e-12,9.30079e-09,0.446417,0.997953,0.862714,4.18879e+18,6.77176e+06,3.5994e+54
0.0187579,2.28562e-12,3.7405e-13,3.44122e-09,0.446417,0.862574,0.979378,4.18879e+18,4.799e+07,4.83486e+53
0.00240291,1.84404e-11,3.48107e-12,9.77449e-09,0.446417,0.994981,0.849463,4.18879e+18,6.12929e+06,3.90266e+54
0.0225978,3.33538e-10,5.19764e-11,4.15702e-08,0.446417,0.821358,0.0457329,4.18879e+18,324161,3.13717e+54
0.0123863,1.06276e-11,1.86684e-12,7.42041e-09,0.446417,0.925849,0.909183,4.18879e+18,1.05033e+07,2.24007e+54
0.0222054,3.08397e-12,4.83088e-13,3.99728e-09,0.446417,0.825634,0.971923,4.18879e+18,3.5115e+07,6.19673e+53
0.0914559,1.26788e-10,5.43361e-12,2.563e-08,0.446417,0.225882,0.0882006,4.18879e+18,411872,6.32504e+53
0.0150165,1.92794e-12,3.29488e-13,3.16051e-09,0.446417,0.900777,0.98277,4.18879e+18,5.75357e+07,4.27362e+53
0.0618096,3.51369e-10,2.81516e-11,4.26669e-08,0.446417,0.422289,0.0116637,4.18879e+18,224670,4.33354e+53
0.0718781,9.64103e-12,6.30125e-13,7.06759e-09,0.446417,0.344488,0.870657,4.18879e+18,7.22037e+06,7.24064e+53
0.0389496,1.36607e-12,1.66281e-13,2.66039e-09,0.446417,0.641569,0.986206,4.18879e+18,7.19978e+07,2.16429e+53
0.0506044,1.18092e-10,1.17145e-11,2.47354e-08,0.446417,0.522849,0.265267,4.18879e+18,753609,4.10119e+54
0.0086511,4.07669e-10,7.4076e-11,4.59582e-08,0.446417,0.957726,0.0265782,4.18879e+18,275660,2.59841e+54
0.00580487,2.16464e-10,4.01609e-11,3.3489e-08,0.446417,0.977888,0.146668,4.18879e+18,520947,7.77397e+54
0.00323256,3.54305e-11,6.66648e-12,1.35487e-08,0.446417,0.991725,0.730818,4.18879e+18,3.18886e+06,6.42998e+54
0.0153352,1.54617e-12,2.63318e-13,2.83034e-09,0.446417,0.897626,0.986146,4.18879e+18,7.16811e+07,3.42709e+53
0.0247961,5.3519e-12,8.09501e-13,5.26579e-09,0.446417,0.797225,0.951252,4.18879e+18,2.00098e+07,1.01629e+54
0.00861072,7.17783e-11,1.30469e-11,1.92844e-08,0.446417,0.958041,0.527986,4.18879e+18,1.56572e+06,9.09143e+54
0.00226922,6.48251e-11,1.22429e-11,1.83266e-08,0.446417,0.995434,0.563543,4.18879e+18,1.74364e+06,9.10574e+54
0.00217929,1.06319e-10,2.00853e-11,2.34701e-08,0.446417,0.995726,0.390403,4.18879e+18,1.06318e+06,1.03489e+55
0.00112629,6.98495e-10,1.32298e-10,6.01577e-08,0.446417,0.9983,0.00207526,4.18879e+18,161873,3.62351e+53
0.112481,7.84173e-12,2.07044e-13,6.37405e-09,0.446417,0.139163,0.805962,4.18879e+18,4.63605e+06,2.20233e+53
0.00179527,7.1508e-12,1.35243e-12,6.08677e-09,0.446417,0.996851,0.938705,4.18879e+18,1.58094e+07,1.67551e+54
0.00234532,2.72771e-12,5.15024e-13,3.75931e-09,0.446417,0.995179,0.976156,4.18879e+18,4.14373e+07,6.63515e+53
0.00873126,1.29627e-11,2.35386e-12,8.19515e-09,0.446417,0.9571,0.891043,4.18879e+18,8.66833e+06,2.76811e+54
0.00105923,1.63083e-10,3.0892e-11,2.90679e-08,0.446417,0.998409,0.236376,4.18879e+18,693323,9.63726e+54
0.0113199,1.31469e-12,2.33333e-13,2.60988e-09,0.446417,0.935458,0.988317,4.18879e+18,8.50915e+07,3.04351e+53
0.00160644,6.61573e-10,1.25183e-10,5.85461e-08,0.446417,0.997327,0.00287488,4.18879e+18,170889,4.74971e+53
0.00433317,1.08201e-11,2.02498e-12,7.48731e-09,0.446417,0.986415,0.908615,4.18879e+18,1.04348e+07,2.42832e+54
0.0126069,3.13209e-12,5.48971e-13,4.02835e-09,0.446417,0.923817,0.972318,4.18879e+18,3.56221e+07,7.04469e+53
0.0134445,1.17059e-11,2.03431e-12,7.78774e-09,0.446417,0.915978,0.900219,4.18879e+18,9.51321e+06,2.41696e+54
0.00655779,3.33014e-10,6.14747e-11,4.15375e-08,0.446417,0.972983,0.0520565,4.18879e+18,338361,4.22353e+54
