m_phi(GeV),sin_theta^2,Q_phi,C_phiN,G_phi,xi,P_esc,V_SN,lambda_phi,energy loss rate
0.0168841,3.95255e-11,6.61427e-12,1.43103e-08,0.446417,0.882015,0.729088,4.18879e+18,3.16513e+06,6.36452e+54
0.00240714,3.3207e-11,6.26855e-12,1.31167e-08,0.446417,0.994967,0.746528,4.18879e+18,3.4209e+06,6.17613e+54
0.0399777,1.12465e-12,1.34557e-13,2.41389e-09,0.446417,0.630612,0.992758,4.18879e+18,1.37608e+08,1.76301e+53
0.0222198,2.04718e-10,3.20619e-11,3.25677e-08,0.446417,0.825477,0.20999,4.18879e+18,640791,8.88571e+54
0.121153,6.76974e-11,1.45243e-12,1.87282e-08,0.446417,0.113082,0.780235,4.18879e+18,4.03359e+06,1.49563e+54
0.0192892,8.30924e-12,1.351e-12,6.5613e-09,0.446417,0.856968,0.937029,4.18879e+18,1.53759e+07,1.67075e+54
0.00155424,7.94323e-13,1.5032e-13,2.02865e-09,0.446417,0.99745,0.993017,4.18879e+18,1.42695e+08,1.97005e+53
0.0487454,1.23472e-10,1.2671e-11,2.52926e-08,0.446417,0.540896,0.478333,4.18879e+18,1.35633e+06,7.99918e+54
0.00783961,2.24525e-11,4.10608e-12,1.07856e-08,0.446417,0.963902,0.825001,4.18879e+18,5.19844e+06,4.4708e+54
0.0235268,3.36072e-11,5.17233e-12,1.31955e-08,0.446417,0.811194,0.776344,4.18879e+18,3.95042e+06,5.29961e+54
0.138548,4.69322e-11,6.56383e-13,1.55936e-08,0.446417,0.0737152,0.852906,4.18879e+18,6.29288e+06,7.3886e+53
0.00652233,3.18616e-10,5.88313e-11,4.06297e-08,0.446417,0.973222,0.063808,4.18879e+18,363396,4.95436e+54
0.00137801,2.80498e-10,5.31026e-11,3.81219e-08,0.446417,0.997833,0.0841167,4.18879e+18,403952,5.89524e+54
0.00379008,9.41913e-11,1.76769e-11,2.2091e-08,0.446417,0.989162,0.438272,4.18879e+18,1.21226e+06,1.02248e+55
0.00680882,4.79143e-12,8.8295e-13,4.98244e-09,0.446417,0.971274,0.959528,4.18879e+18,2.42055e+07,1.11814e+54
0.0277325,7.11254e-10,1.0319e-10,6.07046e-08,0.446417,0.764691,0.00578474,4.18879e+18,194100,7.87819e+53
0.118194,8.60907e-10,1.98353e-11,6.67863e-08,0.446417,0.121438,0.0406601,4.18879e+18,312547,1.06441e+54
0.00432432,9.96563e-11,1.86515e-11,2.27228e-08,0.446417,0.986462,0.418655,4.18879e+18,1.14851e+06,1.03056e+55
0.00618636,3.45861e-10,6.40078e-11,4.23312e-08,0.446417,0.975445,0.0501398,4.18879e+18,334126,4.23564e+54
0.192126,6.87483e-11,2.38543e-13,1.8873e-08,0.446417,0.0182884,0.816343,4.18879e+18,4.93893e+06,2.57005e+53
0.079839,2.98497e-12,1.64958e-13,3.9326e-09,0.446417,0.291276,0.986141,4.18879e+18,7.16906e+07,2.14692e+53
0.104225,8.90192e-12,2.85239e-13,6.79128e-09,0.446417,0.168887,0.964943,4.18879e+18,2.80432e+07,3.63257e+53
0.00234682,2.45487e-12,4.63507e-13,3.56635e-09,0.446417,0.995174,0.978618,4.18879e+18,4.62659e+07,5.9865e+53
0.0413522,9.50987e-10,1.1116e-10,7.01935e-08,0.446417,0.616093,0.00231336,4.18879e+18,164800,3.39387e+53
0.203956,3.72249e-11,9.38023e-14,1.38876e-08,0.446417,0.0132816,0.895989,4.18879e+18,9.12738e+06,1.10923e+53
0.0216535,8.45456e-13,1.33397e-13,2.09293e-09,0.446417,0.831626,0.993542,4.18879e+18,1.54363e+08,1.74919e+53
0.00943415,3.34203e-12,6.03311e-13,4.16116e-09,0.446417,0.951486,0.972066,4.18879e+18,3.52979e+07,7.73999e+53
0.0950633,1.96327e-12,7.75893e-14,3.18933e-09,0.446417,0.208302,0.991726,4.18879e+18,1.20439e+08,1.01554e+53
0.00313098,8.80862e-11,1.65813e-11,2.13631e-08,0.446417,0.992161,0.461397,4.18879e+18,1.29284e+06,1.00971e+55
0.041217,1.24744e-12,1.46149e-13,2.54226e-09,0.446417,0.617514,0.992061,4.18879e+18,1.2548e+08,1.91354e+53
0.0194048,2.2663e-10,3.6795e-11,3.42664e-08,0.446417,0.855744,0.169968,4.18879e+18,564327,8.25394e+54
0.0512928,1.31507e-12,1.28809e-13,2.61027e-09,0.446417,0.51626,0.992347,4.18879e+18,1.30206e+08,1.687e+53
0.098142,1.25038e-11,4.6081e-13,8.04878e-09,0.446417,0.194246,0.94939,4.18879e+18,1.92675e+07,5.77391e+53
0.0767785,2.65748e-11,1.56749e-12,1.1734e-08,0.446417,0.31089,0.880774,4.18879e+18,7.88043e+06,1.82211e+54
0.00984507,6.17314e-12,1.11043e-12,5.65539e-09,0.446417,0.948108,0.949157,4.18879e+18,1.91648e+07,1.39102e+54
0.00631448,6.64647e-12,1.22899e-12,5.8682e-09,0.446417,0.974605,0.944146,4.18879e+18,1.73995e+07,1.53141e+54
0.00100972,3.24961e-10,6.15605e-11,4.10323e-08,0.446417,0.998486,0.0567198,4.18879e+18,348477,4.6083e+54
0.00173581,4.85214e-13,9.17825e-14,1.58554e-09,0.446417,0.997006,0.99573,4.18879e+18,2.33693e+08,1.20616e+53
0.0080787,1.19188e-10,2.17565e-11,2.485e-08,0.446417,0.962115,0.360732,4.18879e+18,980782,1.0358e+55
0.0962955,3.24e-10,1.24525e-11,4.09715e-08,0.446417,0.202574,0.256443,4.18879e+18,735319,4.21456e+54
0.0266702,3.01219e-12,4.43755e-13,3.95048e-09,0.446417,0.776484,0.978202,4.18879e+18,4.53792e+07,5.72895e+53
0.105506,4.25869e-12,1.32457e-13,4.69729e-09,0.446417,0.163934,0.983194,4.18879e+18,5.90457e+07,1.71877e+53
0.0263124,5.73764e-10,8.49586e-11,5.45225e-08,0.446417,0.780451,0.0148171,4.18879e+18,237442,1.6614e+54
0.005318,2.05607e-12,3.8263e-13,3.26384e-09,0.446417,0.980872,0.982282,4.18879e+18,5.59402e+07,4.96043e+53
0.00191468,2.26842e-10,4.28883e-11,3.42824e-08,0.446417,0.996523,0.13538,4.18879e+18,500085,7.66296e+54
0.0125434,2.27813e-10,3.99547e-11,3.43557e-08,0.446417,0.924404,0.151479,4.18879e+18,529877,7.98775e+54
0.020238,9.26388e-13,1.48847e-13,2.19082e-09,0.446417,0.84687,0.992836,4.18879e+18,1.39087e+08,1.95038e+53
0.031916,1.18335e-11,1.61259e-12,7.83007e-09,0.446417,0.718261,0.920876,4.18879e+18,1.2133e+07,1.95988e+54
0.0089397,1.86695e-11,3.38433e-12,9.83503e-09,0.446417,0.955457,0.853164,4.18879e+18,6.29726e+06,3.81073e+54
0.063462,8.49521e-11,6.58729e-12,2.09796e-08,0.446417,0.408699,0.638501,4.18879e+18,2.22974e+06,5.55101e+54
0.00641981,1.65312e-10,3.05458e-11,2.92659e-08,0.446417,0.973907,0.239634,4.18879e+18,699979,9.66059e+54
0.107243,8.10044e-10,2.41942e-11,6.47834e-08,0.446417,0.157425,0.0410584,4.18879e+18,313456,1.31104e+54
0.0101019,1.59329e-10,2.85955e-11,2.87314e-08,0.446417,0.945963,0.260716,4.18879e+18,743892,9.83939e+54
0.146076,1.80605e-11,2.08991e-13,9.6733e-09,0.446417,0.0609915,0.942281,4.18879e+18,1.68433e+07,2.59904e+53
0.00608489,8.48278e-13,1.57095e-13,2.09642e-09,0.446417,0.976103,0.992682,4.18879e+18,1.36152e+08,2.05815e+53
0.00890469,2.51269e-12,4.55622e-13,3.6081e-09,0.446417,0.955734,0.978849,4.18879e+18,4.6778e+07,5.88605e+53
0.176296,1.22627e-09,6.48823e-12,7.97081e-08,0.446417,0.0278876,0.0247836,4.18879e+18,270963,2.12224e+53
0.00174426,7.44217e-13,1.40772e-13,1.96363e-09,0.446417,0.996985,0.993458,4.18879e+18,1.52366e+08,1.84574e+53
0.00456069,1.63809e-10,3.06189e-11,2.91325e-08,0.446417,0.985197,0.239398,4.18879e+18,699492,9.67416e+54
0.0207234,1.00942e-10,1.61191e-11,2.28689e-08,0.446417,0.841666,0.458378,4.18879e+18,1.28205e+06,9.75144e+54
0.00294275,1.11606e-11,2.10252e-12,7.60419e-09,0.446417,0.992944,0.906585,4.18879e+18,1.01968e+07,2.51566e+54
0.0501254,6.97317e-12,6.97832e-13,6.01069e-09,0.446417,0.527464,0.959687,4.18879e+18,2.4308e+07,8.83862e+53
0.00824552,3.21058e-12,5.85286e-13,4.0785e-09,0.446417,0.960852,0.972937,4.18879e+18,3.64497e+07,7.51548e+53
0.00615086,8.31441e-10,1.5391e-10,6.56334e-08,0.446417,0.975676,0.000749279,4.18879e+18,138961,1.52199e+53
0.00288376,7.7717e-11,1.46445e-11,2.00663e-08,0.446417,0.993182,0.505069,4.18879e+18,1.46401e+06,9.76175e+54
0.0183925,4.20046e-12,6.90475e-13,4.66507e-09,0.446417,0.866407,0.967402,4.18879e+18,3.01762e+07,8.81574e+53
0.00609277,1.40813e-11,2.60763e-12,8.54144e-09,0.446417,0.976052,0.885221,4.18879e+18,8.20237e+06,3.04649e+54
0.00176481,1.29871e-12,2.45644e-13,2.59397e-09,0.446417,0.996931,0.988613,4.18879e+18,8.73166e+07,3.20505e+53
0.00150115,1.53335e-11,2.90211e-12,8.91313e-09,0.446417,0.99757,0.873458,4.18879e+18,7.39127e+06,3.34549e+54
0.0220447,1.52816e-10,2.39885e-11,2.8138e-08,0.446417,0.827381,0.311339,4.18879e+18,857058,9.85689e+54
0.0118626,3.0802e-12,5.43847e-13,3.99484e-09,0.446417,0.930613,0.974674,4.18879e+18,3.89843e+07,6.99584e+53
0.015714,5.3479e-11,9.06938e-12,1.66457e-08,0.446417,0.893851,0.649354,4.18879e+18,2.31613e+06,7.77253e+54
0.0040216,1.89571e-10,3.55358e-11,3.13397e-08,0.446417,0.98802,0.190411,4.18879e+18,602937,8.93022e+54
0.00267085,7.62772e-10,1.43851e-10,6.28647e-08,0.446417,0.99401,0.00121988,4.18879e+18,149055,2.31599e+53
0.00236376,1.19929e-10,2.26426e-11,2.49271e-08,0.446417,0.995116,0.347887,4.18879e+18,947085,1.0396e+55
0.159317,1.6575e-11,1.36681e-13,9.26693e-09,0.446417,0.0434636,0.94917,4.18879e+18,1.91996e+07,1.7122e+53
0.0191705,4.66269e-11,7.59216e-12,1.55427e-08,0.446417,0.858224,0.693947,4.18879e+18,2.73721e+06,6.95337e+54
0.00808767,3.72679e-11,6.80236e-12,1.38956e-08,0.446417,0.962047,0.727023,4.18879e+18,3.13687e+06,6.52697e+54
0.00821085,8.22841e-13,1.50045e-13,2.06475e-09,0.446417,0.961115,0.992992,4.18879e+18,1.42188e+08,1.96639e+53
0.00671434,9.71811e-13,1.79202e-13,2.24388e-09,0.446417,0.971922,0.991651,4.18879e+18,1.19276e+08,2.34533e+53
0.0490294,1.50453e-10,1.53605e-11,2.79197e-08,0.446417,0.538115,0.408052,4.18879e+18,1.11588e+06,8.27228e+54
0.00334783,3.81758e-12,7.17937e-13,4.44737e-09,0.446417,0.991218,0.96706,4.18879e+18,2.98558e+07,9.16312e+53
0.00104902,4.73804e-13,8.97518e-14,1.56678e-09,0.446417,0.998425,0.995825,4.18879e+18,2.39018e+08,1.17959e+53
0.09025,9.26066e-11,4.07684e-12,2.19044e-08,0.446417,0.232035,0.66771,4.18879e+18,2.47731e+06,3.59265e+54
0.0132281,5.43265e-11,9.46223e-12,1.6777e-08,0.446417,0.918022,0.639131,4.18879e+18,2.23401e+06,7.98155e+54
0.00120304,9.00864e-12,1.70605e-12,6.83186e-09,0.446417,0.998168,0.92355,4.18879e+18,1.25739e+07,2.07949e+54
0.0319506,2.82089e-10,3.84207e-11,3.82298e-08,0.446417,0.717879,0.140248,4.18879e+18,509140,7.11158e+54
0.199414,4.48382e-11,1.27806e-13,1.52417e-08,0.446417,0.0150235,0.876281,4.18879e+18,7.58965e+06,1.47808e+53
0.0531484,6.74843e-10,6.38591e-11,5.91304e-08,0.446417,0.49876,0.0206559,4.18879e+18,257814,1.74089e+54
0.00151355,8.98528e-11,1.70056e-11,2.15762e-08,0.446417,0.997542,0.452577,4.18879e+18,1.26136e+06,1.01575e+55
0.0128873,3.00973e-10,5.26038e-11,3.94887e-08,0.446417,0.921215,0.0831848,4.18879e+18,402158,5.77517e+54
0.00875841,1.82379e-12,3.31105e-13,3.07395e-09,0.446417,0.956887,0.984588,4.18879e+18,6.43838e+07,4.30253e+53
0.00197312,2.91345e-11,5.50744e-12,1.22861e-08,0.446417,0.996355,0.773531,4.18879e+18,3.89426e+06,5.62252e+54
0.090549,4.88134e-10,2.13467e-11,5.02897e-08,0.446417,0.230496,0.119442,4.18879e+18,470884,3.36506e+54
0.0092476,3.95584e-12,7.15251e-13,4.52719e-09,0.446417,0.952996,0.96698,4.18879e+18,2.97824e+07,9.12808e+53
0.00103573,5.01851e-10,9.50666e-11,5.09914e-08,0.446417,0.998446,0.0118963,4.18879e+18,225656,1.4926e+54
0.0842182,2.05342e-11,1.03235e-12,1.03145e-08,0.446417,0.264984,0.911038,4.18879e+18,1.07386e+07,1.24127e+54
0.0033527,1.17315e-12,2.20619e-13,2.46539e-09,0.446417,0.991196,0.98976,4.18879e+18,9.71564e+07,2.88188e+53
0.0238039,1.51083e-11,2.31653e-12,8.84744e-09,0.446417,0.808151,0.892687,4.18879e+18,8.80986e+06,2.72923e+54
0.0100694,4.94169e-10,8.87163e-11,5.05996e-08,0.446417,0.946236,0.0154448,4.18879e+18,239788,1.80838e+54
0.00101187,1.73058e-12,3.27839e-13,2.99437e-09,0.446417,0.998483,0.984834,4.18879e+18,6.54358e+07,4.26116e+53
0.0371313,1.39868e-10,1.75442e-11,2.69196e-08,0.446417,0.661129,0.395343,4.18879e+18,1.07775e+06,9.15404e+54
0.0208494,8.26996e-10,1.31848e-10,6.54578e-08,0.446417,0.840311,0.00168902,4.18879e+18,156663,2.93908e+53
0.00199881,2.65544e-11,5.01934e-12,1.17295e-08,0.446417,0.99628,0.791335,4.18879e+18,4.27291e+06,5.24217e+54
0.0763313,2.23131e-12,1.32862e-13,3.40008e-09,0.446417,0.313842,0.989363,4.18879e+18,9.35557e+07,1.73484e+53
0.0265224,1.86267e-10,2.74988e-11,3.10655e-08,0.446417,0.778123,0.255455,4.18879e+18,732830,9.27112e+54
0.00106881,7.44871e-10,1.41095e-10,6.21227e-08,0.446417,0.998394,0.00139175,4.18879e+18,152041,2.59166e+53
0.00692441,4.54401e-13,8.36668e-14,1.53437e-09,0.446417,0.970476,0.996092,4.18879e+18,2.55411e+08,1.09991e+53
0.00270998,1.77671e-12,3.3502e-13,3.03401e-09,0.446417,0.993862,0.984496,4.18879e+18,6.40002e+07,4.353e+53
0.170717,3.62924e-11,2.22401e-13,1.37125e-08,0.446417,0.0322993,0.895153,4.18879e+18,9.04473e+06,2.62747e+53
0.0115056,1.40505e-11,2.48931e-12,8.53209e-09,0.446417,0.933811,0.88929,4.18879e+18,8.52314e+06,2.92164e+54
0.0151407,4.28927e-10,7.32045e-11,4.71412e-08,0.446417,0.899552,0.0308164,4.18879e+18,287395,2.97731e+54
0.0991944,9.07127e-11,3.26372e-12,2.16792e-08,0.446417,0.189634,0.68768,4.18879e+18,2.67256e+06,2.96212e+54
0.108865,1.10953e-09,3.19029e-11,7.58192e-08,0.446417,0.151552,0.013111,4.18879e+18,230904,5.52039e+53
0.00757252,2.02169e-10,3.70476e-11,3.23643e-08,0.446417,0.965865,0.176386,4.18879e+18,576356,8.62437e+54
0.0023496,1.32527e-12,2.50223e-13,2.62036e-09,0.446417,0.995164,0.988399,4.18879e+18,8.57016e+07,3.2641e+53
0.109619,2.79538e-11,7.89653e-13,1.20346e-08,0.446417,0.14889,0.896953,4.18879e+18,9.20274e+06,9.3478e+53
0.0277751,2.32038e-11,3.36437e-12,1.09645e-08,0.446417,0.764217,0.84533,4.18879e+18,5.95201e+06,3.75348e+54
0.0222459,4.76218e-10,7.45573e-11,4.96721e-08,0.446417,0.825193,0.0265255,4.18879e+18,275531,2.6101e+54
0.0633722,2.21618e-10,1.72153e-11,3.38854e-08,0.446417,0.40943,0.309995,4.18879e+18,854110,7.04323e+54
0.00899355,6.25177e-11,1.13279e-11,1.79975e-08,0.446417,0.95503,0.587673,4.18879e+18,1.88122e+06,8.78594e+54
0.0029962,4.30325e-11,8.10503e-12,1.49317e-08,0.446417,0.992725,0.685187,4.18879e+18,2.64508e+06,7.32939e+54
0.0177368,7.91858e-10,1.31192e-10,6.40521e-08,0.446417,0.873237,0.00186684,4.18879e+18,159156,3.23236e+53
0.0171825,1.19773e-11,1.99735e-12,7.87751e-09,0.446417,0.878957,0.908919,4.18879e+18,1.04719e+07,2.39598e+54
0.00114983,3.5737e-11,6.76848e-12,1.36072e-08,0.446417,0.998261,0.72941,4.18879e+18,3.16938e+06,6.51578e+54
0.186656,1.44624e-10,5.81052e-13,2.73735e-08,0.446417,0.0211761,0.651148,4.18879e+18,2.33581e+06,4.99343e+53
0.0187565,2.85376e-10,4.67035e-11,3.84519e-08,0.446417,0.862588,0.105996,4.18879e+18,445591,6.53344e+54
0.161002,5.81709e-10,4.59231e-12,5.48987e-08,0.446417,0.0416099,0.161759,4.18879e+18,549843,9.804e+53
0.205465,6.60309e-10,1.59696e-12,5.84902e-08,0.446417,0.0127473,0.142226,4.18879e+18,513995,2.99763e+53
0.00865826,2.23573e-11,4.06223e-12,1.07626e-08,0.446417,0.957671,0.826518,4.18879e+18,5.24858e+06,4.43119e+54
0.00230727,1.44392e-11,2.72664e-12,8.64929e-09,0.446417,0.995307,0.880604,4.18879e+18,7.86494e+06,3.16893e+54
0.00510601,8.93828e-12,1.66551e-12,6.80513e-09,0.446417,0.982123,0.925151,4.18879e+18,1.28539e+07,2.0336e+54
0.00199754,1.13859e-11,2.15218e-12,7.68055e-09,0.446417,0.996283,0.904523,4.18879e+18,9.96537e+06,2.56922e+54
0.00116555,1.73174e-10,3.27977e-11,2.99537e-08,0.446417,0.998234,0.216773,4.18879e+18,654064,9.38324e+54
0.00470792,4.90119e-13,9.15369e-14,1.59353e-09,0.446417,0.984388,0.995735,4.18879e+18,2.33952e+08,1.20294e+53
0.0490163,2.86309e-10,2.92377e-11,3.85148e-08,0.446417,0.538243,0.1816,4.18879e+18,586317,7.00748e+54
0.0142861,2.95718e-12,5.09391e-13,3.91425e-09,0.446417,0.907915,0.97613,4.18879e+18,4.13927e+07,6.5624e+53
0.0440511,1.90409e-12,2.12435e-13,3.14089e-09,0.446417,0.588046,0.988212,4.18879e+18,8.43506e+07,2.77064e+53
0.00305612,4.79442e-13,9.02786e-14,1.57608e-09,0.446417,0.992477,0.995798,4.18879e+18,2.37463e+08,1.18648e+53
0.0406521,6.46115e-12,7.64283e-13,5.78582e-09,0.446417,0.62347,0.95935,4.18879e+18,2.41012e+07,9.67687e+53
0.00682591,2.0142e-11,3.71126e-12,1.02155e-08,0.446417,0.971157,0.840586,4.18879e+18,5.75865e+06,4.11725e+54
0.0637861,7.85087e-11,6.04853e-12,2.01683e-08,0.446417,0.406072,0.661304,4.18879e+18,2.41895e+06,5.27904e+54
0.0284722,6.43736e-11,9.23909e-12,1.82626e-08,0.446417,0.756473,0.629314,4.18879e+18,2.15948e+06,7.67363e+54
0.0179651,7.36237e-10,1.21646e-10,6.17616e-08,0.446417,0.870865,0.00293652,4.18879e+18,171522,4.71448e+53
0.00216511,3.42642e-10,6.47335e-11,4.21337e-08,0.446417,0.995771,0.0488766,4.18879e+18,331297,4.17574e+54
0.0545708,8.22529e-11,7.57816e-12,2.06436e-08,0.446417,0.485606,0.626754,4.18879e+18,2.14098e+06,6.26852e+54
0.00389364,4.26072e-10,7.99203e-11,4.69841e-08,0.446417,0.988656,0.0239971,4.18879e+18,268112,2.53116e+54
0.0888471,9.05162e-12,4.11081e-13,6.84814e-09,0.446417,0.239372,0.960947,4.18879e+18,2.51173e+07,5.21351e+53
0.0287179,2.39065e-11,3.41875e-12,1.11293e-08,0.446417,0.753742,0.84232,4.18879e+18,5.82828e+06,3.80056e+54
0.0044896,2.02179e-11,3.78057e-12,1.02348e-08,0.446417,0.985582,0.838191,4.18879e+18,5.66549e+06,4.18219e+54
0.00617428,4.66566e-11,8.63535e-12,1.55477e-08,0.446417,0.975524,0.667794,4.18879e+18,2.47667e+06,7.61073e+54
0.206806,6.71356e-11,1.56541e-13,1.86503e-08,0.446417,0.0122899,0.819924,4.18879e+18,5.0492e+06,1.69397e+53
0.0548741,7.6453e-12,7.00355e-13,6.29371e-09,0.446417,0.482831,0.95761,4.18879e+18,2.30931e+07,8.85138e+53
0.016623,2.27307e-10,3.81528e-11,3.43175e-08,0.446417,0.884678,0.161844,4.18879e+18,549142,8.1494e+54
0.0820455,2.11736e-12,1.11587e-13,3.31212e-09,0.446417,0.277772,0.990298,4.18879e+18,1.02619e+08,1.45842e+53
0.0762658,8.31731e-12,4.95934e-13,6.56449e-09,0.446417,0.314277,0.960905,4.18879e+18,2.50867e+07,6.28939e+53
0.00601939,2.36981e-12,4.39062e-13,3.50402e-09,0.446417,0.976525,0.979683,4.18879e+18,4.87182e+07,5.67695e+53
0.0886029,8.68821e-10,3.96715e-11,6.70926e-08,0.446417,0.240668,0.0217158,4.18879e+18,261265,1.13699e+54
0.00310433,3.26278e-12,6.14254e-13,4.11153e-09,0.446417,0.992274,0.971753,4.18879e+18,3.48998e+07,7.87784e+53
0.132728,1.00787e-11,1.62916e-13,7.22624e-09,0.446417,0.085198,0.965587,4.18879e+18,2.85887e+07,2.07615e+53
0.0100899,4.61078e-13,8.27605e-14,1.5456e-09,0.446417,0.946064,0.996117,4.18879e+18,2.57035e+08,1.08802e+53
0.00294424,3.16543e-11,5.96326e-12,1.28064e-08,0.446417,0.992938,0.757182,4.18879e+18,3.59519e+06,5.95919e+54
0.138395,1.8114e-10,2.54313e-12,3.06349e-08,0.446417,0.0739987,0.540925,4.18879e+18,1.62941e+06,1.81555e+54
0.0270089,1.74443e-11,2.55745e-12,9.50684e-09,0.446417,0.772726,0.880532,4.18879e+18,7.86065e+06,2.97205e+54
0.00302675,2.93488e-12,5.52705e-13,3.89946e-09,0.446417,0.992599,0.974548,4.18879e+18,3.87877e+07,7.10886e+53
0.00390303,2.87403e-10,5.3907e-11,3.85883e-08,0.446417,0.98861,0.0807967,4.18879e+18,397490,5.74835e+54
0.00450286,1.3902e-10,2.59937e-11,2.68379e-08,0.446417,0.98551,0.29712,4.18879e+18,823992,1.0193e+55
0.00198474,6.60217e-10,1.248e-10,5.84861e-08,0.446417,0.996321,0.00297075,4.18879e+18,171853,4.8931e+53
0.096968,1.85834e-11,7.03413e-13,9.81234e-09,0.446417,0.199506,0.925209,4.18879e+18,1.28726e+07,8.58923e+53
0.0143775,7.46664e-12,1.28492e-12,6.21974e-09,0.446417,0.907028,0.940864,4.18879e+18,1.64059e+07,1.59553e+54
0.00286729,8.76402e-11,1.65154e-11,2.13089e-08,0.446417,0.993248,0.462864,4.18879e+18,1.29817e+06,1.0089e+55
0.0149808,1.27793e-10,2.18486e-11,2.57314e-08,0.446417,0.901129,0.354123,4.18879e+18,963335,1.02113e+55
0.159449,1.94797e-11,1.60087e-13,1.00462e-08,0.446417,0.0433157,0.940555,4.18879e+18,1.63432e+07,1.98722e+53
