m_phi(GeV),sin_theta^2,Q_phi,C_phiN,G_phi,xi,P_esc,V_SN,F,lambda_phi,energy loss rate
0.00205201,5.08641e-12,9.61286e-13,5.13352e-09,0.446417,0.996121,0.961661,4.18879e+18,1.09076e+11,2.55798e+07,1.22005e+54
0.0022307,1.41285e-10,2.66865e-11,2.70556e-08,0.446417,0.99556,0.337598,4.18879e+18,2.0696e+10,920902,1.18904e+55
0.00254986,2.89092e-11,5.45447e-12,1.22385e-08,0.446417,0.994459,0.80076,4.18879e+18,4.57527e+10,4.50062e+06,5.76446e+54
0.00342799,1.88178e-11,3.5376e-12,9.87402e-09,0.446417,0.990858,0.86534,4.18879e+18,5.67088e+10,6.91417e+06,4.04017e+54
0.0500352,2.35115e-10,2.35677e-11,3.49019e-08,0.446417,0.528335,0.164084,4.18879e+18,1.60434e+10,553387,5.10373e+54
0.0413325,1.48115e-12,1.73189e-13,2.77019e-09,0.446417,0.616299,0.988679,4.18879e+18,2.02132e+11,8.78436e+07,2.25984e+53
0.0233085,7.45165e-10,1.15023e-10,6.21349e-08,0.446417,0.813586,0.00325457,4.18879e+18,9.01174e+09,174605,4.94063e+53
0.00833855,4.74285e-12,8.63979e-13,4.95712e-09,0.446417,0.960142,0.964203,4.18879e+18,1.12958e+11,2.74328e+07,1.09945e+54
0.00167494,1.43417e-11,2.71328e-12,8.62005e-09,0.446417,0.99716,0.895629,4.18879e+18,6.49583e+10,9.0721e+06,3.2072e+54
0.006656,8.19824e-13,1.51237e-13,2.06096e-09,0.446417,0.972319,0.993719,4.18879e+18,2.71691e+11,1.58704e+08,1.98347e+53
0.0056697,5.33826e-12,9.91271e-13,5.25908e-09,0.446417,0.978731,0.9598,4.18879e+18,1.06472e+11,2.4373e+07,1.25567e+54
0.00335435,7.68054e-10,1.44436e-10,6.3082e-08,0.446417,0.991188,0.00273068,4.18879e+18,8.87645e+09,169401,5.20537e+53
0.0334081,5.52288e-12,7.35364e-13,5.34924e-09,0.446417,0.701791,0.958435,4.18879e+18,1.04677e+11,2.35582e+07,9.30184e+53
0.0299211,1.28445e-12,1.80426e-13,2.5797e-09,0.446417,0.740377,0.990175,4.18879e+18,2.17058e+11,1.01295e+08,2.35785e+53
0.0368226,4.82333e-11,6.08068e-12,1.58082e-08,0.446417,0.664471,0.690208,4.18879e+18,3.54211e+10,2.6975e+06,5.53906e+54
0.0151444,4.62444e-11,7.89216e-12,1.54789e-08,0.446417,0.899515,0.700861,4.18879e+18,3.61748e+10,2.81352e+06,7.30015e+54
0.00475326,1.02608e-10,1.91586e-11,2.30568e-08,0.446417,0.984135,0.454462,4.18879e+18,2.42854e+10,1.26802e+06,1.14912e+55
0.00765862,3.34612e-12,6.12779e-13,4.16371e-09,0.446417,0.965236,0.974609,4.18879e+18,1.34482e+11,3.88836e+07,7.88204e+53
0.04605,1.40759e-12,1.5161e-13,2.70053e-09,0.446417,0.567703,0.989238,4.18879e+18,2.07346e+11,9.24339e+07,1.97939e+53
0.0381301,8.48401e-13,1.04684e-13,2.09657e-09,0.446417,0.650356,0.9935,4.18879e+18,2.67076e+11,1.53358e+08,1.37263e+53
0.00253253,2.39504e-12,4.51913e-13,3.52262e-09,0.446417,0.994522,0.98176,4.18879e+18,1.58957e+11,5.43246e+07,5.85551e+53
0.0271966,6.9721e-10,1.0194e-10,6.01023e-08,0.446417,0.770642,0.00470485,4.18879e+18,9.31651e+09,186614,6.32987e+53
0.0283777,8.62646e-10,1.23982e-10,6.68538e-08,0.446417,0.757523,0.00131907,4.18879e+18,8.37565e+09,150826,2.15838e+53
0.00243414,2.73451e-12,5.1615e-13,3.764e-09,0.446417,0.994872,0.979202,4.18879e+18,1.48763e+11,4.75805e+07,6.6704e+53
0.0365981,6.68807e-11,8.46242e-12,1.86149e-08,0.446417,0.666906,0.598038,4.18879e+18,3.00805e+10,1.94539e+06,6.67924e+54
0.0012059,7.29718e-11,1.38193e-11,1.94441e-08,0.446417,0.998163,0.570723,4.18879e+18,2.87977e+10,1.78301e+06,1.04091e+55
0.0148534,7.51227e-11,1.28614e-11,1.97285e-08,0.446417,0.902381,0.56135,4.18879e+18,2.83824e+10,1.73196e+06,9.52856e+54
0.00247018,4.56911e-13,8.62327e-14,1.5386e-09,0.446417,0.994745,0.996494,4.18879e+18,3.63931e+11,2.84759e+08,1.1341e+53
0.00185456,8.30929e-10,1.57128e-10,6.56132e-08,0.446417,0.99669,0.00168428,4.18879e+18,8.53401e+09,156583,3.49278e+53
0.0166874,1.86574e-12,3.12928e-13,3.1091e-09,0.446417,0.884023,0.985762,4.18879e+18,1.80098e+11,6.9736e+07,4.07117e+53
0.0769741,4.65594e-12,2.73492e-13,4.91149e-09,0.446417,0.309605,0.964838,4.18879e+18,1.14007e+11,2.79448e+07,3.48259e+53
0.0202502,1.00915e-11,1.62119e-12,7.23081e-09,0.446417,0.846739,0.925365,4.18879e+18,7.74386e+10,1.2893e+07,1.97993e+54
0.0205122,1.03943e-11,1.6643e-12,7.33849e-09,0.446417,0.843933,0.923214,4.18879e+18,7.63024e+10,1.25174e+07,2.02785e+54
0.0215591,5.26871e-13,8.32329e-14,1.6522e-09,0.446417,0.832649,0.995958,4.18879e+18,3.38909e+11,2.46947e+08,1.09406e+53
0.00197172,1.75859e-11,3.32437e-12,9.54535e-09,0.446417,0.996359,0.873573,4.18879e+18,5.86615e+10,7.39851e+06,3.83276e+54
0.0194976,1.22127e-10,1.98054e-11,2.51544e-08,0.446417,0.854759,0.391132,4.18879e+18,2.22602e+10,1.06536e+06,1.02237e+55
0.00764266,4.74342e-12,8.68774e-13,4.95742e-09,0.446417,0.965353,0.964198,4.18879e+18,1.12951e+11,2.74294e+07,1.10555e+54
0.00552669,1.58914e-10,2.95356e-11,2.8694e-08,0.446417,0.979612,0.294813,4.18879e+18,1.95143e+10,818738,1.1492e+55
0.0286214,3.704e-12,5.30444e-13,4.38071e-09,0.446417,0.754814,0.97193,4.18879e+18,1.2782e+11,3.51268e+07,6.80422e+53
0.00430196,7.6478e-10,1.43152e-10,6.29474e-08,0.446417,0.986579,0.00280022,4.18879e+18,8.89543e+09,170127,5.29045e+53
0.00298094,1.49533e-11,2.81657e-12,8.80192e-09,0.446417,0.992788,0.891429,4.18879e+18,6.36161e+10,8.70107e+06,3.31369e+54
0.00919855,1.58399e-10,2.86518e-11,2.86474e-08,0.446417,0.953391,0.295979,4.18879e+18,1.95461e+10,821404,1.11922e+55
0.0258416,4.86157e-11,7.24676e-12,1.58708e-08,0.446417,0.785668,0.688192,4.18879e+18,3.52815e+10,2.67628e+06,6.582e+54
0.00270906,1.74386e-12,3.28827e-13,3.00584e-09,0.446417,0.993865,0.986686,4.18879e+18,1.86286e+11,7.461e+07,4.28204e+53
0.0411899,4.65234e-11,5.45315e-12,1.55255e-08,0.446417,0.617799,0.699336,4.18879e+18,3.60661e+10,2.79664e+06,5.03312e+54
0.0100356,9.61762e-13,1.72713e-13,2.23225e-09,0.446417,0.946519,0.992635,4.18879e+18,2.50843e+11,1.35282e+08,2.26266e+53
0.00937142,9.12244e-13,1.64769e-13,2.17403e-09,0.446417,0.951995,0.993013,4.18879e+18,2.57561e+11,1.42626e+08,2.1594e+53
0.0298008,1.35822e-11,1.91133e-12,8.38871e-09,0.446417,0.741712,0.900863,4.18879e+18,6.67497e+10,9.57938e+06,2.27247e+54
0.0541567,1.61046e-10,1.49538e-11,2.88858e-08,0.446417,0.489412,0.28996,4.18879e+18,1.93848e+10,807903,5.72261e+54
0.00438806,1.92266e-12,3.5972e-13,3.15618e-09,0.446417,0.986125,0.985331,4.18879e+18,1.77412e+11,6.76714e+07,4.67789e+53
0.00988319,3.33571e-11,5.99831e-12,1.31463e-08,0.446417,0.947791,0.773843,4.18879e+18,4.25933e+10,3.90051e+06,6.12613e+54
0.00110421,1.15843e-10,2.19421e-11,2.44988e-08,0.446417,0.998337,0.41051,4.18879e+18,2.2856e+10,1.12315e+06,1.18879e+55
0.0128454,7.19076e-11,1.25733e-11,1.93018e-08,0.446417,0.921605,0.575397,4.18879e+18,2.901e+10,1.8094e+06,9.54816e+54
0.00411907,2.42215e-11,4.53815e-12,1.12024e-08,0.446417,0.987526,0.830136,4.18879e+18,4.99844e+10,5.37164e+06,4.97201e+54
0.00615147,3.23177e-11,5.98238e-12,1.29399e-08,0.446417,0.975672,0.780052,4.18879e+18,4.32728e+10,4.02594e+06,6.15887e+54
0.0031705,7.09695e-12,1.3357e-12,6.06381e-09,0.446417,0.991993,0.946914,4.18879e+18,9.2342e+10,1.83331e+07,1.66926e+54
0.00537445,2.08947e-10,3.88711e-11,3.29024e-08,0.446417,0.980534,0.200697,4.18879e+18,1.70184e+10,622692,1.02961e+55
0.0477081,1.6743e-11,1.7507e-12,9.31379e-09,0.446417,0.551125,0.879232,4.18879e+18,6.01199e+10,7.77095e+06,2.03152e+54
0.0165396,9.45697e-12,1.58885e-12,6.9998e-09,0.446417,0.885527,0.92989,4.18879e+18,7.99943e+10,1.3758e+07,1.94992e+54
0.0198417,1.98782e-10,3.20987e-11,3.20921e-08,0.446417,0.851101,0.216988,4.18879e+18,1.7448e+10,654533,9.19234e+54
0.0304529,3.49785e-11,4.87423e-12,1.3462e-08,0.446417,0.734473,0.764244,4.18879e+18,4.15943e+10,3.71969e+06,4.91634e+54
0.00838243,5.75231e-12,1.0475e-12,5.45922e-09,0.446417,0.959805,0.956751,4.18879e+18,1.02569e+11,2.26187e+07,1.32268e+54
0.00660818,7.31903e-10,1.35063e-10,6.15795e-08,0.446417,0.972643,0.00360505,4.18879e+18,9.09302e+09,177769,6.42615e+53
0.00427513,2.36476e-10,4.42699e-11,3.50028e-08,0.446417,0.98672,0.162425,4.18879e+18,1.59971e+10,550202,9.48998e+54
0.00537367,2.65091e-11,4.9316e-12,1.17194e-08,0.446417,0.980539,0.815668,4.18879e+18,4.77791e+10,4.90811e+06,5.3089e+54
0.0310311,1.87975e-11,2.59655e-12,9.8687e-09,0.446417,0.72806,0.865463,4.18879e+18,5.67394e+10,6.92162e+06,2.96585e+54
0.00103676,4.62765e-11,8.76624e-12,1.54842e-08,0.446417,0.998444,0.700701,4.18879e+18,3.61622e+10,2.81156e+06,8.10681e+54
0.0217889,1.97069e-10,3.1039e-11,3.19535e-08,0.446417,0.830158,0.219862,4.18879e+18,1.75237e+10,660223,9.0066e+54
0.0169664,3.86437e-12,6.46054e-13,4.47455e-09,0.446417,0.881173,0.970734,4.18879e+18,1.2514e+11,3.3669e+07,8.277e+53
0.00370384,2.36787e-11,4.44566e-12,1.10761e-08,0.446417,0.989576,0.833607,4.18879e+18,5.0554e+10,5.49478e+06,4.89104e+54
0.00232886,2.21118e-11,4.17521e-12,1.07034e-08,0.446417,0.995235,0.843708,4.18879e+18,5.23146e+10,5.88416e+06,4.64916e+54
0.00370424,3.52927e-12,6.62617e-13,4.27614e-09,0.446417,0.989574,0.973239,4.18879e+18,1.30946e+11,3.68658e+07,8.5111e+53
0.0332664,1.17398e-10,1.56662e-11,2.46627e-08,0.446417,0.703352,0.40559,4.18879e+18,2.27041e+10,1.10827e+06,8.386e+54
0.0188977,9.86076e-12,1.61099e-12,7.14767e-09,0.446417,0.861103,0.927008,4.18879e+18,7.83393e+10,1.31947e+07,1.97098e+54
0.00411937,4.50331e-12,8.43739e-13,4.83031e-09,0.446417,0.987524,0.96598,4.18879e+18,1.15923e+11,2.8892e+07,1.07567e+54
0.083452,6.43015e-11,3.28706e-12,1.82524e-08,0.446417,0.269437,0.609959,4.18879e+18,3.06778e+10,2.02343e+06,2.64614e+54
0.00207798,5.41737e-11,1.02375e-11,1.67534e-08,0.446417,0.996042,0.659434,4.18879e+18,3.34226e+10,2.40171e+06,8.90985e+54
0.00358386,2.99194e-11,5.62054e-12,1.24505e-08,0.446417,0.990142,0.794567,4.18879e+18,4.49737e+10,4.34867e+06,5.89403e+54
0.00144551,2.19771e-12,4.16002e-13,3.37439e-09,0.446417,0.997692,0.983251,4.18879e+18,1.6594e+11,5.92023e+07,5.39838e+53
0.00116901,4.08142e-13,7.72982e-14,1.45417e-09,0.446417,0.998228,0.996868,4.18879e+18,3.85061e+11,3.18785e+08,1.01698e+53
0.0275748,2.38481e-10,3.46786e-11,3.51509e-08,0.446417,0.766443,0.159916,4.18879e+18,1.59297e+10,545576,7.31911e+54
0.0227646,1.50969e-10,2.34739e-11,2.79675e-08,0.446417,0.819537,0.313356,4.18879e+18,2.00213e+10,861829,9.70792e+54
0.00533081,1.66054e-12,3.08999e-13,2.93315e-09,0.446417,0.980796,0.987318,4.18879e+18,1.90902e+11,7.83536e+07,4.02641e+53
0.0384583,3.03519e-12,3.72482e-13,3.96554e-09,0.446417,0.646832,0.976939,4.18879e+18,1.41203e+11,4.2867e+07,4.8026e+53
0.00556406,1.38734e-12,2.57789e-13,2.68103e-09,0.446417,0.979383,0.989394,4.18879e+18,2.08854e+11,9.37832e+07,3.36618e+53
0.00611977,2.10397e-12,3.8955e-13,3.30164e-09,0.446417,0.975878,0.983959,4.18879e+18,1.69596e+11,6.184e+07,5.05876e+53
0.0162961,4.15727e-11,7.00402e-12,1.46762e-08,0.446417,0.887995,0.726484,4.18879e+18,3.81532e+10,3.12969e+06,6.71548e+54
0.00197214,8.1589e-11,1.54232e-11,2.05601e-08,0.446417,0.996358,0.534147,4.18879e+18,2.72345e+10,1.59469e+06,1.08728e+55
0.0113271,3.73077e-10,6.62098e-11,4.39652e-08,0.446417,0.935394,0.0568393,4.18879e+18,1.27361e+10,348746,4.96678e+54
0.0635786,4.77466e-10,3.69376e-11,4.97371e-08,0.446417,0.407753,0.0254619,4.18879e+18,1.12581e+10,272500,1.24126e+54
0.0131768,5.49765e-12,9.58048e-13,5.33701e-09,0.446417,0.918505,0.958624,4.18879e+18,1.04917e+11,2.36664e+07,1.2121e+54
0.00387883,5.89138e-10,1.10516e-10,5.52482e-08,0.446417,0.988729,0.0108014,4.18879e+18,1.01351e+10,220847,1.57546e+54
0.0794794,3.01835e-10,1.68092e-11,3.95452e-08,0.446417,0.293528,0.0982216,4.18879e+18,1.41596e+10,431062,2.179e+54
0.00994997,7.06563e-10,1.26981e-10,6.05041e-08,0.446417,0.947235,0.00437994,4.18879e+18,9.25464e+09,184144,7.34022e+53
0.0363144,2.44546e-12,3.10853e-13,3.55951e-09,0.446417,0.669987,0.981378,4.18879e+18,1.57309e+11,5.32045e+07,4.0262e+53
0.0244082,2.38976e-10,3.63403e-11,3.51874e-08,0.446417,0.801502,0.159311,4.18879e+18,1.59132e+10,544444,7.64081e+54
0.0044449,4.19115e-13,7.83899e-14,1.47359e-09,0.446417,0.985822,0.996784,4.18879e+18,3.79987e+11,3.10439e+08,1.03125e+53
0.00232779,4.46477e-12,8.43053e-13,4.8096e-09,0.446417,0.995238,0.966266,4.18879e+18,1.16422e+11,2.91413e+07,1.07512e+54
0.0145395,1.63325e-11,2.80573e-12,9.19889e-09,0.446417,0.905452,0.882025,4.18879e+18,6.08708e+10,7.9663e+06,3.26611e+54
0.00220179,6.99831e-10,1.322e-10,6.02152e-08,0.446417,0.995654,0.00461324,4.18879e+18,9.29905e+09,185915,8.04897e+53
0.00100942,1.01849e-10,1.92943e-11,2.29714e-08,0.446417,0.998486,0.457126,4.18879e+18,2.43757e+10,1.27747e+06,1.16404e+55
0.0850595,4.73363e-10,2.33654e-11,4.9523e-08,0.446417,0.260166,0.02627,4.18879e+18,1.13068e+10,274862,8.10095e+53
0.0153598,2.72987e-12,4.64781e-13,3.7608e-09,0.446417,0.897382,0.979236,4.18879e+18,1.48889e+11,4.76614e+07,6.00674e+53
0.00302985,3.43069e-12,6.46069e-13,4.216e-09,0.446417,0.992586,0.973977,4.18879e+18,1.32814e+11,3.79251e+07,8.30483e+53
0.0115957,8.93218e-10,1.58114e-10,6.80281e-08,0.446417,0.933007,0.00104325,4.18879e+18,8.23107e+09,145664,2.17703e+53
0.00265553,2.156e-10,4.06624e-11,3.34221e-08,0.446417,0.994068,0.190695,4.18879e+18,1.67537e+10,603476,1.02338e+55
0.064039,4.80956e-10,3.68679e-11,4.99186e-08,0.446417,0.404031,0.0247877,4.18879e+18,1.12171e+10,270522,1.20611e+54
0.00397602,1.05155e-10,1.97162e-11,2.33413e-08,0.446417,0.988248,0.445653,4.18879e+18,2.39895e+10,1.23731e+06,1.15964e+55
0.0327434,2.88858e-10,3.88627e-11,3.86858e-08,0.446417,0.709119,0.108568,4.18879e+18,1.44741e+10,450427,5.56852e+54
0.015295,4.99133e-12,8.5042e-13,5.08531e-09,0.446417,0.898025,0.962362,4.18879e+18,1.1011e+11,2.60671e+07,1.08013e+54
0.00562761,3.42108e-12,6.35436e-13,4.21009e-09,0.446417,0.978992,0.974048,4.18879e+18,1.33e+11,3.80316e+07,8.16875e+53
0.00165999,1.88332e-11,3.56316e-12,9.87807e-09,0.446417,0.997197,0.865239,4.18879e+18,5.66856e+10,6.9085e+06,4.06888e+54
0.00463375,3.28176e-12,6.13172e-13,4.12347e-09,0.446417,0.984797,0.975092,4.18879e+18,1.35794e+11,3.96462e+07,7.89099e+53
0.034836,4.25302e-10,5.53632e-11,4.69416e-08,0.446417,0.686113,0.0380366,4.18879e+18,1.19285e+10,305922,2.77924e+54
0.00612724,4.65876e-10,8.62527e-11,4.91297e-08,0.446417,0.975829,0.0278556,4.18879e+18,1.13973e+10,279279,3.17094e+54
0.0129959,6.69416e-12,1.16871e-12,5.88922e-09,0.446417,0.920201,0.949849,4.18879e+18,9.50795e+10,1.94362e+07,1.4651e+54
0.0218816,9.14345e-13,1.43838e-13,2.17653e-09,0.446417,0.829153,0.992997,4.18879e+18,2.57265e+11,1.42298e+08,1.88506e+53
0.0624868,6.0598e-11,4.7906e-12,1.7719e-08,0.446417,0.41668,0.6276,4.18879e+18,3.16014e+10,2.14709e+06,3.96805e+54
0.00785537,3.04086e-12,5.5604e-13,3.96925e-09,0.446417,0.963785,0.976899,4.18879e+18,1.41071e+11,4.2787e+07,7.16901e+53
0.00539499,1.76271e-11,3.27882e-12,9.55653e-09,0.446417,0.98041,0.873295,4.18879e+18,5.85928e+10,7.3812e+06,3.77905e+54
0.0534378,2.43749e-11,2.29409e-12,1.12378e-08,0.446417,0.496065,0.82913,4.18879e+18,4.98268e+10,5.33783e+06,2.51037e+54
0.0107823,3.22383e-11,5.75046e-12,1.2924e-08,0.446417,0.94016,0.780526,4.18879e+18,4.33261e+10,4.03587e+06,5.9237e+54
0.0510541,5.3304e-10,5.24408e-11,5.2552e-08,0.446417,0.518538,0.0166123,4.18879e+18,1.0655e+10,244089,1.14975e+54
0.0626301,1.2175e-12,9.59777e-14,2.51157e-09,0.446417,0.4155,0.990684,4.18879e+18,2.22946e+11,1.06866e+08,1.2549e+53
0.0493511,9.04885e-12,9.18452e-13,6.84709e-09,0.446417,0.534976,0.932804,4.18879e+18,8.17784e+10,1.43786e+07,1.13071e+54
0.00474054,9.88859e-12,1.8465e-12,7.15775e-09,0.446417,0.984206,0.926813,4.18879e+18,7.8229e+10,1.31575e+07,2.25863e+54
0.0367575,2.39064e-10,3.01704e-11,3.51938e-08,0.446417,0.665177,0.159191,4.18879e+18,1.59103e+10,544245,6.33875e+54
0.0280555,4.07139e-11,5.87915e-12,1.45238e-08,0.446417,0.761102,0.731285,4.18879e+18,3.85535e+10,3.1957e+06,5.6742e+54
0.00830889,4.3657e-10,7.95464e-11,4.75594e-08,0.446417,0.960368,0.0348918,4.18879e+18,1.17736e+10,298027,3.66309e+54
0.00115916,7.44314e-10,1.40968e-10,6.20994e-08,0.446417,0.998245,0.00327746,4.18879e+18,9.01689e+09,174804,6.09766e+53
0.0798278,2.19756e-11,1.21473e-12,1.06704e-08,0.446417,0.291346,0.844551,4.18879e+18,5.24765e+10,5.92064e+06,1.35397e+54
0.001918,2.18123e-10,4.12394e-11,3.36171e-08,0.446417,0.996513,0.187034,4.18879e+18,1.66565e+10,596496,1.01797e+55
0.00715026,3.00576e-12,5.52534e-13,3.94627e-09,0.446417,0.968894,0.977162,4.18879e+18,1.41892e+11,4.32867e+07,7.12573e+53
0.00168539,1.08425e-10,2.05122e-11,2.37014e-08,0.446417,0.997134,0.434595,4.18879e+18,2.36249e+10,1.2e+06,1.17652e+55
0.0544644,6.70188e-12,6.18702e-13,5.89261e-09,0.446417,0.486582,0.949785,4.18879e+18,9.50248e+10,1.94139e+07,7.75551e+53
0.0431928,1.33697e-11,1.51408e-12,8.32281e-09,0.446417,0.596895,0.902332,4.18879e+18,6.72783e+10,9.73168e+06,1.80309e+54
0.0725311,2.99555e-11,1.93151e-12,1.2458e-08,0.446417,0.339852,0.7943,4.18879e+18,4.49466e+10,4.34342e+06,2.02481e+54
0.0931653,3.61347e-10,1.49043e-11,4.32685e-08,0.446417,0.217399,0.0621493,4.18879e+18,1.29411e+10,360068,1.22251e+54
0.0793063,7.57141e-12,4.23216e-13,6.26322e-09,0.446417,0.294616,0.943452,4.18879e+18,8.94019e+10,1.71843e+07,5.2697e+53
0.00374822,3.84696e-10,7.22109e-11,4.46446e-08,0.446417,0.989364,0.0519876,4.18879e+18,1.25423e+10,338213,4.95457e+54
0.00782211,5.95356e-12,1.08892e-12,5.5539e-09,0.446417,0.964032,0.955272,4.18879e+18,1.0082e+11,2.1854e+07,1.37287e+54
0.00548889,9.28832e-13,1.72672e-13,2.1937e-09,0.446417,0.979842,0.992886,4.18879e+18,2.5525e+11,1.40078e+08,2.26269e+53
0.0725672,1.07819e-11,6.94686e-13,7.47407e-09,0.446417,0.339597,0.920452,4.18879e+18,7.49182e+10,1.20674e+07,8.43905e+53
0.0291001,1.51426e-11,2.15326e-12,8.85746e-09,0.446417,0.749495,0.890123,4.18879e+18,6.32172e+10,8.5923e+06,2.52959e+54
0.00311577,1.05975e-12,1.99501e-13,2.34321e-09,0.446417,0.992226,0.991888,4.18879e+18,2.38964e+11,1.22773e+08,2.61162e+53
0.0289225,3.66978e-10,5.23214e-11,4.36043e-08,0.446417,0.751469,0.059557,4.18879e+18,1.28415e+10,354543,4.1126e+54
0.00143752,3.76859e-10,7.13364e-11,4.41874e-08,0.446417,0.997709,0.0552171,4.18879e+18,1.2672e+10,345247,5.19862e+54
0.0764,2.4995e-11,1.48615e-12,1.13798e-08,0.446417,0.313387,0.825174,4.18879e+18,4.92049e+10,5.20541e+06,1.6185e+54
0.0102627,4.69859e-12,8.42068e-13,4.93393e-09,0.446417,0.944607,0.96453,4.18879e+18,1.13488e+11,2.76912e+07,1.07193e+54
0.00134447,2.09004e-11,3.95704e-12,1.04061e-08,0.446417,0.997901,0.851601,4.18879e+18,5.38094e+10,6.22521e+06,4.44744e+54
0.00316568,1.41168e-12,2.65694e-13,2.70444e-09,0.446417,0.992013,0.989209,4.18879e+18,2.07046e+11,9.21667e+07,3.46875e+53
0.08761,1.26715e-10,5.91423e-12,2.56226e-08,0.446417,0.246003,0.377484,4.18879e+18,2.18535e+10,1.02679e+06,2.94646e+54
0.0036404,5.46995e-10,1.02729e-10,5.32355e-08,0.446417,0.989877,0.0149332,4.18879e+18,1.05182e+10,237862,2.02465e+54
0.0597398,3.11228e-11,2.59675e-12,1.26984e-08,0.446417,0.439767,0.787213,4.18879e+18,4.40956e+10,4.18051e+06,2.6979e+54
0.0317184,1.33609e-11,1.82628e-12,8.32008e-09,0.446417,0.720448,0.902396,4.18879e+18,6.73003e+10,9.73806e+06,2.17505e+54
0.00171018,1.62725e-10,3.07828e-11,2.9036e-08,0.446417,0.997072,0.28631,4.18879e+18,1.92845e+10,799568,1.16318e+55
0.0277374,1.34531e-12,1.95167e-13,2.6401e-09,0.446417,0.764636,0.989712,4.18879e+18,2.12092e+11,9.67133e+07,2.54929e+53
0.00842276,1.39702e-10,2.54316e-11,2.69036e-08,0.446417,0.959495,0.341723,4.18879e+18,2.0813e+10,931338,1.14697e+55
0.00860125,5.74842e-13,1.04495e-13,1.72577e-09,0.446417,0.958115,0.995591,4.18879e+18,3.2446e+11,2.26339e+08,1.37303e+53
0.01577,1.90296e-11,3.22517e-12,9.92944e-09,0.446417,0.893291,0.863927,4.18879e+18,5.63923e+10,6.8372e+06,3.67733e+54
0.056199,5.78625e-12,5.16884e-13,5.4753e-09,0.446417,0.470833,0.956494,4.18879e+18,1.02267e+11,2.24859e+07,6.52497e+53
0.00491509,2.74321e-12,5.11728e-13,3.76998e-09,0.446417,0.983223,0.979137,4.18879e+18,1.48527e+11,4.74297e+07,6.61281e+53
0.00371905,7.13129e-12,1.3388e-12,6.07846e-09,0.446417,0.989503,0.946664,4.18879e+18,9.21194e+10,1.82449e+07,1.67268e+54
0.00532566,8.68795e-12,1.61673e-12,6.70916e-09,0.446417,0.980826,0.935405,4.18879e+18,8.34596e+10,1.49758e+07,1.99591e+54
0.00315937,1.81345e-12,3.41321e-13,3.06522e-09,0.446417,0.99204,0.986159,4.18879e+18,1.82676e+11,7.1747e+07,4.44236e+53
