m_phi(GeV),sin_theta^2,Q_phi,C_phiN,G_phi,xi,P_esc,V_SN,F,lambda_phi,energy loss rate
0.00279205,5.36312e-13,1.01096e-13,1.66693e-09,0.446417,0.993544,0.995886,4.18879e+18,3.35913e+11,2.426e+08,1.32876e+53
0.00160982,4.89425e-10,9.26082e-11,5.03562e-08,0.446417,0.997319,0.0232451,4.18879e+18,1.11197e+10,265841,2.84109e+54
0.00127592,1.37175e-11,2.59746e-12,8.43038e-09,0.446417,0.998034,0.899937,4.18879e+18,6.64198e+10,9.48492e+06,3.08507e+54
0.014906,9.87841e-12,1.69028e-12,7.15407e-09,0.446417,0.901865,0.926883,4.18879e+18,7.82693e+10,1.31711e+07,2.06769e+54
0.0190124,8.2765e-13,1.35027e-13,2.07077e-09,0.446417,0.859893,0.993659,4.18879e+18,2.70403e+11,1.57203e+08,1.77076e+53
0.00410112,6.14721e-13,1.15185e-13,1.78463e-09,0.446417,0.987617,0.995286,4.18879e+18,3.13759e+11,2.11656e+08,1.51303e+53
0.0100578,1.51411e-11,2.71851e-12,8.85704e-09,0.446417,0.946333,0.89014,4.18879e+18,6.32202e+10,8.59312e+06,3.19369e+54
0.0140258,4.97105e-13,8.58662e-14,1.60485e-09,0.446417,0.910427,0.996186,4.18879e+18,3.48908e+11,2.61734e+08,1.12893e+53
0.00105323,4.72179e-10,8.94434e-11,4.9461e-08,0.446417,0.998419,0.0265402,4.18879e+18,1.13209e+10,275551,3.13297e+54
0.00433523,2.26601e-11,4.24077e-12,1.08353e-08,0.446417,0.986404,0.840159,4.18879e+18,5.16779e+10,5.7418e+06,4.7023e+54
0.00171818,1.56762e-11,2.96542e-12,9.01217e-09,0.446417,0.997052,0.88649,4.18879e+18,6.2132e+10,8.29982e+06,3.46948e+54
0.00400123,2.88112e-12,5.40133e-13,3.86358e-09,0.446417,0.988122,0.978099,4.18879e+18,1.44929e+11,4.51593e+07,6.97248e+53
0.0597056,8.66438e-11,7.23399e-12,2.11874e-08,0.446417,0.44006,0.513721,4.18879e+18,2.64281e+10,1.50166e+06,4.90467e+54
0.0102751,3.01099e-12,5.39562e-13,3.9497e-09,0.446417,0.944502,0.977123,4.18879e+18,1.41769e+11,4.32115e+07,6.95816e+53
0.0608465,7.3381e-10,5.9916e-11,6.16597e-08,0.446417,0.430359,0.00354867,4.18879e+18,9.0812e+09,177307,2.80616e+53
0.0574589,3.2053e-11,2.79504e-12,1.28868e-08,0.446417,0.459611,0.781606,4.18879e+18,4.34511e+10,4.0592e+06,2.88323e+54
0.00165615,1.26882e-12,2.40056e-13,2.56395e-09,0.446417,0.997207,0.990295,4.18879e+18,2.18391e+11,1.02544e+08,3.13748e+53
0.0155923,3.0545e-11,5.1871e-12,1.258e-08,0.446417,0.895067,0.790747,4.18879e+18,4.45108e+10,4.2596e+06,5.41335e+54
0.00151963,9.21077e-12,1.74321e-12,6.90808e-09,0.446417,0.997529,0.931655,4.18879e+18,8.10564e+10,1.41258e+07,2.14343e+54
0.00389781,1.41911e-11,2.66183e-12,8.57466e-09,0.446417,0.988636,0.896666,4.18879e+18,6.53022e+10,9.16841e+06,3.15003e+54
0.0164417,7.18881e-12,1.20913e-12,6.10292e-09,0.446417,0.886521,0.946244,4.18879e+18,9.17501e+10,1.80989e+07,1.51002e+54
0.00343555,8.67574e-11,1.63092e-11,2.12013e-08,0.446417,0.990823,0.513343,4.18879e+18,2.64108e+10,1.49969e+06,1.10495e+55
0.00715098,6.48816e-12,1.19268e-12,5.79789e-09,0.446417,0.968889,0.951355,4.18879e+18,9.65771e+10,2.00534e+07,1.49751e+54
0.00132748,8.90359e-12,1.68576e-12,6.79191e-09,0.446417,0.997934,0.933857,4.18879e+18,8.24428e+10,1.46131e+07,2.07769e+54
0.00425144,3.38819e-10,6.34372e-11,4.1898e-08,0.446417,0.986843,0.0739665,4.18879e+18,1.33645e+10,384009,6.19274e+54
0.00222208,4.96021e-11,9.36933e-12,1.6031e-08,0.446417,0.995588,0.683017,4.18879e+18,3.49289e+10,2.62306e+06,8.44585e+54
0.0574436,3.05274e-11,2.66279e-12,1.25763e-08,0.446417,0.459746,0.790826,4.18879e+18,4.45236e+10,4.26205e+06,2.77921e+54
0.0558494,8.65155e-12,7.78004e-13,6.69509e-09,0.446417,0.473979,0.935656,4.18879e+18,8.3635e+10,1.50388e+07,9.60731e+53
0.00266789,3.05812e-10,5.76738e-11,3.98049e-08,0.446417,0.994021,0.0953271,4.18879e+18,1.40672e+10,425456,7.25603e+54
0.00694464,4.7506e-13,8.7458e-14,1.56886e-09,0.446417,0.970335,0.996355,4.18879e+18,3.56912e+11,2.7388e+08,1.15005e+53
0.00629075,7.0907e-13,1.31134e-13,1.9167e-09,0.446417,0.974761,0.994565,4.18879e+18,2.9214e+11,1.83493e+08,1.72129e+53
0.00137049,1.6431e-10,3.11069e-11,2.9177e-08,0.446417,0.997848,0.282843,4.18879e+18,1.91913e+10,791854,1.1612e+55
0.0561411,1.9412e-10,1.73598e-11,3.17135e-08,0.446417,0.471353,0.22486,4.18879e+18,1.76563e+10,670253,5.15183e+54
0.0450649,1.86562e-10,2.04475e-11,3.10901e-08,0.446417,0.577681,0.238325,4.18879e+18,1.80104e+10,697404,6.43153e+54
0.00752626,2.9245e-11,5.36104e-12,1.23094e-08,0.446417,0.966202,0.798693,4.18879e+18,4.54893e+10,4.44894e+06,5.65109e+54
0.0787928,1.37859e-10,7.79081e-12,2.67256e-08,0.446417,0.297864,0.346502,4.18879e+18,2.09516e+10,943786,3.5628e+54
0.0242085,1.05654e-12,1.61106e-13,2.33966e-09,0.446417,0.803702,0.991912,4.18879e+18,2.39327e+11,1.23146e+08,2.10905e+53
0.00279538,4.04313e-10,7.62128e-11,4.57687e-08,0.446417,0.993531,0.0447122,4.18879e+18,1.22342e+10,321804,4.49735e+54
0.0106398,2.44762e-12,4.37161e-13,3.56108e-09,0.446417,0.941389,0.981363,4.18879e+18,1.5724e+11,5.31576e+07,5.66207e+53
0.00299738,4.27435e-13,8.05055e-14,1.48814e-09,0.446417,0.99272,0.99672,4.18879e+18,3.7627e+11,3.04396e+08,1.05902e+53
0.0343465,2.36171e-11,3.09837e-12,1.10617e-08,0.446417,0.691478,0.833985,4.18879e+18,5.062e+10,5.50912e+06,3.41032e+54
0.0214339,9.882e-10,1.56366e-10,7.15537e-08,0.446417,0.834004,0.000502596,4.18879e+18,7.82551e+09,131663,1.0372e+53
0.00321242,6.18118e-10,1.16313e-10,5.65907e-08,0.446417,0.991812,0.00864474,4.18879e+18,9.89463e+09,210493,1.32704e+54
0.0048941,3.56772e-11,6.65618e-12,1.35958e-08,0.446417,0.983342,0.760169,4.18879e+18,4.1185e+10,3.64685e+06,6.67788e+54
0.00770281,1.72417e-11,3.15643e-12,9.45146e-09,0.446417,0.964912,0.875885,4.18879e+18,5.92442e+10,7.54622e+06,3.64877e+54
0.00154599,6.52297e-10,1.23445e-10,5.81343e-08,0.446417,0.997469,0.00664782,4.18879e+18,9.63191e+09,199464,1.08307e+54
0.00356001,7.22971e-13,1.3583e-13,1.9354e-09,0.446417,0.990253,0.994459,4.18879e+18,2.89317e+11,1.79965e+08,1.78273e+53
0.00267586,1.01627e-12,1.91655e-13,2.29464e-09,0.446417,0.993991,0.992219,4.18879e+18,2.44023e+11,1.28026e+08,2.50976e+53
0.0699955,1.21795e-12,8.27561e-14,2.51203e-09,0.446417,0.35813,0.99068,4.18879e+18,2.22905e+11,1.06826e+08,1.08202e+53
0.00107459,1.74473e-12,3.30488e-13,3.00659e-09,0.446417,0.998385,0.98668,4.18879e+18,1.86239e+11,7.45728e+07,4.30363e+53
0.00139992,1.22039e-11,2.31028e-12,7.95167e-09,0.446417,0.997788,0.910467,4.18879e+18,7.04185e+10,1.06613e+07,2.77608e+54
0.0213663,3.00582e-10,4.76036e-11,3.94631e-08,0.446417,0.834735,0.0992216,4.18879e+18,1.41891e+10,432858,6.23376e+54
0.0564578,1.71587e-11,1.52523e-12,9.4287e-09,0.446417,0.468513,0.876423,4.18879e+18,5.93872e+10,7.5827e+06,1.76422e+54
0.0122786,1.02729e-11,1.80645e-12,7.29553e-09,0.446417,0.926836,0.924077,4.18879e+18,7.67516e+10,1.26652e+07,2.20312e+54
0.0310598,7.64674e-13,1.0558e-13,1.99043e-09,0.446417,0.727742,0.994139,4.18879e+18,2.81318e+11,1.7015e+08,1.38527e+53
0.006039,1.84788e-12,3.42318e-13,3.09418e-09,0.446417,0.976399,0.985898,4.18879e+18,1.80967e+11,7.04101e+07,4.45415e+53
0.011634,6.3456e-12,1.12286e-12,5.73385e-09,0.446417,0.932665,0.952397,4.18879e+18,9.76559e+10,2.05039e+07,1.4114e+54
0.0381174,4.10864e-12,5.07071e-13,4.6138e-09,0.446417,0.650493,0.968911,4.18879e+18,1.21363e+11,3.16673e+07,6.4842e+53
0.0166567,8.3004e-11,1.39266e-11,2.07376e-08,0.446417,0.884336,0.528352,4.18879e+18,2.70014e+10,1.56751e+06,9.71117e+54
0.0370283,4.71872e-12,5.92886e-13,4.94449e-09,0.446417,0.662243,0.964378,4.18879e+18,1.13246e+11,2.7573e+07,7.54609e+53
0.0366781,1.51955e-12,1.92018e-13,2.80587e-09,0.446417,0.666038,0.988387,4.18879e+18,1.99562e+11,8.56237e+07,2.5048e+53
0.00142852,2.15953e-12,4.08791e-13,3.34495e-09,0.446417,0.997728,0.983539,4.18879e+18,1.674e+11,6.02488e+07,5.30636e+53
0.072378,6.78651e-11,4.38981e-12,1.87514e-08,0.446417,0.340934,0.593489,4.18879e+18,2.98615e+10,1.91718e+06,3.43844e+54
0.0505751,3.8743e-10,3.84531e-11,4.48029e-08,0.446417,0.52313,0.0508809,4.18879e+18,1.24979e+10,335827,2.5822e+54
0.0216084,5.12149e-10,8.08553e-11,5.15119e-08,0.446417,0.832115,0.0195145,4.18879e+18,1.08702e+10,254046,2.08242e+54
0.0280869,1.30369e-11,1.88168e-12,8.21857e-09,0.446417,0.760754,0.904648,4.18879e+18,6.81315e+10,9.9801e+06,2.24662e+54
0.00194733,2.47461e-10,4.67823e-11,3.58066e-08,0.446417,0.99643,0.149276,4.18879e+18,1.5638e+10,525778,9.21674e+54
0.00104451,1.01886e-10,1.93003e-11,2.29756e-08,0.446417,0.998432,0.456996,4.18879e+18,2.43712e+10,1.27701e+06,1.16407e+55
0.00871452,1.33619e-10,2.42669e-11,2.63114e-08,0.446417,0.957231,0.358076,4.18879e+18,2.12814e+10,973731,1.14682e+55
0.0850801,1.8037e-11,8.89911e-13,9.66699e-09,0.446417,0.260049,0.870513,4.18879e+18,5.79233e+10,7.21349e+06,1.02241e+54
0.0334351,1.75878e-11,2.3408e-12,9.54586e-09,0.446417,0.701495,0.873547,4.18879e+18,5.86583e+10,7.39771e+06,2.6987e+54
0.0207796,1.73601e-12,2.77018e-13,2.99906e-09,0.446417,0.841061,0.986745,4.18879e+18,1.86706e+11,7.49474e+07,3.60759e+53
0.0153507,8.81754e-10,1.5014e-10,6.75901e-08,0.446417,0.897472,0.00113925,4.18879e+18,8.28441e+09,147558,2.25746e+53
0.0147913,2.94666e-12,5.04827e-13,3.90728e-09,0.446417,0.902991,0.977606,4.18879e+18,1.43308e+11,4.41549e+07,6.51343e+53
0.0324396,1.78036e-11,2.40661e-12,9.60425e-09,0.446417,0.712474,0.8721,4.18879e+18,5.83017e+10,7.30804e+06,2.76997e+54
0.00237469,8.45211e-11,1.5957e-11,2.09263e-08,0.446417,0.995079,0.522244,4.18879e+18,2.67579e+10,1.53937e+06,1.09984e+55
0.00261178,1.62447e-10,3.06427e-11,2.90111e-08,0.446417,0.994231,0.286921,4.18879e+18,1.9301e+10,800936,1.16036e+55
0.00143825,5.19155e-13,9.82719e-14,1.64005e-09,0.446417,0.997707,0.996018,4.18879e+18,3.41418e+11,2.50617e+08,1.29181e+53
0.00222598,8.56549e-12,1.61791e-12,6.66171e-09,0.446417,0.995576,0.936287,4.18879e+18,8.40541e+10,1.519e+07,1.99925e+54
0.025984,1.83164e-10,2.7248e-11,3.08056e-08,0.446417,0.78409,0.244656,4.18879e+18,1.81767e+10,710343,8.79823e+54
0.00597352,6.09596e-12,1.12976e-12,5.61992e-09,0.446417,0.976819,0.954227,4.18879e+18,9.96355e+10,2.13436e+07,1.42279e+54
0.00258145,2.85702e-11,5.38987e-12,1.21665e-08,0.446417,0.994343,0.80285,4.18879e+18,4.60234e+10,4.55403e+06,5.71105e+54
0.00183643,7.1069e-10,1.34397e-10,6.06806e-08,0.446417,0.99674,0.00424387,4.18879e+18,9.22773e+09,183075,7.52761e+53
0.0151246,1.36735e-12,2.33406e-13,2.66164e-09,0.446417,0.899711,0.989545,4.18879e+18,2.10376e+11,9.51544e+07,3.04825e+53
0.0184705,7.73686e-13,1.27059e-13,2.00213e-09,0.446417,0.86559,0.994071,4.18879e+18,2.79674e+11,1.68168e+08,1.66697e+53
0.0336222,6.30154e-11,8.36226e-12,1.8069e-08,0.446417,0.699435,0.616076,4.18879e+18,3.09893e+10,2.06472e+06,6.79926e+54
0.0197823,2.41292e-10,3.89919e-11,3.53574e-08,0.446417,0.851734,0.156506,4.18879e+18,1.58367e+10,539221,8.05398e+54
0.046649,4.6172e-12,4.92037e-13,4.89102e-09,0.446417,0.561682,0.965129,4.18879e+18,1.14484e+11,2.81793e+07,6.2674e+53
0.0138219,2.30902e-12,3.997e-13,3.45878e-09,0.446417,0.912384,0.982409,4.18879e+18,1.6189e+11,5.63483e+07,5.18239e+53
0.0181253,2.83515e-12,4.67545e-13,3.83264e-09,0.446417,0.869197,0.978444,4.18879e+18,1.46099e+11,4.58915e+07,6.03758e+53
0.00315069,7.27602e-11,1.36952e-11,1.94159e-08,0.446417,0.992077,0.57165,4.18879e+18,2.88395e+10,1.78819e+06,1.03324e+55
0.0135591,7.4966e-13,1.30125e-13,1.9708e-09,0.446417,0.91489,0.994255,4.18879e+18,2.84121e+11,1.73558e+08,1.70751e+53
0.080267,4.02248e-12,2.20264e-13,4.56517e-09,0.446417,0.288616,0.969548,4.18879e+18,1.22656e+11,3.23455e+07,2.81849e+53
0.00680248,4.01553e-11,7.40003e-12,1.44238e-08,0.446417,0.971318,0.734449,4.18879e+18,3.88207e+10,3.24015e+06,7.17296e+54
0.0663901,1.23751e-11,9.0491e-13,8.00727e-09,0.446417,0.385413,0.909249,4.18879e+18,6.99294e+10,1.05138e+07,1.0859e+54
0.00120252,4.89325e-13,9.26681e-14,1.59224e-09,0.446417,0.998169,0.996246,4.18879e+18,3.51671e+11,2.65895e+08,1.21843e+53
0.00348033,7.95219e-12,1.49459e-12,6.41879e-09,0.446417,0.99062,0.94071,4.18879e+18,8.72352e+10,1.63614e+07,1.85559e+54
0.00799567,9.20465e-13,1.6813e-13,2.1838e-09,0.446417,0.962739,0.99295,4.18879e+18,2.56408e+11,1.41352e+08,2.20331e+53
0.0056503,3.65562e-10,6.78901e-11,4.35201e-08,0.446417,0.978852,0.0602228,4.18879e+18,1.28663e+10,355916,5.39599e+54
0.00992268,5.20738e-12,9.36074e-13,5.19421e-09,0.446417,0.947463,0.960766,4.18879e+18,1.07802e+11,2.49856e+07,1.18695e+54
0.00134534,1.33043e-10,2.51888e-11,2.62546e-08,0.446417,0.997899,0.359677,4.18879e+18,2.13275e+10,977951,1.1957e+55
0.0186841,5.80292e-12,9.50521e-13,5.48318e-09,0.446417,0.863349,0.956377,4.18879e+18,1.0212e+11,2.24214e+07,1.19976e+54
0.00730852,4.10285e-12,7.53332e-13,4.61055e-09,0.446417,0.96777,0.968957,4.18879e+18,1.21449e+11,3.17119e+07,9.63374e+53
0.062677,2.71996e-12,2.1422e-13,3.75397e-09,0.446417,0.415115,0.979307,4.18879e+18,1.4916e+11,4.7835e+07,2.76875e+53
0.0100739,4.77575e-13,8.57339e-14,1.57301e-09,0.446417,0.946198,0.996336,4.18879e+18,3.55971e+11,2.72437e+08,1.12736e+53
0.00865528,7.89532e-13,1.43458e-13,2.02253e-09,0.446417,0.957694,0.99395,4.18879e+18,2.76854e+11,1.64793e+08,1.88189e+53
0.00157529,2.4771e-10,4.6875e-11,3.58246e-08,0.446417,0.997401,0.148992,4.18879e+18,1.56302e+10,525250,9.21738e+54
0.00237686,2.75452e-11,5.20031e-12,1.19463e-08,0.446417,0.995071,0.8092,4.18879e+18,4.68718e+10,4.72348e+06,5.55378e+54
0.0164871,2.84349e-12,4.78017e-13,3.83827e-09,0.446417,0.88606,0.978381,4.18879e+18,1.45885e+11,4.5757e+07,6.17241e+53
0.00660616,4.32611e-11,7.98336e-12,1.49713e-08,0.446417,0.972657,0.717125,4.18879e+18,3.74013e+10,3.00754e+06,7.55587e+54
0.0845874,8.31922e-12,4.14893e-13,6.56524e-09,0.446417,0.26286,0.938042,4.18879e+18,8.52892e+10,1.56396e+07,5.13644e+53
0.0352388,9.8788e-12,1.27771e-12,7.15421e-09,0.446417,0.681708,0.926875,4.18879e+18,7.82678e+10,1.31706e+07,1.56299e+54
0.0027384,7.5434e-13,1.42224e-13,1.97694e-09,0.446417,0.993753,0.994219,4.18879e+18,2.83238e+11,1.72481e+08,1.86621e+53
0.00555785,1.5681e-12,2.91389e-13,2.85034e-09,0.446417,0.979421,0.98802,4.18879e+18,1.96448e+11,8.29724e+07,3.79964e+53
0.0033182,2.59575e-12,4.88223e-13,3.66726e-09,0.446417,0.991349,0.980247,4.18879e+18,1.52687e+11,5.0124e+07,6.31623e+53
0.0018706,1.27885e-10,2.41819e-11,2.57407e-08,0.446417,0.996646,0.37422,4.18879e+18,2.17533e+10,1.01739e+06,1.19432e+55
0.0132176,1.47946e-10,2.57711e-11,2.76861e-08,0.446417,0.918121,0.320734,4.18879e+18,2.02248e+10,879437,1.09089e+55
0.00165056,4.29167e-13,8.11982e-14,1.49116e-09,0.446417,0.997221,0.996707,4.18879e+18,3.7551e+11,3.03167e+08,1.06811e+53
0.00900289,2.72467e-10,4.93658e-11,3.75722e-08,0.446417,0.954955,0.123168,4.18879e+18,1.49031e+10,477523,8.02468e+54
0.00952673,5.35703e-11,9.66296e-12,1.66599e-08,0.446417,0.950731,0.662492,4.18879e+18,3.36104e+10,2.42876e+06,8.44879e+54
0.00132547,8.77246e-10,1.66094e-10,6.74171e-08,0.446417,0.997938,0.00117982,4.18879e+18,8.30566e+09,148316,2.58628e+53
0.00147097,3.12484e-10,5.91464e-11,4.02368e-08,0.446417,0.997637,0.0905632,4.18879e+18,1.39162e+10,416372,7.06942e+54
0.00104556,4.37354e-10,8.28475e-11,4.76021e-08,0.446417,0.998431,0.0346856,4.18879e+18,1.1763e+10,297492,3.79256e+54
0.00422492,9.03572e-13,1.692e-13,2.16367e-09,0.446417,0.986981,0.993079,4.18879e+18,2.58794e+11,1.43994e+08,2.21763e+53
0.0186261,8.50994e-13,1.39492e-13,2.09977e-09,0.446417,0.863958,0.99348,4.18879e+18,2.66669e+11,1.52891e+08,1.82899e+53
0.00405018,1.6661e-10,3.12272e-11,2.93806e-08,0.446417,0.987876,0.277883,4.18879e+18,1.90583e+10,780921,1.14524e+55
0.034408,7.54484e-12,9.88856e-13,6.25223e-09,0.446417,0.690803,0.943654,4.18879e+18,8.95592e+10,1.72448e+07,1.23154e+54
0.00257646,4.21495e-11,7.95181e-12,1.47777e-08,0.446417,0.994362,0.723281,4.18879e+18,3.78912e+10,3.08685e+06,7.59061e+54
0.00243276,1.042e-12,1.96682e-13,2.3235e-09,0.446417,0.994877,0.992023,4.18879e+18,2.40991e+11,1.24865e+08,2.57508e+53
0.00492309,5.02768e-13,9.37838e-14,1.61396e-09,0.446417,0.983177,0.996143,4.18879e+18,3.46938e+11,2.58786e+08,1.23297e+53
0.0218521,4.32182e-12,6.80139e-13,4.73198e-09,0.446417,0.829473,0.967326,4.18879e+18,1.18332e+11,3.01052e+07,8.6831e+53
0.00117662,9.05797e-10,1.71547e-10,6.85054e-08,0.446417,0.998214,0.000947368,4.18879e+18,8.17372e+09,143641,2.1449e+53
0.00660681,2.24301e-12,4.13921e-13,3.40899e-09,0.446417,0.972652,0.982908,4.18879e+18,1.64255e+11,5.80066e+07,5.3695e+53
0.00269265,1.4735e-11,2.77864e-12,8.73744e-09,0.446417,0.993928,0.892926,4.18879e+18,6.40856e+10,8.82997e+06,3.27455e+54
0.00112759,2.80649e-10,5.31561e-11,3.81322e-08,0.446417,0.998298,0.115669,4.18879e+18,1.46843e+10,463602,8.11469e+54
0.0392799,1.76075e-12,2.13144e-13,3.02036e-09,0.446417,0.63804,0.986556,4.18879e+18,1.8539e+11,7.38944e+07,2.77523e+53
0.00116839,9.07227e-11,1.7182e-11,2.16804e-08,0.446417,0.998229,0.497937,4.18879e+18,2.58272e+10,1.43414e+06,1.12915e+55
0.0284107,4.0835e-12,5.86606e-13,4.59966e-09,0.446417,0.757156,0.969099,4.18879e+18,1.21736e+11,3.18622e+07,7.50272e+53
0.00128713,1.23071e-10,2.33034e-11,2.52515e-08,0.446417,0.998013,0.388328,4.18879e+18,2.21747e+10,1.05719e+06,1.19432e+55
0.00236928,4.51068e-10,8.51601e-11,4.83427e-08,0.446417,0.995097,0.0312148,4.18879e+18,1.15828e+10,288447,3.50834e+54
0.00170785,9.58784e-10,1.81375e-10,7.04806e-08,0.446417,0.997078,0.000630441,4.18879e+18,7.94465e+09,135703,1.50913e+53
0.0274803,9.05222e-10,1.31813e-10,6.84837e-08,0.446417,0.767492,0.000950931,4.18879e+18,8.17632e+09,143732,1.65428e+53
0.0017822,1.63887e-12,3.09969e-13,2.91394e-09,0.446417,0.996885,0.987483,4.18879e+18,1.9216e+11,7.93899e+07,4.03972e+53
0.00159729,1.67013e-10,3.16028e-11,2.94161e-08,0.446417,0.997349,0.277027,4.18879e+18,1.90353e+10,779038,1.15545e+55
0.0867753,2.15531e-11,1.02461e-12,1.05673e-08,0.446417,0.250565,0.847295,4.18879e+18,5.29884e+10,6.0367e+06,1.14577e+54
0.00137689,1.39019e-12,2.63186e-13,2.68378e-09,0.446417,0.997835,0.989372,4.18879e+18,2.0864e+11,9.3591e+07,3.43657e+53
0.00289667,3.60533e-12,6.79329e-13,4.32197e-09,0.446417,0.99313,0.97267,4.18879e+18,1.29558e+11,3.60881e+07,8.72066e+53
0.0061521,1.68555e-11,3.12013e-12,9.34503e-09,0.446417,0.975668,0.878489,4.18879e+18,5.99189e+10,7.71909e+06,3.61754e+54
0.0193673,5.0685e-12,8.23291e-13,5.12447e-09,0.446417,0.856141,0.961791,4.18879e+18,1.09269e+11,2.56702e+07,1.04505e+54
0.00623904,4.14416e-12,7.66681e-13,4.6337e-09,0.446417,0.975101,0.96865,4.18879e+18,1.20842e+11,3.13958e+07,9.80134e+53
0.00237594,4.76803e-12,9.00168e-13,4.97026e-09,0.446417,0.995074,0.964017,4.18879e+18,1.12659e+11,2.72878e+07,1.14528e+54
0.00248295,1.02053e-12,1.92595e-13,2.29944e-09,0.446417,0.9947,0.992187,4.18879e+18,2.43513e+11,1.27492e+08,2.52199e+53
0.0712444,1.5083e-12,9.98813e-14,2.79546e-09,0.446417,0.349034,0.988471,4.18879e+18,2.00305e+11,8.62622e+07,1.30302e+53
0.0179126,4.12067e-10,6.81272e-11,4.62055e-08,0.446417,0.871411,0.0421178,4.18879e+18,1.21186e+10,315748,3.78695e+54
0.00183251,1.21274e-11,2.29342e-12,7.92673e-09,0.446417,0.996751,0.911002,4.18879e+18,7.064e+10,1.07285e+07,2.75745e+54
0.00253632,2.28114e-10,4.30417e-11,3.43784e-08,0.446417,0.994508,0.173208,4.18879e+18,1.62877e+10,570370,9.83923e+54
0.0014364,1.14308e-11,2.16376e-12,7.69568e-09,0.446417,0.997711,0.915893,4.18879e+18,7.27608e+10,1.13824e+07,2.61552e+54
0.00764626,4.72994e-13,8.66281e-14,1.56544e-09,0.446417,0.965327,0.996371,4.18879e+18,3.5769e+11,2.75076e+08,1.13916e+53
0.00199578,1.24826e-11,2.35949e-12,8.04196e-09,0.446417,0.996289,0.908519,4.18879e+18,6.96278e+10,1.04233e+07,2.82915e+54
0.00578458,3.59611e-10,6.67278e-11,4.31644e-08,0.446417,0.978015,0.0630412,4.18879e+18,1.29724e+10,361806,5.55182e+54
0.0264966,5.7025e-10,8.42175e-11,5.43553e-08,0.446417,0.77841,0.0124846,4.18879e+18,1.03015e+10,228162,1.38765e+54
0.00291743,3.76487e-11,7.0933e-12,1.39664e-08,0.446417,0.993046,0.748739,4.18879e+18,4.00922e+10,3.45588e+06,7.00943e+54
0.00196101,4.66139e-12,8.81198e-13,4.91436e-09,0.446417,0.99639,0.964807,4.18879e+18,1.1394e+11,2.79122e+07,1.12206e+54
0.0553928,1.29318e-12,1.17305e-13,2.58845e-09,0.446417,0.47811,0.990108,4.18879e+18,2.16324e+11,1.00612e+08,1.53286e+53
0.00145135,2.03277e-12,3.84776e-13,3.24529e-09,0.446417,0.997679,0.984498,4.18879e+18,1.7254e+11,6.4006e+07,4.9995e+53
0.00624771,5.2481e-11,9.70856e-12,1.64896e-08,0.446417,0.975044,0.668065,4.18879e+18,3.39574e+10,2.47917e+06,8.56008e+54
0.00122163,4.83499e-10,9.15616e-11,5.00504e-08,0.446417,0.998134,0.0243286,4.18879e+18,1.11876e+10,269099,2.93991e+54
0.00933883,1.91806e-12,3.46535e-13,3.1524e-09,0.446417,0.952259,0.985366,4.18879e+18,1.77625e+11,6.78337e+07,4.50659e+53
0.0256232,7.43981e-10,1.11241e-10,6.20856e-08,0.446417,0.788085,0.00328417,4.18879e+18,9.01891e+09,174883,4.82161e+53
0.00339389,7.16452e-13,1.34708e-13,1.92665e-09,0.446417,0.991011,0.994509,4.18879e+18,2.90631e+11,1.81602e+08,1.7681e+53
0.00156057,4.86088e-11,9.19875e-12,1.58696e-08,0.446417,0.997435,0.688251,4.18879e+18,3.5284e+10,2.67666e+06,8.35563e+54
0.00329882,1.06329e-10,2.00007e-11,2.34712e-08,0.446417,0.991435,0.44165,4.18879e+18,2.38566e+10,1.22365e+06,1.16581e+55
0.00240271,2.4068e-11,4.54344e-12,1.11668e-08,0.446417,0.994982,0.831117,4.18879e+18,5.01435e+10,5.4059e+06,4.98369e+54
0.0124047,3.90605e-10,6.86004e-11,4.49861e-08,0.446417,0.92568,0.0496749,4.18879e+18,1.24471e+10,333097,4.49746e+54
0.00514423,7.33717e-11,1.36686e-11,1.94973e-08,0.446417,0.9819,0.568967,4.18879e+18,2.87191e+10,1.77329e+06,1.0264e+55
0.0382676,3.00957e-10,3.70508e-11,3.94877e-08,0.446417,0.648879,0.0989219,4.18879e+18,1.41802e+10,432319,4.83719e+54
0.00578255,1.03366e-10,1.91803e-11,2.31418e-08,0.446417,0.978028,0.451822,4.18879e+18,2.41962e+10,1.25873e+06,1.14374e+55
0.00185637,3.30826e-11,6.25586e-12,1.30921e-08,0.446417,0.996685,0.775483,4.18879e+18,4.27696e+10,3.93286e+06,6.4027e+54
0.00170184,1.19732e-10,2.26504e-11,2.49066e-08,0.446417,0.997093,0.39842,4.18879e+18,2.24817e+10,1.08667e+06,1.19103e+55
0.00422011,4.6276e-13,8.66571e-14,1.54841e-09,0.446417,0.987006,0.99645,4.18879e+18,3.61624e+11,2.8116e+08,1.13963e+53
0.0306088,4.47723e-10,6.2243e-11,4.81631e-08,0.446417,0.732744,0.0320165,4.18879e+18,1.1626e+10,290602,2.63007e+54
0.00162289,3.64595e-11,6.89859e-12,1.37441e-08,0.446417,0.997288,0.755615,4.18879e+18,4.07408e+10,3.5686e+06,6.87962e+54
0.0136228,1.85972e-12,3.22595e-13,3.10408e-09,0.446417,0.914285,0.985807,4.18879e+18,1.8039e+11,6.99618e+07,4.19714e+53
