m_phi(GeV),sin_theta^2,Q_phi,C_phiN,G_phi,xi,P_esc,V_SN,lambda_phi,energy loss rate
0.00367862,3.59084e-10,6.74259e-11,4.31328e-08,0.446417,0.989696,0.0430111,4.18879e+18,317837,3.82746e+54
0.0603002,5.50086e-11,4.53977e-12,1.6882e-08,0.446417,0.434985,0.742329,4.18879e+18,3.35716e+06,4.44768e+54
0.00132358,2.47501e-10,4.68609e-11,3.58095e-08,0.446417,0.997942,0.112528,4.18879e+18,457761,6.95949e+54
0.112059,7.81486e-11,2.08409e-12,2.0122e-08,0.446417,0.140561,0.740763,4.18879e+18,3.33534e+06,2.03751e+54
0.00424367,9.8595e-11,1.84608e-11,2.26015e-08,0.446417,0.986884,0.422421,4.18879e+18,1.16044e+06,1.0292e+55
0.0625613,8.6131e-11,6.7991e-12,2.11246e-08,0.446417,0.416067,0.632466,4.18879e+18,2.18351e+06,5.67535e+54
0.0700168,1.92124e-12,1.30485e-13,3.155e-09,0.446417,0.357973,0.990402,4.18879e+18,1.03723e+08,1.70559e+53
0.0111882,1.09283e-10,1.94197e-11,2.3795e-08,0.446417,0.936619,0.400609,4.18879e+18,1.09321e+06,1.02676e+55
0.0787247,5.84163e-10,3.30607e-11,5.50144e-08,0.446417,0.298297,0.0637692,4.18879e+18,363479,2.78245e+54
0.0172987,6.49457e-10,1.08157e-10,5.80076e-08,0.446417,0.877761,0.00566671,4.18879e+18,193317,8.08891e+53
0.0046122,8.14739e-13,1.52246e-13,2.05456e-09,0.446417,0.984915,0.992916,4.18879e+18,1.40672e+08,1.99509e+53
0.00105823,2.7537e-11,5.21621e-12,1.19445e-08,0.446417,0.998411,0.78415,4.18879e+18,4.11261e+06,5.39831e+54
0.0162285,1.17339e-12,1.97841e-13,2.46565e-09,0.446417,0.888679,0.990612,4.18879e+18,1.06021e+08,2.58656e+53
0.0131449,1.13416e-12,1.9771e-13,2.42408e-09,0.446417,0.918804,0.990692,4.18879e+18,1.06938e+08,2.58506e+53
0.107476,5.00511e-11,1.48677e-12,1.61034e-08,0.446417,0.156567,0.821175,4.18879e+18,5.07965e+06,1.61132e+54
0.0547498,1.90701e-11,1.75104e-12,9.93999e-09,0.446417,0.483967,0.897488,4.18879e+18,9.24843e+06,2.0741e+54
0.0146887,2.14318e-10,3.67581e-11,3.33226e-08,0.446417,0.903995,0.174612,4.18879e+18,573032,8.47092e+54
0.0409931,4.71139e-10,5.5409e-11,4.94065e-08,0.446417,0.619872,0.0489662,4.18879e+18,331555,3.5808e+54
0.0154712,1.01919e-12,1.73311e-13,2.29794e-09,0.446417,0.896274,0.991788,4.18879e+18,1.21284e+08,2.26856e+53
0.027278,7.75592e-10,1.13268e-10,6.33908e-08,0.446417,0.769738,0.00354387,4.18879e+18,177243,5.2977e+53
0.0416569,5.83583e-12,6.78605e-13,5.49871e-09,0.446417,0.612895,0.963541,4.18879e+18,2.693e+07,8.62961e+53
0.104866,3.87603e-10,1.22362e-11,4.48129e-08,0.446417,0.166392,0.212634,4.18879e+18,646409,3.43387e+54
0.00521739,7.84552e-13,1.46092e-13,2.01614e-09,0.446417,0.981469,0.993198,4.18879e+18,1.46526e+08,1.91499e+53
0.00866491,1.32248e-11,2.40276e-12,8.27759e-09,0.446417,0.957619,0.893419,4.18879e+18,8.87342e+06,2.83315e+54
0.00649564,6.35219e-11,1.17312e-11,1.81414e-08,0.446417,0.973401,0.577688,4.18879e+18,1.82246e+06,8.94419e+54
0.105439,4.29793e-10,1.33884e-11,4.71888e-08,0.446417,0.164188,0.180657,4.18879e+18,584848,3.19218e+54
0.0965793,2.83292e-11,1.08181e-12,1.21151e-08,0.446417,0.201274,0.888001,4.18879e+18,8.42433e+06,1.26785e+54
0.0246344,6.83434e-13,1.03604e-13,1.88173e-09,0.446417,0.799009,0.994917,4.18879e+18,1.96255e+08,1.3604e+53
0.043477,7.52357e-10,8.4783e-11,6.24341e-08,0.446417,0.593958,0.00900829,4.18879e+18,212372,1.00799e+54
0.0164728,8.97963e-13,1.50981e-13,2.15694e-09,0.446417,0.886205,0.992822,4.18879e+18,1.38829e+08,1.97832e+53
0.00149428,4.09103e-13,7.74304e-14,1.45588e-09,0.446417,0.997585,0.996397,4.18879e+18,2.77027e+08,1.01823e+53
0.0145275,1.61455e-10,2.77397e-11,2.89225e-08,0.446417,0.905569,0.268079,4.18879e+18,759642,9.81451e+54
0.0119788,1.22497e-12,2.16039e-13,2.51925e-09,0.446417,0.929563,0.989859,4.18879e+18,9.8114e+07,2.82234e+53
0.107113,3.14755e-11,9.42953e-13,1.27702e-08,0.446417,0.157902,0.883248,4.18879e+18,8.06119e+06,1.0992e+54
0.00556467,4.22371e-10,7.84827e-11,4.67796e-08,0.446417,0.979379,0.0255392,4.18879e+18,272667,2.64537e+54
0.00304583,2.75472e-10,5.18734e-11,3.77788e-08,0.446417,0.99252,0.0889464,4.18879e+18,413274,6.08944e+54
0.00896972,4.34535e-11,7.8751e-12,1.50045e-08,0.446417,0.955219,0.69105,4.18879e+18,2.70613e+06,7.1824e+54
0.00419128,7.27991e-12,1.36345e-12,6.14147e-09,0.446417,0.987155,0.938339,4.18879e+18,1.57126e+07,1.68851e+54
0.127849,4.86223e-11,8.8629e-13,1.58718e-08,0.446417,0.0960753,0.841416,4.18879e+18,5.79765e+06,9.84216e+53
0.00213963,7.00409e-10,1.32335e-10,6.024e-08,0.446417,0.995851,0.00208999,4.18879e+18,162060,3.65026e+53
0.0532612,3.97229e-12,3.75097e-13,4.53659e-09,0.446417,0.497708,0.977443,4.18879e+18,4.38417e+07,4.83882e+53
0.131269,5.07228e-12,8.50011e-14,5.12638e-09,0.446417,0.0883268,0.982419,4.18879e+18,5.64417e+07,1.10211e+53
0.00270881,1.65951e-10,3.12922e-11,2.93224e-08,0.446417,0.993866,0.232366,4.18879e+18,685199,9.59648e+54
0.0821557,7.21314e-11,3.79235e-12,1.93318e-08,0.446417,0.277112,0.717567,4.18879e+18,3.01457e+06,3.59149e+54
0.0177008,3.88181e-12,6.43399e-13,4.48463e-09,0.446417,0.873609,0.969657,4.18879e+18,3.24565e+07,8.23384e+53
0.00253678,1.62847e-12,3.07268e-13,2.90469e-09,0.446417,0.994506,0.985773,4.18879e+18,6.97858e+07,3.99758e+53
0.00138377,7.43324e-10,1.40721e-10,6.20581e-08,0.446417,0.997821,0.00141562,4.18879e+18,152435,2.62911e+53
0.0096474,1.41747e-12,2.55417e-13,2.70999e-09,0.446417,0.949741,0.988073,4.18879e+18,8.33469e+07,3.33075e+53
0.188424,3.87344e-11,1.48433e-13,1.41664e-08,0.446417,0.0201978,0.891648,4.18879e+18,8.73828e+06,1.74673e+53
0.00104733,1.21301e-10,2.29779e-11,2.50693e-08,0.446417,0.998428,0.342626,4.18879e+18,933606,1.03904e+55
0.129965,7.7681e-11,1.34427e-12,2.00617e-08,0.446417,0.0912101,0.76092,4.18879e+18,3.66401e+06,1.34999e+54
0.00204644,4.88745e-13,9.23699e-14,1.59129e-09,0.446417,0.996138,0.995702,4.18879e+18,2.32185e+08,1.21385e+53
0.162368,2.03847e-11,1.55329e-13,1.02769e-08,0.446417,0.0401623,0.938396,4.18879e+18,1.57533e+07,1.92372e+53
0.00227749,5.21686e-12,9.85232e-13,5.19893e-09,0.446417,0.995407,0.955097,4.18879e+18,2.17666e+07,1.24191e+54
0.00317786,1.90813e-11,3.59113e-12,9.94291e-09,0.446417,0.991961,0.845755,4.18879e+18,5.9693e+06,4.00848e+54
0.0103697,5.1171e-12,9.16192e-13,5.14898e-09,0.446417,0.9437,0.957823,4.18879e+18,2.32069e+07,1.15818e+54
0.0208575,3.02136e-10,4.81644e-11,3.9565e-08,0.446417,0.840223,0.097099,4.18879e+18,428844,6.17226e+54
0.0375659,2.02658e-10,2.52396e-11,3.24034e-08,0.446417,0.656434,0.262059,4.18879e+18,746838,8.7294e+54
0.142961,1.05628e-09,1.32237e-11,7.39774e-08,0.446417,0.065985,0.0296439,4.18879e+18,284584,5.1736e+53
0.0491305,3.55564e-12,3.62346e-13,4.29208e-09,0.446417,0.537127,0.979058,4.18879e+18,4.72591e+07,4.68204e+53
0.139341,3.89819e-10,5.34484e-12,4.49408e-08,0.446417,0.0722674,0.267863,4.18879e+18,760089,1.88952e+54
0.00123853,6.16854e-11,1.16812e-11,1.78773e-08,0.446417,0.998104,0.580109,4.18879e+18,1.83642e+06,8.94335e+54
0.164177,2.15993e-11,1.57027e-13,1.05786e-08,0.446417,0.0383181,0.935167,4.18879e+18,1.49437e+07,1.93805e+53
0.00225619,9.62357e-12,1.81759e-12,7.06118e-09,0.446417,0.995477,0.918737,4.18879e+18,1.17988e+07,2.2039e+54
0.0106,5.26742e-12,9.41139e-13,5.22406e-09,0.446417,0.941731,0.956683,4.18879e+18,2.25824e+07,1.1883e+54
0.086062,3.77775e-11,1.82424e-12,1.39903e-08,0.446417,0.254519,0.844243,4.18879e+18,5.90937e+06,2.03261e+54
0.0020823,6.86946e-10,1.29814e-10,5.96583e-08,0.446417,0.996029,0.00235093,4.18879e+18,165210,4.02779e+53
0.00272662,2.58058e-12,4.8657e-13,3.65653e-09,0.446417,0.993798,0.977562,4.18879e+18,4.4066e+07,6.27759e+53
0.0111126,1.84335e-11,3.27799e-12,9.77269e-09,0.446417,0.937283,0.856939,4.18879e+18,6.47742e+06,3.70734e+54
0.00275517,7.72354e-10,1.45611e-10,6.32583e-08,0.446417,0.993688,0.00112346,4.18879e+18,147248,2.15903e+53
0.0134974,5.47821e-10,9.51513e-11,5.32757e-08,0.446417,0.915477,0.0110612,4.18879e+18,222020,1.38907e+54
0.0070387,5.28818e-12,9.72889e-13,5.23435e-09,0.446417,0.969679,0.955487,4.18879e+18,2.1962e+07,1.22685e+54
0.00232294,1.17674e-11,2.222e-12,7.80819e-09,0.446417,0.995255,0.901572,4.18879e+18,9.6511e+06,2.64392e+54
0.0285377,4.57839e-12,6.56472e-13,4.87041e-09,0.446417,0.755744,0.967618,4.18879e+18,3.03816e+07,8.38347e+53
0.00179022,4.26259e-11,8.06192e-12,1.48609e-08,0.446417,0.996864,0.686689,4.18879e+18,2.66048e+06,7.30638e+54
0.0156252,5.75056e-12,9.76192e-13,5.45839e-09,0.446417,0.894739,0.9546,4.18879e+18,2.15235e+07,1.22987e+54
0.00456139,5.52704e-10,1.0331e-10,5.35126e-08,0.446417,0.985193,0.00803729,4.18879e+18,207314,1.09586e+54
0.0180557,9.25566e-13,1.52762e-13,2.18984e-09,0.446417,0.869922,0.992703,4.18879e+18,1.36544e+08,2.00142e+53
0.010576,3.92448e-10,7.01347e-11,4.50921e-08,0.446417,0.941937,0.0368858,4.18879e+18,303047,3.41426e+54
0.00249384,1.3272e-11,2.50461e-12,8.29235e-09,0.446417,0.994661,0.889761,4.18879e+18,8.56155e+06,2.94115e+54
0.00444587,5.44739e-11,1.01886e-11,1.67998e-08,0.446417,0.985817,0.621465,4.18879e+18,2.1023e+06,8.35669e+54
0.00183753,4.26595e-11,8.06723e-12,1.48668e-08,0.446417,0.996737,0.686516,4.18879e+18,2.65869e+06,7.30935e+54
0.00491329,4.99923e-11,9.32585e-12,1.60939e-08,0.446417,0.983233,0.646906,4.18879e+18,2.29596e+06,7.9622e+54
0.0819335,9.85329e-10,5.20535e-11,7.14497e-08,0.446417,0.278445,0.0106675,4.18879e+18,220348,7.32848e+53
0.00310373,5.98934e-13,1.12756e-13,1.76157e-09,0.446417,0.992277,0.994754,4.18879e+18,1.90121e+08,1.48034e+53
0.0772609,1.57849e-10,9.21592e-12,2.85976e-08,0.446417,0.307729,0.471662,4.18879e+18,1.33129e+06,5.73685e+54
0.111081,3.26379e-11,8.90756e-13,1.30038e-08,0.446417,0.14385,0.881634,4.18879e+18,7.94452e+06,1.03646e+54
0.0481815,1.52833e-10,1.5845e-11,2.81396e-08,0.446417,0.546443,0.399577,4.18879e+18,1.09034e+06,8.35594e+54
0.00401713,4.21281e-12,7.89726e-13,4.67192e-09,0.446417,0.988042,0.963812,4.18879e+18,2.71308e+07,1.00455e+54
0.0617468,2.15165e-11,1.72603e-12,1.05583e-08,0.446417,0.422811,0.891193,4.18879e+18,8.68375e+06,2.03013e+54
0.0215646,2.00677e-12,3.16999e-13,3.22447e-09,0.446417,0.832589,0.984727,4.18879e+18,6.49807e+07,4.11981e+53
0.0037871,5.64062e-10,1.05859e-10,5.40596e-08,0.446417,0.989176,0.00715427,4.18879e+18,202430,9.99535e+53
0.00159879,1.01332e-11,1.91743e-12,7.24573e-09,0.446417,0.997345,0.914487,4.18879e+18,1.11867e+07,2.3142e+54
0.00123962,5.93809e-12,1.12448e-12,5.54668e-09,0.446417,0.998102,0.948931,4.18879e+18,1.90769e+07,1.40828e+54
0.0411277,3.45724e-12,4.05663e-13,4.23228e-09,0.446417,0.618454,0.978134,4.18879e+18,4.52386e+07,5.23682e+53
0.00788455,1.15351e-10,2.10878e-11,2.44467e-08,0.446417,0.963568,0.372312,4.18879e+18,1.01215e+06,1.03619e+55
0.061566,4.20555e-10,3.38567e-11,4.66789e-08,0.446417,0.42432,0.104892,4.18879e+18,443635,4.68695e+54
0.00286196,6.92626e-10,1.30525e-10,5.99044e-08,0.446417,0.993269,0.00226991,4.18879e+18,164258,3.91027e+53
0.00378086,1.44292e-12,2.70806e-13,2.7342e-09,0.446417,0.989206,0.987442,4.18879e+18,7.91309e+07,3.52918e+53
0.0428025,6.02747e-12,6.87221e-13,5.58826e-09,0.446417,0.600942,0.96275,4.18879e+18,2.63471e+07,8.73199e+53
0.00675065,7.7593e-12,1.43045e-12,6.34046e-09,0.446417,0.971674,0.935263,4.18879e+18,1.49419e+07,1.76567e+54
0.00114947,9.66289e-12,1.83012e-12,7.0756e-09,0.446417,0.998261,0.918225,4.18879e+18,1.17216e+07,2.21785e+54
0.0012324,2.12226e-12,4.01891e-13,3.31596e-09,0.446417,0.998115,0.98144,4.18879e+18,5.33764e+07,5.20566e+53
0.0946917,9.91266e-10,3.95054e-11,7.16646e-08,0.446417,0.210057,0.0149278,4.18879e+18,237991,7.78318e+53
0.0203703,8.52044e-10,1.36672e-10,6.64417e-08,0.446417,0.845454,0.00135309,4.18879e+18,151403,2.44067e+53
0.157674,1.4217e-09,1.22313e-11,8.58249e-08,0.446417,0.0453459,0.0111392,4.18879e+18,222703,1.79817e+53
0.00991315,2.22564e-10,4.00113e-11,3.39576e-08,0.446417,0.947542,0.15253,4.18879e+18,531820,8.05454e+54
0.194009,4.76761e-11,1.57254e-13,1.57166e-08,0.446417,0.0173849,0.868861,4.18879e+18,7.12974e+06,1.80325e+53
0.0183992,8.08061e-10,1.32819e-10,6.47041e-08,0.446417,0.866337,0.00170351,4.18879e+18,156871,2.98612e+53
0.00132853,8.22128e-11,1.55657e-11,2.06386e-08,0.446417,0.997932,0.484015,4.18879e+18,1.3781e+06,9.94334e+54
0.00569521,6.0288e-12,1.11932e-12,5.58888e-09,0.446417,0.978573,0.949032,4.18879e+18,1.91162e+07,1.40197e+54
0.00120737,2.19005e-12,4.14747e-13,3.3685e-09,0.446417,0.99816,0.980852,4.18879e+18,5.17222e+07,5.36897e+53
0.101221,9.27856e-12,3.18669e-13,6.93346e-09,0.446417,0.181022,0.962862,4.18879e+18,2.64425e+07,4.04956e+53
0.0109381,4.58828e-11,8.17251e-12,1.54182e-08,0.446417,0.938808,0.680598,4.18879e+18,2.59895e+06,7.3409e+54
0.0433142,3.12699e-10,3.53377e-11,4.02506e-08,0.446417,0.595639,0.140814,4.18879e+18,510219,6.56731e+54
0.0537171,7.71474e-12,7.22293e-13,6.32223e-09,0.446417,0.493473,0.956821,4.18879e+18,2.26618e+07,9.12112e+53
0.0018466,5.14763e-12,9.73433e-13,5.16432e-09,0.446417,0.996712,0.955629,4.18879e+18,2.20336e+07,1.22772e+54
0.00204025,6.0575e-13,1.14485e-13,1.77156e-09,0.446417,0.996156,0.994676,4.18879e+18,1.87333e+08,1.50292e+53
0.0620639,2.4172e-11,1.92696e-12,1.11909e-08,0.446417,0.420176,0.878901,4.18879e+18,7.74948e+06,2.2352e+54
0.0977892,1.49133e-10,5.54046e-12,2.77969e-08,0.446417,0.195814,0.537539,4.18879e+18,1.61203e+06,3.9306e+54
0.00113733,3.96502e-10,7.50979e-11,4.53244e-08,0.446417,0.998282,0.0301746,4.18879e+18,285653,2.9907e+54
0.00287599,1.10248e-12,2.07751e-13,2.38999e-09,0.446417,0.993213,0.990357,4.18879e+18,1.03199e+08,2.71543e+53
0.0164877,1.73671e-10,2.91955e-11,2.99967e-08,0.446417,0.886054,0.248324,4.18879e+18,717905,9.5684e+54
0.0388029,3.39082e-11,4.1375e-12,1.32545e-08,0.446417,0.643139,0.801299,4.18879e+18,4.51497e+06,4.37559e+54
0.00673075,1.61766e-12,2.98261e-13,2.89503e-09,0.446417,0.97181,0.986142,4.18879e+18,7.16626e+07,3.88185e+53
0.00240808,4.69982e-10,8.87192e-11,4.93458e-08,0.446417,0.994963,0.0159665,4.18879e+18,241707,1.86952e+54
0.168684,1.26292e-10,8.16272e-13,2.55799e-08,0.446417,0.0340666,0.678868,4.18879e+18,2.58633e+06,7.31347e+53
0.159524,1.42753e-10,1.1709e-12,2.71958e-08,0.446417,0.0432322,0.638258,4.18879e+18,2.23066e+06,9.86328e+53
0.00103505,4.10802e-11,7.78192e-12,1.4589e-08,0.446417,0.998447,0.695757,4.18879e+18,2.75669e+06,7.14576e+54
0.00557418,3.1965e-12,5.93921e-13,4.06956e-09,0.446417,0.979321,0.972627,4.18879e+18,3.60308e+07,7.62393e+53
0.00497045,2.74492e-11,5.11883e-12,1.19254e-08,0.446417,0.982907,0.787351,4.18879e+18,4.18274e+06,5.31915e+54
0.00193199,5.60648e-13,1.05995e-13,1.70433e-09,0.446417,0.996474,0.99507,4.18879e+18,2.02346e+08,1.39201e+53
0.00908195,8.81302e-12,1.59569e-12,6.75728e-09,0.446417,0.954325,0.927844,4.18879e+18,1.3353e+07,1.95402e+54
0.00406138,7.65642e-10,1.43493e-10,6.29829e-08,0.446417,0.987819,0.00123402,4.18879e+18,149312,2.337e+53
0.0297347,6.00783e-10,8.46274e-11,5.57915e-08,0.446417,0.742446,0.0139621,4.18879e+18,234142,1.55943e+54
0.00487213,3.8289e-11,7.14435e-12,1.40847e-08,0.446417,0.983467,0.716298,4.18879e+18,2.99712e+06,6.75399e+54
0.00144974,2.32496e-10,4.40085e-11,3.4707e-08,0.446417,0.997683,0.128525,4.18879e+18,487418,7.46496e+54
0.0120486,2.87693e-12,5.07039e-13,3.86077e-09,0.446417,0.92893,0.976359,4.18879e+18,4.17983e+07,6.53362e+53
0.0121666,3.7849e-12,6.66291e-13,4.4283e-09,0.446417,0.927857,0.969042,4.18879e+18,3.18001e+07,8.52139e+53
0.0658633,1.50437e-10,1.11178e-11,2.79181e-08,0.446417,0.389527,0.458584,4.18879e+18,1.28314e+06,6.72888e+54
0.00137604,3.14082e-11,5.94608e-12,1.27565e-08,0.446417,0.997837,0.757906,4.18879e+18,3.60757e+06,5.94771e+54
0.145675,3.63398e-11,4.24808e-13,1.37215e-08,0.446417,0.0616143,0.887096,4.18879e+18,8.35838e+06,4.97355e+53
0.00173077,3.14157e-12,5.94263e-13,4.03443e-09,0.446417,0.997019,0.972674,4.18879e+18,3.60934e+07,7.62868e+53
0.121175,1.44917e-09,3.10746e-11,8.66501e-08,0.446417,0.11302,0.0049337,4.18879e+18,188448,2.0234e+53
0.0153544,2.81183e-12,4.78764e-13,3.81684e-09,0.446417,0.897435,0.977487,4.18879e+18,4.39185e+07,6.1764e+53
0.00469012,5.03705e-13,9.40837e-14,1.61547e-09,0.446417,0.984486,0.995616,4.18879e+18,2.27622e+08,1.23626e+53
0.00286427,5.14088e-10,9.68789e-11,5.16093e-08,0.446417,0.99326,0.0109035,4.18879e+18,221306,1.39411e+54
0.00398982,3.80414e-10,7.13216e-11,4.43954e-08,0.446417,0.988179,0.0358383,4.18879e+18,300418,3.37344e+54
0.0115487,4.42114e-13,7.82968e-14,1.51348e-09,0.446417,0.933427,0.996316,4.18879e+18,2.70955e+08,1.02954e+53
0.0141966,8.72138e-11,1.50374e-11,2.1257e-08,0.446417,0.90878,0.490146,4.18879e+18,1.40249e+06,9.72752e+54
0.00174777,7.70909e-10,1.4582e-10,6.31991e-08,0.446417,0.996976,0.00111544,4.18879e+18,147092,2.14667e+53
0.00154428,9.22159e-12,1.74516e-12,6.91214e-09,0.446417,0.997473,0.921862,4.18879e+18,1.22911e+07,2.12327e+54
0.0136539,1.24623e-11,2.16107e-12,8.03543e-09,0.446417,0.913989,0.902723,4.18879e+18,9.77184e+06,2.5747e+54
0.00455708,5.173e-12,9.66948e-13,5.17703e-09,0.446417,0.985216,0.955856,4.18879e+18,2.21498e+07,1.21983e+54
0.0264303,7.44275e-13,1.10022e-13,1.9637e-09,0.446417,0.779144,0.994557,4.18879e+18,1.83246e+08,1.44415e+53
0.122632,6.34455e-12,1.31333e-13,5.73337e-09,0.446417,0.109105,0.977174,4.18879e+18,4.33504e+07,1.69375e+53
0.00120479,1.62949e-11,3.08591e-12,9.18832e-09,0.446417,0.998165,0.866014,4.18879e+18,6.95148e+06,3.52706e+54
0.00151771,8.32155e-10,1.57493e-10,6.56616e-08,0.446417,0.997533,0.000647573,4.18879e+18,136198,1.34602e+53
0.077064,9.89953e-11,5.80395e-12,2.26473e-08,0.446417,0.309016,0.623778,4.18879e+18,2.11978e+06,4.77812e+54
0.0326594,6.92429e-12,9.32805e-13,5.98959e-09,0.446417,0.710047,0.95323,4.18879e+18,2.08802e+07,1.17353e+54
0.0121025,3.02532e-12,5.3291e-13,3.95909e-09,0.446417,0.928441,0.975165,4.18879e+18,3.97646e+07,6.85861e+53
0.0276689,4.89594e-12,7.1097e-13,5.03648e-09,0.446417,0.765397,0.965134,4.18879e+18,2.81809e+07,9.05613e+53
0.0078883,7.78585e-11,1.42333e-11,2.00846e-08,0.446417,0.96354,0.513311,4.18879e+18,1.49957e+06,9.64249e+54
0.00205555,1.14933e-10,2.1721e-11,2.44023e-08,0.446417,0.99611,0.363205,4.18879e+18,987378,1.0412e+55
0.00781119,3.64728e-10,6.67154e-11,4.34705e-08,0.446417,0.964113,0.0439147,4.18879e+18,319956,3.86669e+54
0.0419927,2.21859e-12,2.56504e-13,3.39038e-09,0.446417,0.60938,0.986022,4.18879e+18,7.10544e+07,3.33799e+53
0.00617457,4.00243e-11,7.4078e-12,1.44003e-08,0.446417,0.975522,0.707246,4.18879e+18,2.88708e+06,6.91454e+54
0.0393455,8.7642e-13,1.05977e-13,2.13091e-09,0.446417,0.637341,0.994319,4.18879e+18,1.75558e+08,1.39073e+53
0.106284,2.18685e-11,6.67951e-13,1.06443e-08,0.446417,0.160989,0.916994,4.18879e+18,1.1549e+07,8.08378e+53
0.00432956,5.44104e-13,1.01831e-13,1.679e-09,0.446417,0.986434,0.995258,4.18879e+18,2.10362e+08,1.33757e+53
0.00146763,1.38147e-11,2.61484e-12,8.46019e-09,0.446417,0.997644,0.885235,4.18879e+18,8.20333e+06,3.05498e+54
0.0388769,2.73749e-12,3.33619e-13,3.76605e-09,0.446417,0.642346,0.982287,4.18879e+18,5.59634e+07,4.32506e+53
0.0224694,6.87652e-12,1.07342e-12,5.96889e-09,0.446417,0.822758,0.94904,4.18879e+18,1.91203e+07,1.34449e+54
0.00674539,9.79836e-12,1.80642e-12,7.12502e-09,0.446417,0.97171,0.918956,4.18879e+18,1.18321e+07,2.19087e+54
0.00823935,1.10583e-11,2.01602e-12,7.56926e-09,0.446417,0.960899,0.909826,4.18879e+18,1.05821e+07,2.42078e+54
0.0104778,1.55517e-12,2.78173e-13,2.83856e-09,0.446417,0.942779,0.986999,4.18879e+18,7.64197e+07,3.62356e+53
0.0402302,9.4725e-13,1.12852e-13,2.21535e-09,0.446417,0.627934,0.993911,4.18879e+18,1.63758e+08,1.48033e+53
0.00317109,7.63409e-13,1.43679e-13,1.98879e-09,0.446417,0.99199,0.99332,4.18879e+18,1.49198e+08,1.88359e+53
0.00538774,2.12459e-12,3.95212e-13,3.31777e-09,0.446417,0.980454,0.981704,4.18879e+18,5.4156e+07,5.12052e+53
0.00954038,6.15594e-10,1.11027e-10,5.6475e-08,0.446417,0.950619,0.00543617,4.18879e+18,191772,7.96574e+53
0.130223,2.63171e-11,4.52531e-13,1.16769e-08,0.446417,0.0906321,0.911688,4.18879e+18,1.08277e+07,5.44501e+53
