m_phi(GeV),sin_theta^2,Q_phi,C_phiN,G_phi,xi,P_esc,V_SN,F,lambda_phi,energy loss rate
0.0666268,4.9059e-12,3.57024e-13,5.04161e-09,0.446417,0.383575,0.962987,4.18879e+18,1.11065e+11,2.6521e+07,4.53756e+53
0.0982483,2.49452e-11,9.17096e-13,1.13685e-08,0.446417,0.193776,0.825476,4.18879e+18,4.9254e+10,5.21581e+06,9.99133e+53
0.00982559,1.64524e-10,2.95999e-11,2.91961e-08,0.446417,0.94827,0.282366,4.18879e+18,1.91787e+10,790823,1.10308e+55
0.00143885,8.01723e-12,1.51759e-12,6.44498e-09,0.446417,0.997706,0.940241,4.18879e+18,8.68806e+10,1.62287e+07,1.88321e+54
0.210148,2.56221e-10,5.45342e-13,3.64348e-08,0.446417,0.0112183,0.13929,4.18879e+18,1.53684e+10,507802,1.00252e+53
0.0295781,6.54743e-13,9.24445e-14,1.84181e-09,0.446417,0.744185,0.99498,4.18879e+18,3.04018e+11,1.98718e+08,1.21394e+53
0.113949,8.36415e-11,2.13277e-12,2.08171e-08,0.446417,0.134398,0.525643,4.18879e+18,2.68983e+10,1.55556e+06,1.47958e+54
0.0390258,3.14831e-12,3.82734e-13,4.03876e-09,0.446417,0.640754,0.97609,4.18879e+18,1.38643e+11,4.13268e+07,4.93049e+53
0.00140865,7.37461e-11,1.39604e-11,1.9547e-08,0.446417,0.99777,0.567337,4.18879e+18,2.86461e+10,1.76429e+06,1.0453e+55
0.0381654,4.92754e-12,6.07655e-13,5.05271e-09,0.446417,0.649977,0.962831,4.18879e+18,1.1082e+11,2.64045e+07,7.72166e+53
0.00103926,2.13838e-12,4.05076e-13,3.32853e-09,0.446417,0.998441,0.983699,4.18879e+18,1.68226e+11,6.08447e+07,5.25899e+53
0.100836,7.85704e-11,2.72243e-12,2.01762e-08,0.446417,0.182629,0.546562,4.18879e+18,2.77527e+10,1.65596e+06,1.96381e+54
0.0250449,9.00139e-10,1.35681e-10,6.82911e-08,0.446417,0.794478,0.000988875,4.18879e+18,8.19937e+09,144544,1.77079e+53
0.0414882,1.30777e-11,1.5251e-12,8.23142e-09,0.446417,0.614665,0.90436,4.18879e+18,6.80252e+10,9.94898e+06,1.8203e+54
0.00117621,1.26696e-10,2.39948e-11,2.56207e-08,0.446417,0.998215,0.377657,4.18879e+18,2.18551e+10,1.02694e+06,1.19596e+55
0.0390846,1.94195e-11,2.35848e-12,1.00306e-08,0.446417,0.640126,0.861331,4.18879e+18,5.58234e+10,6.69993e+06,2.68106e+54
0.0210848,5.82634e-10,9.26087e-11,5.49424e-08,0.446417,0.837775,0.011352,4.18879e+18,1.01915e+10,223312,1.38748e+54
0.00341458,3.4323e-12,6.45286e-13,4.21699e-09,0.446417,0.990918,0.973964,4.18879e+18,1.32783e+11,3.79073e+07,8.29467e+53
0.00187259,1.44629e-10,2.73478e-11,2.73739e-08,0.446417,0.996641,0.329033,4.18879e+18,2.04554e+10,899610,1.18758e+55
0.00229817,4.30336e-13,8.12656e-14,1.49318e-09,0.446417,0.995338,0.996698,4.18879e+18,3.75e+11,3.02344e+08,1.06899e+53
0.0508332,2.87344e-12,2.83844e-13,3.85843e-09,0.446417,0.520653,0.978153,4.18879e+18,1.45122e+11,4.528e+07,3.66429e+53
0.00325571,6.85206e-12,1.28913e-12,5.95827e-09,0.446417,0.991624,0.948698,4.18879e+18,9.39776e+10,1.89884e+07,1.61409e+54
0.0844614,4.34514e-11,2.17296e-12,1.50042e-08,0.446417,0.263583,0.716008,4.18879e+18,3.73193e+10,2.99437e+06,2.05339e+54
0.00599992,2.0281e-10,3.758e-11,3.24156e-08,0.446417,0.97665,0.210389,4.18879e+18,1.72739e+10,641533,1.04348e+55
0.0695655,7.11085e-12,4.87441e-13,6.06974e-09,0.446417,0.361303,0.946801,4.18879e+18,9.22517e+10,1.82973e+07,6.09094e+53
0.0874154,3.58821e-10,1.68193e-11,4.3117e-08,0.446417,0.24706,0.0633724,4.18879e+18,1.29866e+10,362603,1.40674e+54
0.0179207,6.01266e-13,9.93978e-14,1.76499e-09,0.446417,0.871328,0.995389,4.18879e+18,3.1725e+11,2.16392e+08,1.30579e+53
0.00447056,5.60771e-13,1.0487e-13,1.70452e-09,0.446417,0.985684,0.995699,4.18879e+18,3.28505e+11,2.32019e+08,1.37811e+53
0.00981246,5.4775e-13,9.85583e-14,1.68462e-09,0.446417,0.948379,0.995799,4.18879e+18,3.32387e+11,2.37534e+08,1.29529e+53
0.00499715,2.97337e-12,5.54399e-13,3.92495e-09,0.446417,0.982753,0.977406,4.18879e+18,1.42663e+11,4.37582e+07,7.15156e+53
0.0029484,6.95837e-12,1.31084e-12,6.00431e-09,0.446417,0.992921,0.947924,4.18879e+18,9.3257e+10,1.86983e+07,1.63994e+54
0.00116207,6.2275e-11,1.17944e-11,1.79625e-08,0.446417,0.99824,0.619628,4.18879e+18,3.1173e+10,2.08927e+06,9.64522e+54
0.150998,2.02516e-10,2.06781e-12,3.23921e-08,0.446417,0.0538172,0.210672,4.18879e+18,1.72864e+10,642464,5.74938e+53
0.00405584,5.43403e-12,1.01845e-12,5.30604e-09,0.446417,0.987847,0.959095,4.18879e+18,1.0553e+11,2.39435e+07,1.28916e+54
0.0145827,1.69515e-12,2.91072e-13,2.96356e-09,0.446417,0.905031,0.987055,4.18879e+18,1.88943e+11,7.67538e+07,3.79181e+53
0.00588274,5.54641e-10,1.02852e-10,5.36063e-08,0.446417,0.977396,0.0140804,4.18879e+18,1.04455e+10,234583,1.91131e+54
0.123823,2.29265e-11,4.61053e-13,1.08988e-08,0.446417,0.105995,0.838372,4.18879e+18,5.13768e+10,5.67508e+06,5.10142e+53
0.00217834,2.06944e-11,3.90951e-12,1.03547e-08,0.446417,0.995729,0.85295,4.18879e+18,5.40766e+10,6.28719e+06,4.40098e+54
0.0109974,1.84015e-10,3.27582e-11,3.08771e-08,0.446417,0.938291,0.24308,4.18879e+18,1.81346e+10,707058,1.05093e+55
0.00521495,3.5626e-12,6.63405e-13,4.29628e-09,0.446417,0.981484,0.972989,4.18879e+18,1.30332e+11,3.65209e+07,8.51904e+53
0.127814,2.70967e-11,4.94346e-13,1.18486e-08,0.446417,0.0961579,0.811911,4.18879e+18,4.72581e+10,4.80166e+06,5.29716e+53
0.0291914,2.8568e-11,4.05685e-12,1.2166e-08,0.446417,0.748481,0.802846,4.18879e+18,4.60252e+10,4.55438e+06,4.29859e+54
0.183739,1.52572e-10,6.62606e-13,2.81156e-08,0.446417,0.0228903,0.30926,4.18879e+18,1.99158e+10,852774,2.70448e+53
0.0201333,1.35668e-10,2.18272e-11,2.65124e-08,0.446417,0.847989,0.352467,4.18879e+18,2.11201e+10,959026,1.01536e+55
0.0500737,4.67429e-10,4.68217e-11,4.92116e-08,0.446417,0.527963,0.0275094,4.18879e+18,1.13783e+10,278351,1.69993e+54
0.0313087,6.97699e-10,9.59678e-11,6.01234e-08,0.446417,0.724984,0.00468681,4.18879e+18,9.31324e+09,186483,5.93617e+53
0.00369403,6.17508e-12,1.15942e-12,5.65628e-09,0.446417,0.989623,0.953647,4.18879e+18,9.89951e+10,2.10701e+07,1.45926e+54
0.0617139,4.513e-12,3.62262e-13,4.83551e-09,0.446417,0.423086,0.965901,4.18879e+18,1.15798e+11,2.88299e+07,4.61805e+53
0.00370135,2.12603e-10,3.99164e-11,3.3189e-08,0.446417,0.989588,0.195138,4.18879e+18,1.68714e+10,611984,1.02801e+55
0.0197671,3.70548e-12,5.98907e-13,4.38159e-09,0.446417,0.851895,0.97192,4.18879e+18,1.27795e+11,3.51127e+07,7.68235e+53
0.0175809,3.74986e-12,6.22412e-13,4.40775e-09,0.446417,0.87485,0.971589,4.18879e+18,1.27036e+11,3.46971e+07,7.98113e+53
0.00421347,7.51645e-10,1.40759e-10,6.24045e-08,0.446417,0.987041,0.00309767,4.18879e+18,8.97282e+09,173100,5.7546e+53
0.00859729,7.35614e-10,1.33724e-10,6.17354e-08,0.446417,0.958145,0.00350354,4.18879e+18,9.07006e+09,176872,6.18331e+53
0.0236594,8.12654e-11,1.24847e-11,2.05193e-08,0.446417,0.809739,0.535451,4.18879e+18,2.72887e+10,1.60104e+06,8.82273e+54
0.0104365,6.29317e-11,1.12608e-11,1.80569e-08,0.446417,0.943131,0.616498,4.18879e+18,3.10099e+10,2.06747e+06,9.16231e+54
0.0171405,3.14369e-10,5.24504e-11,4.0358e-08,0.446417,0.879388,0.0892481,4.18879e+18,1.38744e+10,413875,6.17806e+54
0.00842613,1.80673e-10,3.28892e-11,3.05954e-08,0.446417,0.959469,0.249408,4.18879e+18,1.83016e+10,720137,1.0826e+55
0.0024209,1.14845e-12,2.16786e-13,2.43931e-09,0.446417,0.994919,0.991212,4.18879e+18,2.2955e+11,1.13291e+08,2.83596e+53
0.00518364,1.21462e-12,2.26221e-13,2.50859e-09,0.446417,0.981668,0.990708,4.18879e+18,2.23211e+11,1.0712e+08,2.95789e+53
0.0608111,1.07512e-10,8.78449e-12,2.36014e-08,0.446417,0.430657,0.437578,4.18879e+18,2.37251e+10,1.21019e+06,5.07313e+54
0.00182715,2.418e-12,4.57275e-13,3.53946e-09,0.446417,0.996765,0.981587,4.18879e+18,1.582e+11,5.38087e+07,5.92393e+53
0.0369885,2.58253e-12,3.24695e-13,3.6579e-09,0.446417,0.662675,0.980344,4.18879e+18,1.53078e+11,5.03805e+07,4.20105e+53
0.0446677,6.54888e-11,7.22798e-12,1.84201e-08,0.446417,0.58173,0.604462,4.18879e+18,3.03985e+10,1.98674e+06,5.7662e+54
0.0227707,5.32761e-10,8.28313e-11,5.25383e-08,0.446417,0.819471,0.016655,4.18879e+18,1.06578e+10,244217,1.82072e+54
0.0533863,6.43342e-11,6.06077e-12,1.8257e-08,0.446417,0.496543,0.609841,4.18879e+18,3.067e+10,2.0224e+06,4.87807e+54
0.00305829,2.54968e-11,4.80099e-12,1.14935e-08,0.446417,0.992468,0.82204,4.18879e+18,4.87183e+10,5.10297e+06,5.20868e+54
0.00512802,1.35069e-12,2.51648e-13,2.64537e-09,0.446417,0.981994,0.989672,4.18879e+18,2.11669e+11,9.63282e+07,3.28691e+53
0.00475563,1.37474e-11,2.56683e-12,8.43955e-09,0.446417,0.984122,0.899729,4.18879e+18,6.63476e+10,9.46431e+06,3.04798e+54
0.0560177,2.37115e-12,2.12548e-13,3.50501e-09,0.446417,0.472463,0.981937,4.18879e+18,1.59755e+11,5.48717e+07,2.75451e+53
0.00340919,5.30385e-10,9.97169e-11,5.2421e-08,0.446417,0.990943,0.0169667,4.18879e+18,1.06817e+10,245311,2.2329e+54
0.0259581,1.98261e-12,2.95047e-13,3.205e-09,0.446417,0.784377,0.984876,4.18879e+18,1.74709e+11,6.56253e+07,3.8351e+53
0.00525443,1.8714e-11,3.48398e-12,9.84676e-09,0.446417,0.98125,0.86603,4.18879e+18,5.68658e+10,6.9525e+06,3.9821e+54
0.155678,3.16943e-10,2.87059e-12,4.05229e-08,0.446417,0.0477376,0.0873782,4.18879e+18,1.3818e+10,410514,3.31037e+53
0.00111443,6.18604e-13,1.17169e-13,1.79026e-09,0.446417,0.99832,0.995257,4.18879e+18,3.12773e+11,2.10328e+08,1.53904e+53
0.00198014,1.7653e-11,3.33697e-12,9.56354e-09,0.446417,0.996334,0.873123,4.18879e+18,5.85499e+10,7.37039e+06,3.84531e+54
0.0459866,1.59273e-11,1.71743e-12,9.08407e-09,0.446417,0.568341,0.884764,4.18879e+18,6.16402e+10,8.16896e+06,2.00545e+54
0.089777,2.51609e-12,1.11937e-13,3.61055e-09,0.446417,0.234487,0.980841,4.18879e+18,1.55086e+11,5.17109e+07,1.44902e+53
0.0587075,1.19291e-12,1.01547e-13,2.48607e-09,0.446417,0.448673,0.990871,4.18879e+18,2.25232e+11,1.09069e+08,1.32797e+53
0.0144994,4.78818e-13,8.22909e-14,1.57505e-09,0.446417,0.905843,0.996326,4.18879e+18,3.55508e+11,2.7173e+08,1.08207e+53
0.00169192,1.39297e-12,2.63522e-13,2.68646e-09,0.446417,0.997118,0.989351,4.18879e+18,2.08432e+11,9.34045e+07,3.44089e+53
0.00467879,1.12337e-12,2.09841e-13,2.41252e-09,0.446417,0.984549,0.991403,4.18879e+18,2.32099e+11,1.1582e+08,2.74564e+53
0.00102667,4.84842e-13,9.18459e-14,1.58493e-09,0.446417,0.99846,0.996281,4.18879e+18,3.53293e+11,2.68354e+08,1.20766e+53
0.00346109,1.3207e-11,2.48244e-12,8.27203e-09,0.446417,0.990707,0.903474,4.18879e+18,6.76912e+10,9.85152e+06,2.96005e+54
0.043945,7.75331e-13,8.66626e-14,2.00426e-09,0.446417,0.589137,0.994058,4.18879e+18,2.79378e+11,1.67811e+08,1.13697e+53
0.00110705,1.1399e-11,2.1591e-12,7.685e-09,0.446417,0.998332,0.916117,4.18879e+18,7.2862e+10,1.14141e+07,2.61052e+54
0.00117987,4.70395e-10,8.90868e-11,4.93675e-08,0.446417,0.998209,0.0269064,4.18879e+18,1.13424e+10,276596,3.16354e+54
0.132334,5.83218e-10,9.51969e-12,5.49699e-08,0.446417,0.0860327,0.0112788,4.18879e+18,1.01864e+10,223089,1.41706e+53
0.0146589,4.59945e-12,7.89116e-13,4.8816e-09,0.446417,0.904287,0.965265,4.18879e+18,1.14705e+11,2.8288e+07,1.00529e+54
0.00685975,6.69738e-11,1.23373e-11,1.86278e-08,0.446417,0.970923,0.597643,4.18879e+18,3.00596e+10,1.94269e+06,9.73114e+54
0.0280781,6.50206e-12,9.38597e-13,5.8041e-09,0.446417,0.760851,0.95125,4.18879e+18,9.64739e+10,2.00105e+07,1.17836e+54
0.0780008,2.47608e-11,1.42311e-12,1.13264e-08,0.446417,0.302932,0.82666,4.18879e+18,4.94371e+10,5.25466e+06,1.55263e+54
0.00185482,6.58917e-12,1.246e-12,5.84285e-09,0.446417,0.99669,0.950617,4.18879e+18,9.5834e+10,1.97459e+07,1.56325e+54
0.00805783,4.82794e-10,8.81431e-11,5.00139e-08,0.446417,0.962272,0.0244584,4.18879e+18,1.11958e+10,269493,2.84525e+54
0.0969706,3.01941e-12,1.14283e-13,3.95522e-09,0.446417,0.199494,0.977052,4.18879e+18,1.41571e+11,4.3091e+07,1.47368e+53
0.0452091,7.38018e-11,8.06826e-12,1.95543e-08,0.446417,0.576214,0.567043,4.18879e+18,2.86353e+10,1.76296e+06,6.03808e+54
0.00527451,5.86487e-12,1.09173e-12,5.51237e-09,0.446417,0.981131,0.955924,4.18879e+18,1.01579e+11,2.21845e+07,1.37734e+54
0.00696054,3.10739e-10,5.72001e-11,4.01243e-08,0.446417,0.970225,0.0917811,4.18879e+18,1.39552e+10,418710,6.92874e+54
0.0165593,8.6213e-10,1.44812e-10,6.68338e-08,0.446417,0.885327,0.00132468,4.18879e+18,8.37816e+09,150916,2.53174e+53
0.067283,9.05545e-12,6.5031e-13,6.84959e-09,0.446417,0.378514,0.932752,4.18879e+18,8.17486e+10,1.43681e+07,8.00554e+53
0.00858245,1.04306e-12,1.89636e-13,2.32468e-09,0.446417,0.958261,0.992015,4.18879e+18,2.40869e+11,1.24738e+08,2.48281e+53
0.00996934,1.06369e-10,1.91129e-11,2.34756e-08,0.446417,0.947073,0.441507,4.18879e+18,2.38522e+10,1.22319e+06,1.1137e+55
0.00244755,4.26393e-11,8.04795e-12,1.48633e-08,0.446417,0.994825,0.720564,4.18879e+18,3.7673e+10,3.0514e+06,7.65353e+54
0.0369975,8.18581e-12,1.02903e-12,6.51239e-09,0.446417,0.662577,0.939016,4.18879e+18,8.59814e+10,1.58945e+07,1.27527e+54
0.106816,3.26871e-12,9.86074e-14,4.11527e-09,0.446417,0.159002,0.97518,4.18879e+18,1.36065e+11,3.98045e+07,1.26911e+53
0.00197443,2.71635e-11,5.13485e-12,1.18632e-08,0.446417,0.996351,0.811577,4.18879e+18,4.72e+10,4.78985e+06,5.49998e+54
0.0643922,2.28968e-10,1.74283e-11,3.44427e-08,0.446417,0.401192,0.172007,4.18879e+18,1.62573e+10,568243,3.95644e+54
0.00945311,1.93418e-10,3.49106e-11,3.16561e-08,0.446417,0.951331,0.226133,4.18879e+18,1.76883e+10,672685,1.0419e+55
0.00133308,9.31401e-10,1.76345e-10,6.94669e-08,0.446417,0.997923,0.000778129,4.18879e+18,8.06059e+09,139692,1.811e+53
0.0028206,3.26773e-12,6.15904e-13,4.11465e-09,0.446417,0.993433,0.975197,4.18879e+18,1.36086e+11,3.98165e+07,7.92701e+53
0.0349659,8.74409e-11,1.1359e-11,2.12847e-08,0.446417,0.684692,0.510614,4.18879e+18,2.63074e+10,1.48797e+06,7.65483e+54
0.0390223,1.34589e-10,1.63627e-11,2.64067e-08,0.446417,0.640791,0.355378,4.18879e+18,2.12046e+10,966716,7.67448e+54
0.0012348,6.87342e-10,1.30161e-10,5.96755e-08,0.446417,0.99811,0.00507816,4.18879e+18,9.38315e+09,189294,8.72348e+53
0.0440591,5.38318e-10,6.00507e-11,5.28116e-08,0.446417,0.587963,0.0159535,4.18879e+18,1.06027e+10,241696,1.26438e+54
0.0502493,4.4936e-10,4.48673e-11,4.82511e-08,0.446417,0.526268,0.0316083,4.18879e+18,1.16048e+10,289543,1.8717e+54
0.161253,1.40768e-10,1.10409e-12,2.70061e-08,0.446417,0.0413401,0.338701,4.18879e+18,2.0734e+10,924281,4.93543e+53
0.077689,8.05422e-10,4.65989e-11,6.45983e-08,0.446417,0.304946,0.00204552,4.18879e+18,8.66809e+09,161542,1.25801e+53
0.0376457,2.76355e-10,3.4373e-11,3.78393e-08,0.446417,0.655573,0.119516,4.18879e+18,1.47979e+10,470805,5.42183e+54
0.0820842,2.25989e-11,1.18999e-12,1.08207e-08,0.446417,0.27754,0.840512,4.18879e+18,5.17477e+10,5.75732e+06,1.32005e+54
0.00268314,4.88654e-12,9.21512e-13,5.03165e-09,0.446417,0.993964,0.963139,4.18879e+18,1.11284e+11,2.66261e+07,1.17137e+54
0.00102799,3.24613e-10,6.14929e-11,4.10103e-08,0.446417,0.998458,0.0825026,4.18879e+18,1.36538e+10,400814,6.6957e+54
0.00197814,3.01056e-12,5.69094e-13,3.94942e-09,0.446417,0.99634,0.977127,4.18879e+18,1.41779e+11,4.32176e+07,7.33903e+53
0.114576,5.64258e-11,1.41751e-12,1.70981e-08,0.446417,0.13241,0.647998,4.18879e+18,3.27489e+10,2.30585e+06,1.21228e+54
0.0281093,3.24698e-12,4.685e-13,4.10156e-09,0.446417,0.760505,0.975351,4.18879e+18,1.3652e+11,4.0071e+07,6.03079e+53
0.00380101,1.4884e-12,2.79314e-13,2.77696e-09,0.446417,0.989109,0.988625,4.18879e+18,2.01639e+11,8.74156e+07,3.64442e+53
0.00207528,6.253e-13,1.18168e-13,1.79992e-09,0.446417,0.99605,0.995206,4.18879e+18,3.11093e+11,2.08075e+08,1.55208e+53
0.0010758,5.02406e-10,9.51658e-11,5.10196e-08,0.446417,0.998383,0.0210382,4.18879e+18,1.09751e+10,258973,2.64237e+54
0.00163352,1.0296e-10,1.94808e-11,2.30964e-08,0.446417,0.997262,0.453237,4.18879e+18,2.42438e+10,1.26369e+06,1.1653e+55
0.0039557,3.12743e-11,5.86444e-12,1.27293e-08,0.446417,0.988349,0.786335,4.18879e+18,4.39887e+10,4.16027e+06,6.08608e+54
0.056643,8.20708e-10,7.26944e-11,6.52084e-08,0.446417,0.466857,0.00181964,4.18879e+18,8.58699e+09,158533,1.74579e+53
0.0133195,6.10173e-11,1.06176e-11,1.77802e-08,0.446417,0.91716,0.625633,4.18879e+18,3.14926e+10,2.13234e+06,8.76699e+54
0.00119618,6.38576e-10,1.20934e-10,5.75196e-08,0.446417,0.99818,0.00738726,4.18879e+18,9.73484e+09,203749,1.17906e+54
0.0023146,6.82975e-11,1.28967e-11,1.8811e-08,0.446417,0.995283,0.591599,4.18879e+18,2.97668e+10,1.90504e+06,1.00696e+55
0.00120984,5.67705e-12,1.0751e-12,5.42339e-09,0.446417,0.998156,0.957305,4.18879e+18,1.03246e+11,2.29185e+07,1.35833e+54
0.00373805,3.98057e-12,7.47224e-13,4.54132e-09,0.446417,0.989412,0.969869,4.18879e+18,1.233e+11,3.26862e+07,9.56462e+53
0.00529528,5.9406e-10,1.10568e-10,5.54785e-08,0.446417,0.981008,0.0104002,4.18879e+18,1.0093e+10,219017,1.51767e+54
0.039973,7.38305e-13,8.83408e-14,1.95581e-09,0.446417,0.630663,0.994341,4.18879e+18,2.86297e+11,1.76227e+08,1.15931e+53
0.0434984,1.71643e-10,1.93353e-11,2.98211e-08,0.446417,0.593737,0.267288,4.18879e+18,1.87768e+10,758021,6.82076e+54
0.00253272,2.55838e-10,4.82734e-11,3.64076e-08,0.446417,0.994521,0.139967,4.18879e+18,1.53799e+10,508561,8.9174e+54
0.0129667,2.44567e-12,4.27107e-13,3.55966e-09,0.446417,0.920474,0.981378,4.18879e+18,1.57303e+11,5.32e+07,5.53194e+53
0.0158776,2.17735e-11,3.68574e-12,1.06212e-08,0.446417,0.892212,0.845898,4.18879e+18,5.27195e+10,5.97559e+06,4.11478e+54
0.00248514,2.6078e-11,4.92144e-12,1.16238e-08,0.446417,0.994692,0.818376,4.18879e+18,4.81724e+10,4.98924e+06,5.31556e+54
0.00369806,2.4365e-12,4.57463e-13,3.55298e-09,0.446417,0.989604,0.981447,4.18879e+18,1.57598e+11,5.34002e+07,5.92553e+53
0.00488147,2.74087e-12,5.11392e-13,3.76837e-09,0.446417,0.983414,0.979154,4.18879e+18,1.4859e+11,4.747e+07,6.60859e+53
0.0551293,7.23955e-12,6.59991e-13,6.12442e-09,0.446417,0.480504,0.945867,4.18879e+18,9.1428e+10,1.7972e+07,8.23895e+53
0.0306199,9.2937e-10,1.2918e-10,6.93911e-08,0.446417,0.732621,0.000789771,4.18879e+18,8.06939e+09,139997,1.34649e+53
0.0379275,3.06857e-12,3.799e-13,3.98729e-09,0.446417,0.652536,0.976688,4.18879e+18,1.40432e+11,4.24006e+07,4.89699e+53
0.00486087,7.44748e-12,1.38972e-12,6.21175e-09,0.446417,0.983531,0.944366,4.18879e+18,9.01427e+10,1.74703e+07,1.73209e+54
0.00330387,2.18987e-10,4.1191e-11,3.36837e-08,0.446417,0.991412,0.185793,4.18879e+18,1.66236e+10,594141,1.01003e+55
0.00637536,4.15508e-10,7.67994e-11,4.6398e-08,0.446417,0.974202,0.0410238,4.18879e+18,1.20683e+10,313133,4.15813e+54
0.0294623,2.8007e-11,3.9612e-12,1.2046e-08,0.446417,0.745472,0.806316,4.18879e+18,4.64838e+10,4.64561e+06,4.21537e+54
0.0013728,4.18218e-12,7.91761e-13,4.65491e-09,0.446417,0.997844,0.968367,4.18879e+18,1.20291e+11,3.11104e+07,1.0119e+54
0.00799825,5.2424e-10,9.57543e-11,5.21164e-08,0.446417,0.962719,0.0177862,4.18879e+18,1.07441e+10,248187,2.24773e+54
0.00178574,1.58712e-11,3.00178e-12,9.06805e-09,0.446417,0.996876,0.885163,4.18879e+18,6.17491e+10,8.19785e+06,3.50676e+54
0.00771553,1.56167e-10,2.85866e-11,2.84449e-08,0.446417,0.964819,0.301102,4.18879e+18,1.96852e+10,833144,1.13601e+55
0.00703918,2.68965e-11,4.94824e-12,1.18048e-08,0.446417,0.969676,0.813242,4.18879e+18,4.74337e+10,4.83741e+06,5.31097e+54
0.0139377,1.21319e-10,2.09752e-11,2.50711e-08,0.446417,0.911275,0.393576,4.18879e+18,2.23343e+10,1.07246e+06,1.08953e+55
0.00144748,7.93009e-12,1.50107e-12,6.40986e-09,0.446417,0.997687,0.940871,4.18879e+18,8.73567e+10,1.6407e+07,1.86395e+54
0.00146259,5.1412e-13,9.73136e-14,1.63208e-09,0.446417,0.997655,0.996056,4.18879e+18,3.43086e+11,2.53072e+08,1.27927e+53
0.00179116,4.92161e-10,9.30831e-11,5.04967e-08,0.446417,0.996862,0.0227614,4.18879e+18,1.10887e+10,264364,2.79624e+54
0.00893625,5.00817e-11,9.07887e-12,1.61083e-08,0.446417,0.955485,0.680497,4.18879e+18,3.47613e+10,2.59794e+06,8.15383e+54
0.00141636,2.27736e-10,4.31105e-11,3.43499e-08,0.446417,0.997754,0.173714,4.18879e+18,1.63012e+10,571317,9.88374e+54
0.0110224,8.41678e-11,1.498e-11,2.08825e-08,0.446417,0.938072,0.523653,4.18879e+18,2.6814e+10,1.54583e+06,1.03528e+55
0.054319,2.4279e-10,2.24753e-11,3.5467e-08,0.446417,0.487918,0.154679,4.18879e+18,1.57877e+10,535894,4.58817e+54
0.00157349,1.44215e-10,2.72905e-11,2.73348e-08,0.446417,0.997405,0.33008,4.18879e+18,2.04847e+10,902189,1.18887e+55
0.0075204,1.43934e-12,2.63862e-13,2.7308e-09,0.446417,0.966244,0.988998,4.18879e+18,2.05047e+11,9.03955e+07,3.44411e+53
0.00242148,1.77546e-11,3.35141e-12,9.59104e-09,0.446417,0.994917,0.872441,4.18879e+18,5.8382e+10,7.32819e+06,3.85893e+54
0.0193382,2.86302e-12,4.65216e-13,3.85143e-09,0.446417,0.856449,0.978234,4.18879e+18,1.45386e+11,4.54448e+07,6.00622e+53
0.173258,3.39443e-11,1.94576e-13,1.32615e-08,0.446417,0.030213,0.770219,4.18879e+18,4.22233e+10,3.83303e+06,1.97792e+53
0.00414746,7.05465e-11,1.32157e-11,1.91182e-08,0.446417,0.987381,0.581458,4.18879e+18,2.92885e+10,1.84431e+06,1.01417e+55
0.00670663,4.99853e-13,9.21776e-14,1.60928e-09,0.446417,0.971974,0.996165,4.18879e+18,3.47948e+11,2.60295e+08,1.21188e+53
0.00409834,1.44498e-10,2.70762e-11,2.73616e-08,0.446417,0.987632,0.329359,4.18879e+18,2.04646e+10,900421,1.17696e+55
0.00383323,4.89326e-12,9.18127e-13,5.03511e-09,0.446417,0.988952,0.963089,4.18879e+18,1.11208e+11,2.65895e+07,1.16701e+54
0.00324849,1.88277e-10,3.54232e-11,3.12326e-08,0.446417,0.991655,0.235255,4.18879e+18,1.79282e+10,691052,1.09984e+55
0.0731897,2.46604e-11,1.56844e-12,1.13034e-08,0.446417,0.335227,0.827301,4.18879e+18,4.95376e+10,5.27605e+06,1.71252e+54
0.0308874,4.59023e-12,6.35447e-13,4.87671e-09,0.446417,0.729653,0.965332,4.18879e+18,1.1482e+11,2.83449e+07,8.0958e+53
0.0076852,6.66935e-10,1.22112e-10,5.87829e-08,0.446417,0.965041,0.0059397,4.18879e+18,9.52562e+09,195085,9.57253e+53
0.00556798,4.73273e-13,8.79392e-14,1.56591e-09,0.446417,0.979359,0.996369,4.18879e+18,3.57585e+11,2.74914e+08,1.1564e+53
0.00456213,1.54174e-10,2.88176e-11,2.82628e-08,0.446417,0.985189,0.305755,4.18879e+18,1.98121e+10,843915,1.16288e+55
0.00322372,6.9297e-13,1.30392e-13,1.89481e-09,0.446417,0.991763,0.994688,4.18879e+18,2.95514e+11,1.87756e+08,1.71175e+53
0.00216113,1.24291e-10,2.34819e-11,2.53763e-08,0.446417,0.995784,0.384703,4.18879e+18,2.20656e+10,1.04681e+06,1.19223e+55
0.0202191,2.06922e-11,3.3255e-12,1.03541e-08,0.446417,0.847072,0.852955,4.18879e+18,5.40793e+10,6.28783e+06,3.74357e+54
0.00174339,1.46877e-11,2.77826e-12,8.72342e-09,0.446417,0.996987,0.893251,4.18879e+18,6.41886e+10,8.85837e+06,3.27529e+54
0.0145715,8.78592e-10,1.5088e-10,6.74688e-08,0.446417,0.90514,0.0011673,4.18879e+18,8.2993e+09,148089,2.32444e+53
0.00156775,1.77502e-10,3.35899e-11,3.03257e-08,0.446417,0.997418,0.255571,4.18879e+18,1.84643e+10,733004,1.13299e+55
