m_phi(GeV),sin_theta^2,Q_phi,C_phiN,G_phi,xi,P_esc,V_SN,F,lambda_phi,energy loss rate
0.0454371,8.53064e-12,9.28852e-13,6.64814e-09,0.446417,0.573899,0.936535,4.18879e+18,8.42256e+10,1.5252e+07,1.14808e+54
0.0234962,4.7954e-11,7.38341e-12,1.57624e-08,0.446417,0.811529,0.691718,4.18879e+18,3.55241e+10,2.71321e+06,6.74047e+54
0.00512592,4.70242e-12,8.76121e-13,4.93594e-09,0.446417,0.982007,0.964503,4.18879e+18,1.13442e+11,2.76686e+07,1.11525e+54
0.00155345,2.7673e-11,5.23694e-12,1.1974e-08,0.446417,0.997452,0.808406,4.18879e+18,4.67635e+10,4.70167e+06,5.58741e+54
0.0546353,1.01662e-10,9.35497e-12,2.29503e-08,0.446417,0.485015,0.457762,4.18879e+18,2.43981e+10,1.27982e+06,5.65179e+54
0.0291121,8.13454e-11,1.15652e-11,2.05294e-08,0.446417,0.749362,0.535139,4.18879e+18,2.72752e+10,1.59947e+06,8.16815e+54
0.00179184,6.04572e-12,1.14343e-12,5.59672e-09,0.446417,0.99686,0.954597,4.18879e+18,1.00049e+11,2.15209e+07,1.44057e+54
0.0130545,4.96566e-10,8.66421e-11,5.07222e-08,0.446417,0.919653,0.0220029,4.18879e+18,1.10394e+10,262019,2.51602e+54
0.00166226,8.28318e-12,1.56713e-12,6.55101e-09,0.446417,0.997192,0.938321,4.18879e+18,8.54745e+10,1.57077e+07,1.94071e+54
0.00880643,5.27033e-13,9.56437e-14,1.65245e-09,0.446417,0.95651,0.995957,4.18879e+18,3.38857e+11,2.46871e+08,1.25719e+53
0.0139449,4.49703e-12,7.77448e-13,4.82695e-09,0.446417,0.911205,0.966026,4.18879e+18,1.16004e+11,2.89323e+07,9.91206e+53
0.00345653,8.6068e-12,1.6178e-12,6.67775e-09,0.446417,0.990728,0.93599,4.18879e+18,8.38522e+10,1.5117e+07,1.99848e+54
0.0354247,7.45482e-11,9.61321e-12,1.9653e-08,0.446417,0.679677,0.563838,4.18879e+18,2.84916e+10,1.74531e+06,7.15363e+54
0.00479362,1.37066e-12,2.55867e-13,2.66486e-09,0.446417,0.98391,0.989521,4.18879e+18,2.10121e+11,9.49246e+07,3.34151e+53
0.0619103,6.50416e-12,5.20077e-13,5.80504e-09,0.446417,0.421452,0.951236,4.18879e+18,9.64583e+10,2.0004e+07,6.52919e+53
0.120167,1.90194e-11,4.17881e-13,9.92677e-09,0.446417,0.115805,0.863985,4.18879e+18,5.64075e+10,6.84088e+06,4.765e+53
0.0400388,2.11284e-10,2.52529e-11,3.30859e-08,0.446417,0.629964,0.197115,4.18879e+18,1.6924e+10,615804,6.56954e+54
0.00377687,5.65052e-12,1.0605e-12,5.4107e-09,0.446417,0.989226,0.9575,4.18879e+18,1.03488e+11,2.30261e+07,1.34016e+54
0.0120983,5.0461e-11,8.88908e-12,1.61692e-08,0.446417,0.928479,0.678521,4.18879e+18,3.46304e+10,2.57841e+06,7.96019e+54
0.136006,9.94621e-12,1.48213e-13,7.17858e-09,0.446417,0.0785414,0.926393,4.18879e+18,7.80021e+10,1.30813e+07,1.81211e+53
0.00865228,4.3823e-10,7.96284e-11,4.76497e-08,0.446417,0.957717,0.0344517,4.18879e+18,1.17512e+10,296898,3.62061e+54
0.0153425,2.30016e-11,3.91695e-12,1.09166e-08,0.446417,0.897554,0.837956,4.18879e+18,5.12927e+10,5.65653e+06,4.33184e+54
0.00108807,3.57826e-11,6.77781e-12,1.36159e-08,0.446417,0.998363,0.759557,4.18879e+18,4.11244e+10,3.63611e+06,6.79444e+54
0.0347488,2.12084e-12,2.76462e-13,3.31484e-09,0.446417,0.687068,0.983831,4.18879e+18,1.6892e+11,6.13481e+07,3.58971e+53
0.086302,8.92996e-11,4.28956e-12,2.15097e-08,0.446417,0.253183,0.50338,4.18879e+18,2.60322e+10,1.457e+06,2.84979e+54
0.0531451,4.53071e-10,4.28759e-11,4.84499e-08,0.446417,0.49879,0.0307322,4.18879e+18,1.15572e+10,287172,1.73904e+54
0.0102655,2.00509e-12,3.59337e-13,3.22312e-09,0.446417,0.944583,0.984707,4.18879e+18,1.73727e+11,6.48896e+07,4.66996e+53
0.0103645,1.14311e-10,2.04677e-11,2.43362e-08,0.446417,0.943743,0.415371,4.18879e+18,2.30087e+10,1.13821e+06,1.12204e+55
0.0481709,1.34464e-11,1.39432e-12,8.34665e-09,0.446417,0.546547,0.901809,4.18879e+18,6.70861e+10,9.67618e+06,1.65951e+54
0.00327198,6.90759e-12,1.29948e-12,5.98236e-09,0.446417,0.991553,0.948294,4.18879e+18,9.35991e+10,1.88357e+07,1.62636e+54
0.00336378,1.80727e-11,3.39852e-12,9.67656e-09,0.446417,0.991146,0.870311,4.18879e+18,5.7866e+10,7.19922e+06,3.90363e+54
0.00130745,9.08844e-13,1.72083e-13,2.16997e-09,0.446417,0.997974,0.993039,4.18879e+18,2.58042e+11,1.43159e+08,2.25531e+53
0.00111922,8.34337e-13,1.58029e-13,2.07912e-09,0.446417,0.998312,0.993608,4.18879e+18,2.69317e+11,1.55944e+08,2.07231e+53
0.029694,3.22292e-10,4.54263e-11,4.08634e-08,0.446417,0.742898,0.0839807,4.18879e+18,1.37028e+10,403700,5.0349e+54
0.0107185,2.67574e-11,4.77561e-12,1.17742e-08,0.446417,0.940711,0.814113,4.18879e+18,4.75568e+10,4.86255e+06,5.13119e+54
0.0127454,7.56855e-12,1.32472e-12,6.26204e-09,0.446417,0.922535,0.943488,4.18879e+18,8.94188e+10,1.71908e+07,1.64955e+54
0.0365782,1.62386e-10,2.05533e-11,2.90057e-08,0.446417,0.667122,0.287043,4.18879e+18,1.93046e+10,801236,7.78633e+54
0.179805,6.89683e-11,3.32547e-13,1.89032e-08,0.446417,0.0254141,0.588495,4.18879e+18,2.96217e+10,1.88651e+06,2.58285e+53
0.00127913,2.90899e-11,5.50826e-12,1.22767e-08,0.446417,0.998028,0.79965,4.18879e+18,4.56104e+10,4.47266e+06,5.81324e+54
0.0198917,3.33521e-11,5.38222e-12,1.31453e-08,0.446417,0.850568,0.773875,4.18879e+18,4.25965e+10,3.90109e+06,5.49713e+54
0.00730839,1.93863e-11,3.55956e-12,1.00221e-08,0.446417,0.967771,0.861568,4.18879e+18,5.58711e+10,6.7114e+06,4.04753e+54
0.0015429,3.32562e-10,6.29367e-11,4.15094e-08,0.446417,0.997476,0.0776127,4.18879e+18,1.34896e+10,391233,6.44675e+54
0.0281426,5.37406e-10,7.75036e-11,5.27668e-08,0.446417,0.760135,0.0160741,4.18879e+18,1.06117e+10,242106,1.64419e+54
0.065703,2.12746e-12,1.57735e-13,3.32001e-09,0.446417,0.390786,0.98378,4.18879e+18,1.68657e+11,6.11572e+07,2.048e+53
0.00769227,7.17385e-11,1.31342e-11,1.92791e-08,0.446417,0.964989,0.576157,4.18879e+18,2.90442e+10,1.81366e+06,9.9873e+54
0.0373152,2.776e-12,3.47157e-13,3.79244e-09,0.446417,0.659141,0.978889,4.18879e+18,1.47647e+11,4.68694e+07,4.48501e+53
0.00133347,9.37162e-11,1.77435e-11,2.20352e-08,0.446417,0.997923,0.486612,4.18879e+18,2.54113e+10,1.38833e+06,1.13953e+55
0.00196444,7.4921e-11,1.41631e-11,1.9702e-08,0.446417,0.99638,0.562237,4.18879e+18,2.84206e+10,1.73662e+06,1.05095e+55
0.159211,4.0701e-11,3.36549e-13,1.45215e-08,0.446417,0.0435827,0.731339,4.18879e+18,3.85596e+10,3.19671e+06,3.24841e+53
0.0110308,1.41479e-10,2.5178e-11,2.70741e-08,0.446417,0.937999,0.337093,4.18879e+18,2.06819e+10,919640,1.12015e+55
0.0243893,9.64681e-13,1.46734e-13,2.23564e-09,0.446417,0.80171,0.992613,4.18879e+18,2.50463e+11,1.34873e+08,1.92227e+53
0.0130931,1.21601e-11,2.12089e-12,7.9374e-09,0.446417,0.91929,0.910773,4.18879e+18,7.0545e+10,1.06997e+07,2.54937e+54
0.00498327,6.121e-13,1.14138e-13,1.78082e-09,0.446417,0.982833,0.995307,4.18879e+18,3.1443e+11,2.12562e+08,1.49931e+53
0.0158061,7.79488e-13,1.32055e-13,2.00962e-09,0.446417,0.892929,0.994027,4.18879e+18,2.78632e+11,1.66917e+08,1.73243e+53
0.00144005,2.19608e-12,4.15698e-13,3.37313e-09,0.446417,0.997703,0.983263,4.18879e+18,1.66001e+11,5.92463e+07,5.3945e+53
0.0548595,2.02785e-11,1.85815e-12,1.02501e-08,0.446417,0.482964,0.855673,4.18879e+18,5.46282e+10,6.41612e+06,2.09841e+54
0.00178723,5.47125e-11,1.0348e-11,1.68365e-08,0.446417,0.996872,0.656711,4.18879e+18,3.32577e+10,2.37806e+06,8.96876e+54
0.00228153,1.46707e-12,2.7706e-13,2.75699e-09,0.446417,0.995393,0.988788,4.18879e+18,2.031e+11,8.86868e+07,3.6156e+53
0.00276429,8.08647e-10,1.52448e-10,6.47275e-08,0.446417,0.993653,0.00199891,4.18879e+18,8.65079e+09,160898,4.0218e+53
0.00158723,3.4601e-10,6.54748e-11,4.23403e-08,0.446417,0.997373,0.0699917,4.18879e+18,1.32249e+10,376028,6.04818e+54
0.00344341,2.45944e-12,4.62324e-13,3.56967e-09,0.446417,0.990788,0.981275,4.18879e+18,1.56862e+11,5.29019e+07,5.98743e+53
0.163564,1.38525e-10,1.02324e-12,2.67901e-08,0.446417,0.0389333,0.34477,4.18879e+18,2.09012e+10,939248,4.65598e+53
0.00259246,1.25553e-10,2.36851e-11,2.55049e-08,0.446417,0.994303,0.380989,4.18879e+18,2.19544e+10,1.03629e+06,1.19094e+55
0.0558844,1.81891e-11,1.63459e-12,9.70767e-09,0.446417,0.473663,0.869526,4.18879e+18,5.76806e+10,7.15315e+06,1.87584e+54
0.0613506,9.71987e-13,7.85819e-14,2.24409e-09,0.446417,0.426121,0.992557,4.18879e+18,2.4952e+11,1.33859e+08,1.02939e+53
0.0765375,1.88324e-10,1.11649e-11,3.12365e-08,0.446417,0.312478,0.235144,4.18879e+18,1.79259e+10,690880,3.46492e+54
0.0173088,5.78403e-12,9.63129e-13,5.47425e-09,0.446417,0.877658,0.956518,4.18879e+18,1.02287e+11,2.24946e+07,1.21585e+54
0.00122047,1.5867e-12,3.00479e-13,2.8672e-09,0.446417,0.998136,0.987879,4.18879e+18,1.95293e+11,8.19998e+07,3.91762e+53
0.00119131,3.00784e-12,5.69635e-13,3.94764e-09,0.446417,0.998189,0.977147,4.18879e+18,1.41843e+11,4.32567e+07,7.34616e+53
0.0344944,7.34874e-13,9.61834e-14,1.95126e-09,0.446417,0.689856,0.994368,4.18879e+18,2.86965e+11,1.7705e+08,1.26227e+53
0.00137899,4.05558e-10,7.67783e-11,4.58391e-08,0.446417,0.997831,0.0442873,4.18879e+18,1.22154e+10,320816,4.48768e+54
0.0474693,1.62618e-12,1.70769e-13,2.90264e-09,0.446417,0.553495,0.987579,4.18879e+18,1.92909e+11,8.00094e+07,2.2258e+53
0.0109945,8.14527e-10,1.45005e-10,6.49624e-08,0.446417,0.938316,0.00191047,4.18879e+18,8.6195e+09,159736,3.65619e+53
0.00299169,6.49164e-12,1.2227e-12,5.79945e-09,0.446417,0.992744,0.95133,4.18879e+18,9.65512e+10,2.00426e+07,1.53517e+54
0.00276865,4.77348e-10,8.99893e-11,4.9731e-08,0.446417,0.993636,0.0255063,4.18879e+18,1.12595e+10,272567,3.0293e+54
0.0106597,6.32434e-12,1.12936e-12,5.72423e-09,0.446417,0.941218,0.952554,4.18879e+18,9.782e+10,2.05728e+07,1.4198e+54
0.00255652,9.15848e-11,1.72794e-11,2.17832e-08,0.446417,0.994435,0.494648,4.18879e+18,2.57053e+10,1.42064e+06,1.12805e+55
0.00176339,1.04849e-12,1.98316e-13,2.33072e-09,0.446417,0.996935,0.991974,4.18879e+18,2.40245e+11,1.24093e+08,2.59634e+53
0.00174673,7.51296e-11,1.4211e-11,1.97295e-08,0.446417,0.996978,0.561336,4.18879e+18,2.83811e+10,1.7318e+06,1.05282e+55
0.00283134,4.05729e-10,7.64689e-11,4.58488e-08,0.446417,0.99339,0.0442288,4.18879e+18,1.22128e+10,320680,4.46369e+54
0.00880144,5.35257e-13,9.714e-14,1.66529e-09,0.446417,0.956549,0.995895,4.18879e+18,3.36244e+11,2.43078e+08,1.27678e+53
0.00345451,1.99801e-12,3.75565e-13,3.21742e-09,0.446417,0.990737,0.984761,4.18879e+18,1.74035e+11,6.51195e+07,4.88112e+53
0.115269,4.75771e-10,1.17563e-11,4.96488e-08,0.446417,0.13024,0.0258052,4.18879e+18,1.12781e+10,273470,4.00388e+53
0.0123933,2.71724e-12,4.77273e-13,3.75209e-09,0.446417,0.925785,0.979332,4.18879e+18,1.49235e+11,4.7883e+07,6.16879e+53
0.0449528,7.8605e-13,8.63225e-14,2.01806e-09,0.446417,0.578822,0.993976,4.18879e+18,2.77466e+11,1.65523e+08,1.13241e+53
0.026077,1.63847e-11,2.43423e-12,9.21358e-09,0.446417,0.78306,0.881673,4.18879e+18,6.07738e+10,7.94093e+06,2.83252e+54
0.0574222,2.11731e-11,1.84761e-12,1.04737e-08,0.446417,0.459936,0.849809,4.18879e+18,5.34618e+10,6.14504e+06,2.07221e+54
0.169928,1.81339e-11,1.13449e-13,9.69293e-09,0.446417,0.0329748,0.869879,4.18879e+18,5.77683e+10,7.17493e+06,1.30246e+53
0.00181731,9.06636e-11,1.71461e-11,2.16734e-08,0.446417,0.996792,0.498163,4.18879e+18,2.58356e+10,1.43508e+06,1.12731e+55
0.00319438,7.9654e-10,1.49899e-10,6.42412e-08,0.446417,0.99189,0.00219384,4.18879e+18,8.71628e+09,163343,4.34019e+53
0.0294733,2.62111e-11,3.70659e-12,1.16534e-08,0.446417,0.745349,0.817535,4.18879e+18,4.80499e+10,4.9639e+06,3.99931e+54
0.0420893,8.65858e-10,9.99409e-11,6.69781e-08,0.446417,0.60837,0.00128736,4.18879e+18,8.36011e+09,150266,1.69804e+53
0.0151796,9.43333e-13,1.60929e-13,2.21076e-09,0.446417,0.899167,0.992776,4.18879e+18,2.53281e+11,1.37925e+08,2.10857e+53
0.0066843,3.20913e-10,5.91888e-11,4.07759e-08,0.446417,0.972126,0.0848808,4.18879e+18,1.37322e+10,405435,6.6306e+54
0.0145611,6.37526e-12,1.09494e-12,5.74723e-09,0.446417,0.905241,0.952181,4.18879e+18,9.74286e+10,2.04085e+07,1.37599e+54
0.0422652,3.12847e-12,3.60011e-13,4.02602e-09,0.446417,0.606533,0.976241,4.18879e+18,1.39081e+11,4.15888e+07,4.63849e+53
0.0227593,5.54319e-13,8.61962e-14,1.69469e-09,0.446417,0.819595,0.995749,4.18879e+18,3.30412e+11,2.34719e+08,1.13277e+53
0.00551121,3.81865e-12,7.09798e-13,4.448e-09,0.446417,0.979706,0.971077,4.18879e+18,1.25887e+11,3.40721e+07,9.09687e+53
0.00498784,5.21058e-13,9.7159e-14,1.64306e-09,0.446417,0.982807,0.996003,4.18879e+18,3.40794e+11,2.49702e+08,1.27717e+53
0.00767192,8.3705e-10,1.53275e-10,6.58545e-08,0.446417,0.965139,0.00160683,4.18879e+18,8.50275e+09,155438,3.25046e+53
0.0833602,3.55675e-12,1.82182e-13,4.29276e-09,0.446417,0.269974,0.973031,4.18879e+18,1.30439e+11,3.6581e+07,2.33957e+53
0.0650302,2.52845e-12,1.90016e-13,3.6194e-09,0.446417,0.396102,0.980753,4.18879e+18,1.54706e+11,5.14582e+07,2.45953e+53
0.0331346,6.86996e-13,9.18654e-14,1.88663e-09,0.446417,0.704805,0.994734,4.18879e+18,2.96796e+11,1.89389e+08,1.20604e+53
0.007163,1.23589e-10,2.27166e-11,2.53046e-08,0.446417,0.968804,0.386784,4.18879e+18,2.21282e+10,1.05276e+06,1.15962e+55
0.00188032,7.94954e-10,1.50314e-10,6.41771e-08,0.446417,0.996619,0.00222078,4.18879e+18,8.72498e+09,163669,4.40564e+53
0.0134963,8.92853e-13,1.55082e-13,2.1508e-09,0.446417,0.915488,0.993161,4.18879e+18,2.60343e+11,1.45723e+08,2.03275e+53
0.0292654,1.24413e-10,1.76481e-11,2.53888e-08,0.446417,0.747659,0.384332,4.18879e+18,2.20548e+10,1.04579e+06,8.95174e+54
0.00136792,2.68542e-10,5.08403e-11,3.73006e-08,0.446417,0.997854,0.126949,4.18879e+18,1.50117e+10,484503,8.51804e+54
0.0168101,5.99079e-11,1.00337e-11,1.76178e-08,0.446417,0.882771,0.630999,4.18879e+18,3.17829e+10,2.17182e+06,8.3559e+54
0.0396623,1.20379e-10,1.44792e-11,2.49738e-08,0.446417,0.633965,0.396429,4.18879e+18,2.24212e+10,1.08083e+06,7.57557e+54
0.136768,5.94708e-11,8.69556e-13,1.75534e-08,0.446417,0.0770664,0.633083,4.18879e+18,3.18995e+10,2.18779e+06,7.26544e+53
0.0764528,1.69754e-11,1.0082e-12,9.37819e-09,0.446417,0.313038,0.877673,4.18879e+18,5.9707e+10,7.6646e+06,1.16784e+54
0.0560913,2.87371e-10,2.57235e-11,3.85861e-08,0.446417,0.4718,0.109829,4.18879e+18,1.45115e+10,452757,3.72865e+54
0.0695119,4.28241e-12,2.93877e-13,4.71035e-09,0.446417,0.361701,0.967619,4.18879e+18,1.18875e+11,3.03823e+07,3.75296e+53
0.0385783,4.19304e-10,5.13552e-11,4.66095e-08,0.446417,0.645545,0.0398416,4.18879e+18,1.20135e+10,310299,2.70038e+54
0.00160936,2.82868e-12,5.35239e-13,3.82826e-09,0.446417,0.99732,0.978494,4.18879e+18,1.46266e+11,4.59965e+07,6.91209e+53
0.00863953,5.22692e-12,9.49854e-13,5.20394e-09,0.446417,0.957817,0.960623,4.18879e+18,1.076e+11,2.48922e+07,1.20424e+54
0.00224632,2.4046e-11,4.54168e-12,1.11617e-08,0.446417,0.995509,0.831259,4.18879e+18,5.01665e+10,5.41085e+06,4.98261e+54
0.00837388,9.31417e-13,1.69623e-13,2.19676e-09,0.446417,0.959871,0.992867,4.18879e+18,2.54896e+11,1.3969e+08,2.2227e+53
0.00518236,5.22539e-10,9.7323e-11,5.20318e-08,0.446417,0.981676,0.0180218,4.18879e+18,1.07616e+10,248995,2.31482e+54
0.0049267,1.54757e-12,2.8867e-13,2.83162e-09,0.446417,0.983157,0.988176,4.18879e+18,1.97747e+11,8.40735e+07,3.76477e+53
0.0101415,1.1308e-12,2.02879e-13,2.42049e-09,0.446417,0.94563,0.991346,4.18879e+18,2.31335e+11,1.15059e+08,2.6544e+53
0.00319752,1.98972e-12,3.74437e-13,3.21075e-09,0.446417,0.991876,0.984824,4.18879e+18,1.74397e+11,6.53907e+07,4.86677e+53
0.01101,1.03095e-12,1.83507e-13,2.31115e-09,0.446417,0.938181,0.992108,4.18879e+18,2.42279e+11,1.26204e+08,2.40279e+53
0.0176693,1.18845e-10,1.97056e-11,2.48142e-08,0.446417,0.873936,0.401141,4.18879e+18,2.25655e+10,1.09478e+06,1.04325e+55
0.00512706,2.00134e-10,3.72873e-11,3.2201e-08,0.446417,0.982,0.214766,4.18879e+18,1.7389e+10,650111,1.05689e+55
0.0583045,9.94154e-12,8.52897e-13,7.17689e-09,0.446417,0.452183,0.926432,4.18879e+18,7.80204e+10,1.30874e+07,1.04283e+54
0.00273236,3.57048e-11,6.732e-12,1.36011e-08,0.446417,0.993776,0.760011,4.18879e+18,4.11691e+10,3.64403e+06,6.75255e+54
0.00131274,8.80051e-10,1.66629e-10,6.75248e-08,0.446417,0.997963,0.00115467,4.18879e+18,8.29242e+09,147843,2.5393e+53
0.0434926,4.02323e-10,4.53254e-11,4.56559e-08,0.446417,0.593797,0.0453955,4.18879e+18,1.22644e+10,323395,2.71555e+54
0.0142618,8.69589e-12,1.49831e-12,6.71223e-09,0.446417,0.90815,0.935348,4.18879e+18,8.34215e+10,1.49622e+07,1.8496e+54
0.00169732,1.27197e-10,2.40627e-11,2.56713e-08,0.446417,0.997104,0.376208,4.18879e+18,2.18121e+10,1.0229e+06,1.19475e+55
0.0154384,4.1752e-10,7.1024e-11,4.65102e-08,0.446417,0.8966,0.040395,4.18879e+18,1.20392e+10,311624,3.78649e+54
0.0568504,3.21917e-10,2.8401e-11,4.08396e-08,0.446417,0.465008,0.0842166,4.18879e+18,1.37108e+10,404170,3.15671e+54
0.0696172,2.80993e-12,1.92414e-13,3.81555e-09,0.446417,0.360921,0.978633,4.18879e+18,1.46753e+11,4.63035e+07,2.48519e+53
0.0141846,1.3424e-10,2.31486e-11,2.63725e-08,0.446417,0.908897,0.356378,4.18879e+18,2.12322e+10,969229,1.08878e+55
0.00406609,3.59569e-12,6.73873e-13,4.31619e-09,0.446417,0.987795,0.972742,4.18879e+18,1.29731e+11,3.61848e+07,8.65126e+53
0.00269797,3.43537e-11,6.4781e-12,1.33412e-08,0.446417,0.993907,0.767945,4.18879e+18,4.19709e+10,3.78735e+06,6.56571e+54
0.00110262,2.01886e-10,3.82396e-11,3.23417e-08,0.446417,0.99834,0.211895,4.18879e+18,1.73134e+10,644469,1.06939e+55
0.0204059,1.48945e-10,2.38808e-11,2.77794e-08,0.446417,0.845073,0.31829,4.18879e+18,2.01568e+10,873541,1.00317e+55
0.00402998,7.68427e-12,1.44038e-12,6.30973e-09,0.446417,0.987978,0.94265,4.18879e+18,8.87429e+10,1.69319e+07,1.79198e+54
0.00865417,8.06697e-12,1.46578e-12,6.46494e-09,0.446417,0.957702,0.939881,4.18879e+18,8.66124e+10,1.61287e+07,1.81822e+54
0.0149209,2.16981e-12,3.71211e-13,3.3529e-09,0.446417,0.901718,0.983461,4.18879e+18,1.67003e+11,5.99636e+07,4.81816e+53
0.0273781,3.24273e-12,4.72884e-13,4.09887e-09,0.446417,0.768627,0.975384,4.18879e+18,1.36609e+11,4.01235e+07,6.08743e+53
0.00303601,6.81824e-11,1.28398e-11,1.87951e-08,0.446417,0.99256,0.592123,4.18879e+18,2.97919e+10,1.90825e+06,1.0034e+55
0.0170037,3.25377e-10,5.43736e-11,4.10585e-08,0.446417,0.880791,0.082016,4.18879e+18,1.36377e+10,399873,5.8856e+54
0.149486,1.76124e-11,1.869e-13,9.55254e-09,0.446417,0.0559323,0.873376,4.18879e+18,5.86173e+10,7.38737e+06,2.15434e+53
0.141636,7.98243e-11,1.03323e-12,2.03365e-08,0.446417,0.0682234,0.54139,4.18879e+18,2.75339e+10,1.62995e+06,7.38263e+53
0.00772154,1.4283e-10,2.61441e-11,2.72032e-08,0.446417,0.964774,0.333611,4.18879e+18,2.05838e+10,910938,1.15111e+55
0.00784735,2.61155e-10,4.77567e-11,3.6784e-08,0.446417,0.963845,0.134363,4.18879e+18,1.52225e+10,498208,8.46869e+54
0.00284996,7.94016e-11,1.49639e-11,2.02826e-08,0.446417,0.993316,0.543204,4.18879e+18,2.76071e+10,1.63862e+06,1.07278e+55
0.00284525,1.07097e-11,2.01837e-12,7.449e-09,0.446417,0.993335,0.920984,4.18879e+18,7.51704e+10,1.21488e+07,2.45333e+54
0.00121255,3.21348e-12,6.08556e-13,4.08035e-09,0.446417,0.998151,0.975604,4.18879e+18,1.37229e+11,4.04886e+07,7.8357e+53
0.0100644,3.44593e-11,6.18663e-12,1.33617e-08,0.446417,0.946278,0.76732,4.18879e+18,4.19065e+10,3.77574e+06,6.26519e+54
0.00739013,2.22722e-10,4.08696e-11,3.39696e-08,0.446417,0.967185,0.180538,4.18879e+18,1.64837e+10,584180,9.73805e+54
0.00163909,1.41112e-12,2.6699e-13,2.7039e-09,0.446417,0.997249,0.989213,4.18879e+18,2.07087e+11,9.22031e+07,3.48569e+53
0.00444855,8.28769e-11,1.55007e-11,2.07217e-08,0.446417,0.985802,0.528886,4.18879e+18,2.70221e+10,1.56991e+06,1.08198e+55
0.00262857,6.62501e-12,1.24961e-12,5.85872e-09,0.446417,0.994169,0.950356,4.18879e+18,9.55744e+10,1.96391e+07,1.56735e+54
0.00483379,1.36034e-10,2.53882e-11,2.65481e-08,0.446417,0.983684,0.351502,4.18879e+18,2.10917e+10,956448,1.17778e+55
0.00284272,7.31034e-11,1.37774e-11,1.94616e-08,0.446417,0.993345,0.570146,4.18879e+18,2.87718e+10,1.7798e+06,1.03671e+55
0.0127434,8.2672e-12,1.44703e-12,6.54469e-09,0.446417,0.922553,0.938435,4.18879e+18,8.5557e+10,1.5738e+07,1.7922e+54
0.0119616,4.34244e-13,7.65974e-14,1.49995e-09,0.446417,0.929719,0.996668,4.18879e+18,3.73309e+11,2.99623e+08,1.00755e+53
0.00130846,1.00937e-09,1.91116e-10,7.23161e-08,0.446417,0.997972,0.000427365,4.18879e+18,7.74301e+09,128901,1.07795e+53
0.00929348,2.07937e-12,3.75822e-13,3.28228e-09,0.446417,0.952626,0.984145,4.18879e+18,1.70596e+11,6.25716e+07,4.88141e+53
0.0492424,2.90503e-10,2.95442e-11,3.87958e-08,0.446417,0.536035,0.107219,4.18879e+18,1.44331e+10,447876,4.18068e+54
0.0519214,4.21249e-12,4.07834e-13,4.67174e-09,0.446417,0.510289,0.96814,4.18879e+18,1.19858e+11,3.08866e+07,5.21106e+53
0.0114328,9.01963e-10,1.5991e-10,6.83603e-08,0.446417,0.934457,0.000975625,4.18879e+18,8.19107e+09,144251,2.05904e+53
0.00266917,4.50319e-10,8.49264e-11,4.83025e-08,0.446417,0.994017,0.0313955,4.18879e+18,1.15924e+10,288927,3.51896e+54
0.00450036,1.26186e-10,2.35944e-11,2.55691e-08,0.446417,0.985524,0.379138,4.18879e+18,2.18992e+10,1.03109e+06,1.18062e+55
0.00427589,6.68648e-12,1.25175e-12,5.88584e-09,0.446417,0.986716,0.949907,4.18879e+18,9.51341e+10,1.94586e+07,1.56929e+54
0.0131253,2.17883e-10,3.79893e-11,3.35986e-08,0.446417,0.918988,0.187376,4.18879e+18,1.66657e+10,597153,9.39463e+54
0.017284,3.327e-12,5.54158e-13,4.1518e-09,0.446417,0.877913,0.974753,4.18879e+18,1.34868e+11,3.91071e+07,7.12905e+53
0.00317991,1.1764e-12,2.21398e-13,2.46881e-09,0.446417,0.991952,0.990999,4.18879e+18,2.26808e+11,1.106e+08,2.89569e+53
0.0930813,1.84613e-10,7.62898e-12,3.09272e-08,0.446417,0.217809,0.241943,4.18879e+18,1.81052e+10,704770,2.43604e+54
0.00160668,9.8315e-12,1.86031e-12,7.13706e-09,0.446417,0.997327,0.927221,4.18879e+18,7.84558e+10,1.32339e+07,2.27653e+54
0.0246341,1.82201e-10,2.76206e-11,3.07245e-08,0.446417,0.799012,0.246497,4.18879e+18,1.82247e+10,714099,8.98562e+54
0.00408256,1.31429e-12,2.46291e-13,2.60948e-09,0.446417,0.987712,0.989949,4.18879e+18,2.1458e+11,9.89962e+07,3.21785e+53
0.00272521,5.09505e-13,9.60678e-14,1.62474e-09,0.446417,0.993803,0.996092,4.18879e+18,3.44636e+11,2.55364e+08,1.26293e+53
0.00130465,5.07971e-13,9.61809e-14,1.62229e-09,0.446417,0.997979,0.996103,4.18879e+18,3.45156e+11,2.56136e+08,1.26444e+53
0.0601104,4.09089e-10,3.38868e-11,4.60382e-08,0.446417,0.4366,0.0430924,4.18879e+18,1.21626e+10,318046,1.92723e+54
0.0132608,6.95191e-12,1.21043e-12,6.00153e-09,0.446417,0.917714,0.94797,4.18879e+18,9.33003e+10,1.87156e+07,1.51439e+54
0.00527289,2.3943e-12,4.45696e-13,3.52208e-09,0.446417,0.981141,0.981766,4.18879e+18,1.58981e+11,5.43413e+07,5.77498e+53
0.010886,3.66048e-11,6.52309e-12,1.37714e-08,0.446417,0.939261,0.75477,4.18879e+18,4.06599e+10,3.55444e+06,6.49788e+54
0.0494693,6.77561e-12,6.8624e-13,5.92494e-09,0.446417,0.533825,0.949254,4.18879e+18,9.45063e+10,1.92026e+07,8.5973e+53
