-0.3615822669104204, 1.8488114144394607e-7
-0.3615822669104204, 1.8160049399630612e-7
-0.36038482632541124, 1.8488114144394607e-7
-0.36038482632541124, 1.8160049399630612e-7
-0.3591873857404021, 1.8488114144394607e-7
-0.3591873857404021, 1.8160049399630612e-7
-0.35798994515539295, 1.8488114144394607e-7
-0.35798994515539295, 1.8160049399630612e-7
-0.35679250457038386, 1.8488114144394607e-7
-0.35679250457038386, 1.8160049399630612e-7
-0.3555950639853747, 1.8488114144394607e-7
-0.3555950639853747, 1.8160049399630612e-7
-0.35439762340036557, 1.8488114144394607e-7
-0.35439762340036557, 1.8160049399630612e-7
-0.3532001828153564, 1.8488114144394607e-7
-0.3532001828153564, 1.8160049399630612e-7
-0.3520027422303473, 1.8488114144394607e-7
-0.3520027422303473, 1.8160049399630612e-7
-0.35080530164533813, 1.8488114144394607e-7
-0.35080530164533813, 1.8160049399630612e-7
-0.349607861060329, 1.8488114144394607e-7
-0.349607861060329, 1.8160049399630612e-7
-0.34841042047531984, 1.8488114144394607e-7
-0.34841042047531984, 1.8160049399630612e-7
-0.3472129798903107, 1.8160049399630612e-7
-0.3472129798903107, 1.7837806042376258e-7
-0.34601553930530154, 1.8160049399630612e-7
-0.34601553930530154, 1.7837806042376258e-7
-0.34481809872029245, 1.8160049399630612e-7
-0.34481809872029245, 1.7837806042376258e-7
-0.3436206581352833, 1.7837806042376258e-7
-0.34242321755027416, 1.7837806042376258e-7
-0.341225776965265, 1.752128077426418e-7
-0.31607952468007305, 1.690498044442787e-7
-0.3148820840950639, 1.690498044442787e-7
-0.3100923217550273, 1.690498044442787e-7
-0.30889488117001823, 1.690498044442787e-7
-0.3076974405850091, 1.690498044442787e-7
-0.30649999999999994, 1.690498044442787e-7
-0.3053025594149908, 1.690498044442787e-7
-0.30410511882998165, 1.690498044442787e-7
-0.3029076782449725, 1.690498044442787e-7
-0.30171023765996335, 1.690498044442787e-7
-0.3005127970749542, 1.690498044442787e-7
-0.3005127970749542, 1.660500782139952e-7
